cell50x50,SR_natural_ebba1,SR_human_dominated_ebba1,SR_natural_ebba2,SR_human_dominated_ebba2,deltaSR_bird_natural,deltaSR_bird_human_dominated,SR_natural_m_b2000,SR_human_dominated_m_b2000,SR_natural_m_a2015,SR_human_dominated_m_a2015,deltaSR_mammal_natural,deltaSR_mammal_human_dominated
30UVU4,6,94,7,95,1,1,5,34,8,41,3,7
30UVV4,21,86,18,92,-3,6,3,18,4,23,1,5
30UWA1,NA,NA,NA,NA,NA,NA,1,10,NA,6,NA,-4
30UWB1,NA,NA,NA,NA,NA,NA,5,36,6,36,1,0
30UWB2,23,116,16,110,-7,-6,5,33,5,36,0,3
30UWB3,13,105,11,111,-2,6,5,35,6,37,1,2
30UWB4,19,119,29,117,10,-2,5,36,5,39,0,3
30UWC1,10,102,13,104,3,2,6,34,6,34,0,0
30UWC2,13,111,22,119,9,8,5,35,6,37,1,2
30UWC3,10,100,12,105,2,5,6,33,5,35,-1,2
30UWC4,11,102,17,115,6,13,6,34,5,35,-1,1
30UWD1,12,104,10,107,-2,3,4,32,4,34,0,2
30UWD2,11,110,15,109,4,-1,5,35,6,34,1,-1
30UWD3,14,117,19,118,5,1,5,34,6,35,1,1
30UWD4,11,109,18,117,7,8,4,33,4,35,0,2
30UWE1,14,116,22,126,8,10,3,30,3,32,0,2
30UWE2,NA,NA,NA,NA,NA,NA,5,35,4,33,-1,-2
30UWE3,11,108,17,116,6,8,5,32,2,32,-3,0
30UWE4,14,108,18,115,4,7,6,32,4,33,-2,1
30UWF1,10,111,13,108,3,-3,4,30,4,28,0,-2
30UWF2,13,110,21,120,8,10,4,29,4,30,0,1
30UWF3,19,111,24,126,5,15,4,30,5,35,1,5
30UWF4,NA,NA,NA,NA,NA,NA,4,28,5,26,1,-2
30UWG1,21,107,28,115,7,8,4,25,4,27,0,2
30UWG2,12,109,10,99,-2,-10,4,22,3,27,-1,5
30UWG4,24,110,30,118,6,8,3,27,3,26,0,-1
30UWU1,18,111,17,106,-1,-5,4,34,9,38,5,4
30UWU2,8,98,7,97,-1,-1,3,24,8,40,5,16
30UWU3,18,117,16,120,-2,3,3,31,7,38,4,7
30UWU4,9,103,11,116,2,13,4,36,8,41,4,5
30UWV2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
30UWV3,23,119,17,105,-6,-14,6,38,7,38,1,0
30UXB1,NA,NA,NA,NA,NA,NA,5,30,6,33,1,3
30UXB2,17,121,20,118,3,-3,5,34,6,34,1,0
30UXB3,14,99,15,113,1,14,6,34,8,38,2,4
30UXB4,13,102,21,114,8,12,5,35,7,37,2,2
30UXC1,11,99,12,101,1,2,4,30,4,34,0,4
30UXC2,10,98,17,109,7,11,6,33,7,37,1,4
30UXC3,NA,NA,NA,NA,NA,NA,5,33,4,33,-1,0
30UXC4,13,109,16,114,3,5,5,37,6,34,1,-3
30UXD1,11,112,17,115,6,3,2,32,6,34,4,2
30UXD2,13,99,14,105,1,6,5,33,5,34,0,1
30UXD3,7,98,14,104,7,6,2,27,3,27,1,0
30UXD4,13,105,16,110,3,5,5,34,4,32,-1,-2
30UXE1,12,104,16,119,4,15,4,30,3,30,-1,0
30UXE2,16,116,16,122,0,6,6,31,4,32,-2,1
30UXE3,28,121,19,112,-9,-9,3,28,2,23,-1,-5
30UXE4,8,89,10,106,2,17,3,28,4,27,1,-1
30UXF2,16,113,24,114,8,1,5,31,2,31,-3,0
30UXU1,17,134,13,121,-4,-13,4,32,8,35,4,3
30UXU2,11,118,9,110,-2,-8,5,30,10,38,5,8
30UXU3,11,117,14,116,3,-1,5,34,8,40,3,6
30UXU4,11,121,13,116,2,-5,8,40,9,45,1,5
30UXV1,16,128,20,127,4,-1,5,32,7,37,2,5
30UXV2,12,123,13,115,1,-8,5,39,7,38,2,-1
30UXV3,18,127,14,127,-4,0,3,29,6,34,3,5
30UXV4,9,119,8,108,-1,-11,6,39,8,39,2,0
30UYU1,10,122,9,113,-1,-9,6,41,8,42,2,1
30UYU2,8,117,11,117,3,0,6,39,8,40,2,1
30VUH1,25,92,19,89,-6,-3,4,25,4,30,0,5
30VUH2,27,99,17,81,-10,-18,4,24,3,26,-1,2
30VUH3,22,97,21,89,-1,-8,4,25,4,25,0,0
30VUH4,NA,NA,NA,NA,NA,NA,4,26,4,25,0,-1
30VUJ1,26,70,27,85,1,15,4,23,4,18,0,-5
30VUJ2,NA,NA,NA,NA,NA,NA,3,21,2,19,-1,-2
30VUJ3,19,94,18,93,-1,-1,4,23,4,22,0,-1
30VUJ4,19,100,19,87,0,-13,4,22,4,22,0,0
30VUK3,28,73,33,85,5,12,4,22,3,17,-1,-5
30VUK4,27,75,27,90,0,15,4,22,4,18,0,-4
30VUL4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
30VVH1,19,107,16,106,-3,-1,4,26,4,23,0,-3
30VVH2,18,107,22,111,4,4,4,27,4,28,0,1
30VVH3,19,104,21,116,2,12,4,28,4,29,0,1
30VVH4,NA,NA,NA,NA,NA,NA,4,30,4,31,0,1
30VVJ1,27,114,30,110,3,-4,4,26,4,27,0,1
30VVJ2,21,111,19,109,-2,-2,5,23,5,27,0,4
30VVJ3,22,104,23,114,1,10,4,25,4,26,0,1
30VVJ4,15,99,21,114,6,15,5,27,5,26,0,-1
30VVK1,35,88,27,87,-8,-1,4,19,4,16,0,-3
30VVK2,24,89,24,106,0,17,4,26,4,25,0,-1
30VVK3,27,87,33,96,6,9,4,24,2,18,-2,-6
30VVK4,27,82,20,68,-7,-14,2,20,2,13,0,-7
30VVL4,29,77,25,70,-4,-7,2,15,2,13,0,-2
30VWH1,NA,NA,NA,NA,NA,NA,4,27,4,29,0,2
30VWH2,NA,NA,NA,NA,NA,NA,4,26,4,29,0,3
30VWJ1,NA,NA,NA,NA,NA,NA,4,25,7,33,3,8
30VWJ2,NA,NA,NA,NA,NA,NA,4,30,4,29,0,-1
30VWJ3,NA,NA,NA,NA,NA,NA,3,22,4,21,1,-1
31SBC3,NA,NA,NA,NA,NA,NA,NA,5,1,17,NA,12
31SBD4,NA,NA,NA,NA,NA,NA,2,7,2,18,0,11
31SBE4,NA,NA,NA,NA,NA,NA,4,10,6,17,2,7
31TBE3,21,120,22,126,1,6,3,21,4,31,1,10
31TBF3,19,123,21,128,2,5,1,1,4,24,3,23
31TBF4,19,118,19,125,0,7,2,15,6,34,4,19
31TBG3,23,124,17,129,-6,5,5,13,4,19,-1,6
31TBG4,21,131,25,136,4,5,NA,7,3,19,NA,12
31TBH3,21,111,23,123,2,12,9,37,13,55,4,18
31TBH4,22,119,20,113,-2,-6,7,35,12,45,5,10
31TBJ3,7,97,8,104,1,7,6,36,8,46,2,10
31TBJ4,6,88,7,103,1,15,5,34,8,40,3,6
31TBK3,9,104,10,105,1,1,9,42,9,40,0,-2
31TBK4,8,92,9,107,1,15,5,44,7,47,2,3
31TBL3,14,126,13,124,-1,-2,5,39,10,49,5,10
31TBL4,7,107,11,110,4,3,6,32,10,44,4,12
31TCF1,18,119,16,122,-2,3,NA,8,4,28,NA,20
31TCF2,26,130,24,130,-2,0,1,9,4,19,3,10
31TCF3,16,107,13,115,-3,8,3,22,4,30,1,8
31TCG1,24,128,22,124,-2,-4,2,9,8,33,6,24
31TCG2,19,124,19,138,0,14,4,15,4,28,0,13
31TCG3,23,118,21,123,-2,5,4,18,9,43,5,25
31TCG4,15,117,12,118,-3,1,3,23,4,34,1,11
31TCH1,22,118,19,124,-3,6,9,45,11,53,2,8
31TCH2,20,121,19,109,-1,-12,8,28,12,47,4,19
31TCH3,20,120,16,129,-4,9,7,46,12,58,5,12
31TCH4,21,114,20,113,-1,-1,8,48,11,51,3,3
31TCJ1,9,110,13,108,4,-2,7,42,8,43,1,1
31TCJ2,8,97,9,108,1,11,3,30,7,46,4,16
31TCJ3,13,119,17,116,4,-3,7,50,8,55,1,5
31TCJ4,9,107,18,119,9,12,7,44,11,59,4,15
31TCK1,11,108,13,115,2,7,7,45,8,51,1,6
31TCK2,9,95,11,108,2,13,4,35,9,48,5,13
31TCK3,13,120,13,111,0,-9,8,51,10,53,2,2
31TCK4,12,107,9,107,-3,0,6,41,9,52,3,11
31TCL1,12,124,12,115,0,-9,5,37,10,51,5,14
31TCL2,9,104,9,106,0,2,8,48,9,45,1,-3
31TCL3,12,117,12,117,0,0,7,41,10,55,3,14
31TCL4,15,110,14,115,-1,5,8,42,9,51,1,9
31TCM1,12,126,15,131,3,5,8,48,10,51,2,3
31TCM2,10,118,19,133,9,15,2,38,10,51,8,13
31TCM3,18,141,19,137,1,-4,7,51,9,51,2,0
31TCM4,16,118,13,116,-3,-2,6,42,10,55,4,13
31TCN1,13,129,12,125,-1,-4,6,43,9,49,3,6
31TCN2,12,121,13,128,1,7,5,41,10,50,5,9
31TCN3,15,130,16,134,1,4,6,46,9,48,3,2
31TCN4,13,130,17,130,4,0,6,41,10,46,4,5
31TDF1,17,124,16,122,-1,-2,2,25,2,31,0,6
31TDF3,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6
31TDG1,23,129,22,130,-1,1,8,42,10,48,2,6
31TDG2,12,121,13,120,1,-1,4,24,8,37,4,13
31TDG3,23,134,16,132,-7,-2,8,27,9,47,1,20
31TDG4,17,123,16,118,-1,-5,2,19,4,37,2,18
31TDH1,18,117,15,125,-3,8,7,48,12,52,5,4
31TDH2,18,123,20,125,2,2,13,58,13,57,0,-1
31TDH3,20,131,21,145,1,14,11,48,13,52,2,4
31TDH4,28,149,26,152,-2,3,12,46,10,54,-2,8
31TDJ1,15,114,13,117,-2,3,8,47,9,50,1,3
31TDJ2,17,113,17,121,0,8,7,48,9,51,2,3
31TDJ3,13,117,13,121,0,4,6,34,8,49,2,15
31TDJ4,14,120,11,117,-3,-3,10,55,11,53,1,-2
31TDK1,11,105,13,108,2,3,8,45,9,53,1,8
31TDK2,12,112,12,119,0,7,7,43,9,48,2,5
31TDK3,14,114,16,121,2,7,7,45,11,54,4,9
31TDK4,9,116,14,116,5,0,5,39,10,53,5,14
31TDL1,14,120,13,112,-1,-8,7,37,10,50,3,13
31TDL2,15,111,14,113,-1,2,8,43,11,55,3,12
31TDL3,14,114,16,120,2,6,7,42,10,53,3,11
31TDL4,16,108,16,124,0,16,8,45,10,53,2,8
31TDM1,14,125,16,126,2,1,6,48,9,44,3,-4
31TDM2,17,130,17,128,0,-2,8,35,10,51,2,16
31TDM3,14,126,17,126,3,0,8,46,9,45,1,-1
31TDM4,16,131,15,118,-1,-13,7,42,7,48,0,6
31TDN1,16,137,15,132,-1,-5,5,47,7,47,2,0
31TDN2,11,123,14,129,3,6,8,45,10,53,2,8
31TDN3,14,136,15,132,1,-4,5,45,7,43,2,-2
31TDN4,11,119,18,130,7,11,8,45,7,48,-1,3
31TEG1,20,136,19,128,-1,-8,2,31,4,40,2,9
31TEG2,NA,NA,NA,NA,NA,NA,1,1,2,17,1,16
31TEH1,24,122,19,137,-5,15,4,36,9,44,5,8
31TEH2,NA,NA,NA,NA,NA,NA,6,42,5,40,-1,-2
31TEJ1,22,135,18,123,-4,-12,12,49,11,57,-1,8
31TEJ2,19,141,23,135,4,-6,9,45,8,51,-1,6
31TEJ3,17,134,15,121,-2,-13,9,45,10,50,1,5
31TEJ4,24,138,22,140,-2,2,6,42,10,52,4,10
31TEK1,18,121,13,126,-5,5,6,42,8,51,2,9
31TEK2,17,132,23,132,6,0,9,50,8,56,-1,6
31TEK3,17,125,19,131,2,6,6,43,9,56,3,13
31TEK4,18,126,17,122,-1,-4,10,55,11,57,1,2
31TEL1,18,129,16,131,-2,2,7,45,11,52,4,7
31TEL2,15,129,18,126,3,-3,7,48,10,54,3,6
31TEL3,21,135,28,144,7,9,7,43,10,54,3,11
31TEL4,16,123,22,136,6,13,6,35,8,45,2,10
31TEM1,15,130,15,128,0,-2,9,52,9,48,0,-4
31TEM2,15,130,14,123,-1,-7,8,50,9,44,1,-6
31TEM3,17,127,13,123,-4,-4,8,48,8,42,0,-6
31TEM4,11,115,19,131,8,16,6,44,7,45,1,1
31TEN1,14,132,13,120,-1,-12,9,48,8,47,-1,-1
31TEN2,15,125,15,130,0,5,8,48,9,46,1,-2
31TEN3,11,118,14,121,3,3,9,48,7,43,-2,-5
31TEN4,13,120,10,117,-3,-3,9,52,9,48,0,-4
31TFH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
31TFJ1,19,125,15,119,-4,-6,7,50,9,49,2,-1
31TFJ2,24,141,21,143,-3,2,8,46,5,48,-3,2
31TFJ3,26,138,18,131,-8,-7,8,52,6,49,-2,-3
31TFJ4,23,125,25,141,2,16,8,47,9,52,1,5
31TFK1,20,128,21,127,1,-1,10,46,11,56,1,10
31TFK2,19,130,18,126,-1,-4,8,50,12,53,4,3
31TFK3,24,136,26,141,2,5,9,55,13,61,4,6
31TFK4,20,127,20,127,0,0,8,48,9,53,1,5
31TFL1,15,135,24,137,9,2,7,50,11,55,4,5
31TFL2,17,118,17,130,0,12,6,49,9,55,3,6
31TFL3,21,150,28,152,7,2,9,56,11,59,2,3
31TFL4,18,127,19,135,1,8,4,47,8,58,4,11
31TFM1,14,135,21,136,7,1,9,51,8,49,-1,-2
31TFM2,17,119,19,139,2,20,9,52,9,47,0,-5
31TFM3,20,134,21,133,1,-1,9,51,9,57,0,6
31TFM4,22,135,27,148,5,13,6,53,9,54,3,1
31TFN1,14,118,11,111,-3,-7,9,49,10,54,1,5
31TFN2,13,123,15,124,2,1,10,51,10,51,0,0
31TFN3,13,120,18,120,5,0,9,47,6,55,-3,8
31TFN4,13,125,22,136,9,11,9,49,6,52,-3,3
31TGH1,18,106,13,107,-5,1,7,39,7,40,0,1
31TGJ1,23,142,22,129,-1,-13,7,49,9,48,2,-1
31TGJ2,21,133,19,127,-2,-6,9,43,9,54,0,11
31TGK1,23,129,24,128,1,-1,11,55,10,60,-1,5
31TGK2,20,132,22,132,2,0,9,50,10,55,1,5
31TGL1,23,137,26,135,3,-2,8,45,14,60,6,15
31TGL2,22,134,26,127,4,-7,5,45,14,56,9,11
31TGM1,22,132,25,136,3,4,9,61,11,62,2,1
31TGM2,25,125,30,135,5,10,11,62,12,65,1,3
31TGN1,12,127,18,128,6,1,7,47,8,55,1,8
31TGN2,17,123,23,134,6,11,9,57,9,55,0,-2
31UCP1,11,121,11,109,0,-12,7,38,8,43,1,5
31UCP2,10,121,10,122,0,1,8,41,8,40,0,-1
31UCP3,14,116,12,111,-2,-5,1,30,6,43,5,13
31UCP4,11,114,11,116,0,2,6,40,5,47,-1,7
31UCQ1,23,136,15,134,-8,-2,7,44,7,40,0,-4
31UCQ2,10,114,7,111,-3,-3,6,40,6,34,0,-6
31UCQ3,15,122,15,128,0,6,7,40,5,35,-2,-5
31UCQ4,10,112,11,111,1,-1,4,40,5,42,1,2
31UCR2,11,97,11,100,0,3,3,33,2,32,-1,-1
31UCR4,15,124,13,114,-2,-10,6,41,8,52,2,11
31UCS1,18,122,18,117,0,-5,5,38,5,36,0,-2
31UCS2,20,123,17,112,-3,-11,5,29,4,34,-1,5
31UCS3,23,119,17,116,-6,-3,4,31,3,33,-1,2
31UCS4,NA,NA,NA,NA,NA,NA,2,22,1,28,-1,6
31UCT1,20,117,17,117,-3,0,4,35,5,31,1,-4
31UCT2,18,114,21,113,3,-1,5,33,4,34,-1,1
31UCT3,23,130,19,124,-4,-6,5,34,4,32,-1,-2
31UCT4,7,97,13,100,6,3,4,24,4,31,0,7
31UCU1,NA,NA,NA,NA,NA,NA,3,29,3,27,0,-2
31UCU2,24,128,23,130,-1,2,3,33,3,32,0,-1
31UCU3,21,121,19,120,-2,-1,4,32,3,27,-1,-5
31UCU4,24,131,16,116,-8,-15,5,33,3,31,-2,-2
31UCV2,NA,NA,NA,NA,NA,NA,2,22,2,19,0,-3
31UDP1,9,118,16,128,7,10,4,43,7,48,3,5
31UDP2,11,124,12,129,1,5,2,27,7,43,5,16
31UDP3,14,126,18,133,4,7,6,45,8,52,2,7
31UDP4,12,126,16,123,4,-3,5,30,7,46,2,16
31UDQ1,9,113,10,111,1,-2,5,40,7,48,2,8
31UDQ2,NA,NA,NA,NA,NA,NA,8,47,8,51,0,4
31UDQ3,12,130,18,127,6,-3,5,39,9,53,4,14
31UDQ4,NA,NA,NA,NA,NA,NA,6,45,9,55,3,10
31UDR1,20,149,22,141,2,-8,5,45,7,46,2,1
31UDR2,13,126,10,117,-3,-9,6,44,7,48,1,4
31UDR3,12,114,12,114,0,0,2,43,4,45,2,2
31UDR4,12,120,12,127,0,7,4,40,7,49,3,9
31UDS2,18,135,19,134,1,-1,4,44,6,50,2,6
31UDS3,NA,NA,NA,NA,NA,NA,3,27,3,25,0,-2
31UDS4,12,126,17,136,5,10,3,43,2,43,-1,0
31UDU1,NA,NA,NA,NA,NA,NA,NA,3,1,5,NA,2
31UDU2,17,106,15,108,-2,2,4,32,3,29,-1,-3
31UEP1,11,121,17,131,6,10,8,43,7,44,-1,1
31UEP2,15,136,18,124,3,-12,7,40,8,43,1,3
31UEP3,11,124,15,125,4,1,4,36,7,45,3,9
31UEP4,13,122,17,128,4,6,7,45,7,49,0,4
31UEQ1,15,135,16,133,1,-2,4,46,8,50,4,4
31UEQ2,9,106,12,119,3,13,6,38,7,50,1,12
31UEQ3,13,136,17,125,4,-11,7,47,8,47,1,0
31UEQ4,11,131,16,122,5,-9,8,45,8,47,0,2
31UER1,14,128,16,132,2,4,5,40,5,45,0,5
31UER2,12,118,14,123,2,5,6,31,5,49,-1,18
31UER3,13,117,18,126,5,9,4,44,5,39,1,-5
31UER4,14,123,18,130,4,7,4,43,7,52,3,9
31UES1,17,132,22,141,5,9,2,26,2,36,0,10
31UES2,10,114,16,125,6,11,2,33,3,30,1,-3
31UES3,19,134,27,144,8,10,3,39,5,42,2,3
31UES4,NA,NA,NA,NA,NA,NA,3,38,4,29,1,-9
31UET2,NA,NA,NA,NA,NA,NA,NA,15,1,33,NA,18
31UET3,18,127,17,130,-1,3,1,26,4,43,3,17
31UET4,20,134,28,142,8,8,1,23,4,39,3,16
31UFP1,17,132,19,139,2,7,8,46,6,46,-2,0
31UFP2,12,118,16,121,4,3,9,48,7,48,-2,0
31UFP3,14,123,15,118,1,-5,7,47,7,52,0,5
31UFP4,8,109,11,112,3,3,8,43,10,52,2,9
31UFQ1,18,136,22,132,4,-4,7,46,6,52,-1,6
31UFQ2,16,133,22,137,6,4,5,42,6,47,1,5
31UFQ3,15,134,19,133,4,-1,5,51,9,52,4,1
31UFQ4,16,131,19,135,3,4,5,48,7,50,2,2
31UFR1,11,107,16,118,5,11,5,47,4,29,-1,-18
31UFR2,16,130,18,125,2,-5,6,47,9,46,3,-1
31UFR3,12,111,14,112,2,1,6,49,4,36,-2,-13
31UFR4,13,119,17,119,4,0,6,51,8,47,2,-4
31UFS1,12,124,19,132,7,8,3,39,3,35,0,-4
31UFS2,NA,NA,NA,NA,NA,NA,5,44,4,27,-1,-17
31UFS3,16,137,22,145,6,8,2,41,5,47,3,6
31UFS4,14,132,22,139,8,7,5,46,6,50,1,4
31UFT1,19,135,24,142,5,7,3,37,4,42,1,5
31UFT2,21,141,25,146,4,5,4,28,5,43,1,15
31UFT3,19,140,25,150,6,10,3,34,3,46,0,12
31UFT4,16,139,22,146,6,7,2,27,5,44,3,17
31UFU1,19,124,19,129,0,5,2,9,3,36,1,27
31UFU2,18,136,21,137,3,1,2,16,4,40,2,24
31UFU3,20,128,22,139,2,11,2,15,3,37,1,22
31UFU4,25,150,27,151,2,1,3,27,3,38,0,11
31UFV4,18,121,22,135,4,14,2,9,3,31,1,22
31UGP1,16,126,15,124,-1,-2,6,48,5,42,-1,-6
31UGP2,11,119,17,119,6,0,6,41,6,47,0,6
31VFE3,34,123,20,111,-14,-12,4,12,5,23,1,11
31VFF1,34,122,26,108,-8,-14,3,10,5,19,2,9
31VFF2,23,76,18,81,-5,5,2,6,3,15,1,9
31VFF3,32,120,26,111,-6,-9,3,14,7,24,4,10
31VFF4,40,134,36,131,-4,-3,6,21,7,26,1,5
31VFG1,31,107,24,112,-7,5,7,19,7,23,0,4
31VFG2,30,117,27,110,-3,-7,4,14,7,20,3,6
31VFH1,30,105,28,101,-2,-4,4,10,7,13,3,3
31VFH2,30,104,26,113,-4,9,6,21,8,21,2,0
31VFJ1,41,115,24,95,-17,-20,5,17,6,17,1,0
31VFJ2,34,108,24,106,-10,-2,5,16,7,17,2,1
31VFK2,39,118,25,92,-14,-26,3,14,5,16,2,2
32TKN3,16,109,17,116,1,7,8,41,6,39,-2,-2
32TKP3,22,139,25,134,3,-5,8,53,13,52,5,-1
32TKP4,16,128,14,122,-2,-6,6,47,11,52,5,5
32TKQ3,19,118,18,111,-1,-7,11,58,13,57,2,-1
32TKQ4,21,123,22,130,1,7,13,56,12,60,-1,4
32TKR3,22,124,26,123,4,-1,9,44,10,53,1,9
32TKR4,20,106,23,127,3,21,7,35,11,51,4,16
32TLN1,NA,NA,NA,NA,NA,NA,1,7,NA,25,NA,18
32TLP1,23,118,19,118,-4,0,11,54,14,52,3,-2
32TLP2,19,126,17,126,-2,0,7,49,11,47,4,-2
32TLP3,22,118,21,113,-1,-5,10,52,14,53,4,1
32TLP4,14,90,13,106,-1,16,3,27,4,36,1,9
32TLQ1,20,118,20,110,0,-8,8,51,9,50,1,-1
32TLQ2,19,115,18,107,-1,-8,8,51,11,43,3,-8
32TLQ3,24,133,27,125,3,-8,1,3,7,38,6,35
32TLQ4,20,114,23,122,3,8,1,NA,7,28,6,NA
32TLR1,23,117,24,117,1,0,10,49,11,51,1,2
32TLR2,20,106,21,109,1,3,9,50,12,53,3,3
32TLR3,23,110,23,108,0,-2,9,35,7,30,-2,-5
32TLR4,22,129,21,110,-1,-19,2,10,8,29,6,19
32TLS1,32,142,32,140,0,-2,10,56,9,59,-1,3
32TLS2,31,136,31,135,0,-1,12,65,11,64,-1,-1
32TLS3,25,129,28,127,3,-2,12,52,11,52,-1,0
32TLS4,26,131,23,127,-3,-4,12,59,12,55,0,-4
32TLT1,23,131,21,125,-2,-6,8,53,8,54,0,1
32TLT2,25,131,24,118,-1,-13,8,59,9,58,1,-1
32TLT3,25,132,24,139,-1,7,7,55,6,52,-1,-3
32TLT4,26,132,31,133,5,1,7,57,8,52,1,-5
32TMP1,17,116,14,114,-3,-2,1,3,3,29,2,26
32TMP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
32TMQ1,11,109,11,105,0,-4,1,4,1,28,0,24
32TMQ2,16,111,9,101,-7,-10,NA,1,4,33,NA,32
32TMQ3,14,122,12,117,-2,-5,NA,1,2,27,NA,26
32TMQ4,10,108,10,102,0,-6,1,7,1,34,0,27
32TMR1,19,117,22,100,3,-17,7,17,8,28,1,11
32TMR2,21,137,21,132,0,-5,1,2,2,27,1,25
32TMR3,18,129,22,131,4,2,7,46,8,43,1,-3
32TMR4,11,116,15,115,4,-1,NA,NA,1,20,NA,NA
32TMS1,24,109,26,119,2,10,11,50,11,50,0,0
32TMS2,21,119,23,113,2,-6,10,52,11,49,1,-3
32TMS3,22,104,23,112,1,8,10,52,11,48,1,-4
32TMS4,22,119,26,127,4,8,11,56,10,50,-1,-6
32TMT1,23,124,26,123,3,-1,7,47,5,49,-2,2
32TMT2,27,123,28,127,1,4,8,52,9,49,1,-3
32TMT3,19,123,23,128,4,5,7,49,7,49,0,0
32TMT4,31,135,33,134,2,-1,9,54,8,50,-1,-4
32TNP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
32TNP3,11,100,18,113,7,13,NA,2,NA,25,NA,23
32TNQ1,14,133,20,134,6,1,NA,1,2,24,NA,23
32TNQ2,13,113,10,105,-3,-8,NA,4,3,27,NA,23
32TNQ3,11,107,15,125,4,18,NA,NA,2,20,NA,NA
32TNQ4,9,108,10,104,1,-4,NA,2,2,16,NA,14
32TNR1,26,135,26,130,0,-5,6,43,5,32,-1,-11
32TNR2,11,113,13,110,2,-3,NA,NA,NA,21,NA,NA
32TNR3,24,127,28,127,4,0,NA,1,4,25,NA,24
