"polygon_id","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","delta_forest_sp","delta_agriculture_sp","delta_generalist_sp"
"1_760",696440000,1340210000,218520000,217570000,27260000,2.5e+09,36,23,73,132,752940000,1057330000,260910000,421650000,7170000,2.5e+09,17,22,59,98,-19,-1,-14
"1_761",708500000,1321960000,94620000,327100000,47820000,2.5e+09,40,30,79,149,747380000,1133410000,121080000,451250000,46880000,2.5e+09,18,26,73,117,-22,-4,-6
"1_762",1076330000,1006730000,129630000,270680000,16630000,2.5e+09,38,26,73,137,1098130000,715280000,153030000,519700000,13860000,2.5e+09,15,24,68,107,-23,-2,-5
"1_763",860230000,1379490000,128600000,109150000,22530000,2.5e+09,42,31,80,153,907070000,1189870000,161340000,211980000,29740000,2.5e+09,17,28,71,116,-25,-3,-9
"1_764",413070000,1822890000,141130000,112730000,10180000,2.5e+09,40,23,74,137,416480000,1641940000,175160000,243050000,23370000,2.5e+09,19,24,67,110,-21,1,-7
"1_765",722130000,831580000,147670000,697450000,101170000,2.5e+09,39,24,75,138,762960000,633690000,189110000,864560000,49680000,2.5e+09,18,22,73,113,-21,-2,-2
"1_766",1268330000,118920000,9750000,210000,1102790000,2.5e+09,36,32,76,144,1262090000,118760000,10770000,210000,1108170000,2.5e+09,18,23,57,98,-18,-9,-19
"1_767",313450000,63830000,13440000,0,1723880000,2114600000,39,35,82,156,308070000,63710000,15930000,0,1726890000,2114600000,16,24,68,108,-23,-11,-14
"1_768",211710000,25770000,5800000,590000,2256130000,2.5e+09,30,25,61,116,210500000,26710000,7900000,590000,2254300000,2.5e+09,12,20,47,79,-18,-5,-14
"1_769",265740000,30500000,4160000,3e+05,2199300000,2.5e+09,31,23,61,115,265160000,30460000,4220000,3e+05,2199860000,2.5e+09,10,14,42,66,-21,-9,-19
"1_770",385040000,1.9e+07,4910000,0,2091050000,2.5e+09,30,26,58,114,383690000,1.9e+07,5950000,0,2091360000,2.5e+09,8,15,44,67,-22,-11,-14
"1_771",607490000,70410000,6e+06,0,1816100000,2.5e+09,33,22,63,118,606570000,70190000,6670000,0,1816570000,2.5e+09,16,22,51,89,-17,0,-12
"1_772",672600000,110440000,11810000,970000,1704180000,2.5e+09,32,25,65,122,670290000,110220000,13100000,970000,1705420000,2.5e+09,8,18,45,71,-24,-7,-20
"1_773",720630000,129260000,7550000,0,1642560000,2.5e+09,35,21,63,119,718380000,129570000,8820000,0,1643230000,2.5e+09,9,20,41,70,-26,-1,-22
"1_774",43040000,85050000,2410000,0,2175410000,2305910000,33,25,63,121,43040000,83950000,4180000,0,2174740000,2305910000,11,17,38,66,-22,-8,-25
"1_775",655260000,146810000,46560000,1530000,1649840000,2.5e+09,35,29,78,142,652630000,147160000,48140000,1530000,1650540000,2.5e+09,13,20,48,81,-22,-9,-30
"1_776",9210000,68240000,22080000,18980000,1394190000,1512700000,28,23,51,102,8020000,68250000,24080000,15620000,1396730000,1512700000,13,24,57,94,-15,1,6
"1_777",111180000,1462330000,76420000,22190000,827880000,2.5e+09,40,26,72,138,105770000,1436530000,84230000,25020000,848450000,2.5e+09,18,30,68,116,-22,4,-4
"1_778",241270000,1854450000,89760000,2660000,311860000,2.5e+09,39,24,69,132,222050000,1818210000,110470000,10710000,338560000,2.5e+09,14,28,63,105,-25,4,-6
"1_779",2011630000,135500000,19430000,0,333440000,2.5e+09,36,30,71,137,1968860000,135570000,23380000,0,372190000,2.5e+09,15,25,59,99,-21,-5,-12
"1_780",575250000,52410000,54360000,0,1582760000,2264780000,41,31,74,146,566180000,51510000,61260000,0,1585830000,2264780000,14,23,65,102,-27,-8,-9
"1_781",1438550000,116900000,50070000,0,894480000,2.5e+09,40,30,74,144,1381980000,114950000,56420000,0,946650000,2.5e+09,19,29,65,113,-21,-1,-9
"1_782",38960000,5160000,840000,0,1053990000,1098950000,28,19,49,96,38630000,5380000,880000,0,1054060000,1098950000,8,14,37,59,-20,-5,-12
"1_783",1149330000,35780000,3400000,0,1311490000,2.5e+09,34,26,71,131,1128660000,35670000,7160000,0,1328510000,2.5e+09,13,15,41,69,-21,-11,-30
"1_784",1088300000,23810000,3500000,0,1384390000,2.5e+09,33,26,66,125,1078440000,23910000,5880000,0,1391770000,2.5e+09,10,13,42,65,-23,-13,-24
"1_785",1731270000,57200000,3050000,0,708480000,2.5e+09,32,26,64,122,1724200000,57340000,7140000,0,711320000,2.5e+09,13,20,53,86,-19,-6,-11
"1_786",2032020000,28910000,3470000,0,435600000,2.5e+09,34,25,63,122,1982860000,30920000,9490000,0,476730000,2.5e+09,14,16,51,81,-20,-9,-12
"1_787",572300000,21830000,8830000,0,1897040000,2.5e+09,34,27,67,128,567120000,22190000,13320000,0,1897370000,2.5e+09,12,21,39,72,-22,-6,-28
"1_788",1169340000,51710000,12210000,0,1266740000,2.5e+09,33,30,70,133,1146720000,51540000,20790000,0,1280950000,2.5e+09,16,21,50,87,-17,-9,-20
"1_789",585020000,46890000,6020000,270000,1861800000,2.5e+09,28,23,58,109,583630000,46890000,6620000,270000,1862590000,2.5e+09,9,19,44,72,-19,-4,-14
"1_790",412060000,82080000,12420000,0,1993440000,2.5e+09,32,28,76,136,400680000,82100000,15480000,0,2001740000,2.5e+09,11,20,42,73,-21,-8,-34
"1_791",1110360000,127600000,28770000,3900000,1229370000,2.5e+09,33,29,74,136,1077190000,127230000,33570000,3900000,1258110000,2.5e+09,15,22,54,91,-18,-7,-20
"1_792",433660000,98060000,2370000,1810000,1964100000,2.5e+09,40,27,74,141,429670000,98220000,2750000,1810000,1967550000,2.5e+09,9,21,44,74,-31,-6,-30
"1_793",690410000,271270000,26320000,0,1.512e+09,2.5e+09,40,30,76,146,688480000,271630000,28330000,0,1511560000,2.5e+09,12,28,57,97,-28,-2,-19
"1_794",619180000,99070000,7800000,450000,1773500000,2.5e+09,35,28,66,129,617480000,99070000,8050000,450000,1774950000,2.5e+09,15,20,51,86,-20,-8,-15
"1_795",810170000,146080000,5240000,3e+05,1538210000,2.5e+09,40,27,76,143,826390000,146600000,5240000,3e+05,1521470000,2.5e+09,14,31,57,102,-26,4,-19
"1_796",273170000,50900000,6070000,0,2169860000,2.5e+09,35,26,69,130,272410000,50790000,7450000,0,2169350000,2.5e+09,11,14,40,65,-24,-12,-29
"1_797",549150000,95740000,1130000,0,1853980000,2.5e+09,35,26,74,135,551760000,95740000,1220000,0,1851280000,2.5e+09,16,28,56,100,-19,2,-18
"1_798",159940000,1805690000,94460000,125260000,314650000,2.5e+09,34,25,65,124,152900000,1703390000,1.11e+08,115890000,416820000,2.5e+09,16,28,68,112,-18,3,3
"1_799",449800000,1680670000,113390000,19710000,236430000,2.5e+09,36,25,61,122,4.34e+08,1621480000,139720000,26720000,278080000,2.5e+09,13,28,66,107,-23,3,5
"1_800",218090000,1363860000,92120000,21600000,804330000,2.5e+09,37,25,66,128,200640000,1324940000,107960000,23150000,843310000,2.5e+09,15,27,69,111,-22,2,3
"1_801",184510000,1380580000,196490000,27300000,711120000,2.5e+09,38,26,69,133,192750000,1326190000,227250000,30820000,722990000,2.5e+09,16,28,66,110,-22,2,-3
"1_802",110990000,1194890000,69360000,53160000,1071600000,2.5e+09,40,27,73,140,100920000,1144010000,79320000,62250000,1113500000,2.5e+09,21,30,70,121,-19,3,-3
"1_803",102910000,1316530000,139140000,31920000,909500000,2.5e+09,38,25,67,130,109420000,1193370000,152640000,64070000,980500000,2.5e+09,19,28,69,116,-19,3,2
"1_804",24990000,910000,220000,0,1034170000,1060290000,18,11,31,60,24420000,910000,220000,0,1034740000,1060290000,9,8,27,44,-9,-3,-4
"1_805",1855630000,221910000,65200000,2170000,355090000,2.5e+09,42,33,79,154,1842920000,221370000,68390000,1060000,366260000,2.5e+09,17,27,63,107,-25,-6,-16
"1_806",1176130000,61870000,35920000,0,1213890000,2487810000,41,31,75,147,1145350000,61760000,38070000,0,1242630000,2487810000,18,30,65,113,-23,-1,-10
"1_807",785700000,554830000,140310000,0,1019160000,2.5e+09,45,37,85,167,776810000,552920000,147630000,0,1022640000,2.5e+09,20,31,72,123,-25,-6,-13
"1_808",82740000,71320000,33180000,0,1674400000,1861640000,35,24,63,122,76930000,72320000,33750000,0,1678640000,1861640000,14,21,55,90,-21,-3,-8
"1_809",1706260000,95650000,12690000,440000,684960000,2.5e+09,37,26,68,131,1705560000,96110000,19090000,440000,678800000,2.5e+09,14,18,42,74,-23,-8,-26
"1_810",1877630000,176150000,36970000,0,409250000,2.5e+09,43,28,79,150,1823960000,176220000,42540000,0,457280000,2.5e+09,17,25,66,108,-26,-3,-13
"1_811",1578250000,329080000,35390000,0,557280000,2.5e+09,41,28,75,144,1576720000,328880000,40700000,0,553700000,2.5e+09,17,32,61,110,-24,4,-14
"1_812",1312090000,385010000,269280000,420000,533200000,2.5e+09,41,27,79,147,1293810000,383590000,277430000,420000,544750000,2.5e+09,18,32,64,114,-23,5,-15
"1_813",1053120000,138540000,15890000,0,1292450000,2.5e+09,37,25,75,137,985690000,138840000,19650000,0,1355820000,2.5e+09,14,19,50,83,-23,-6,-25
"1_814",1535340000,94140000,10520000,0,8.6e+08,2.5e+09,34,26,71,131,1466770000,93490000,16950000,0,922790000,2.5e+09,12,16,47,75,-22,-10,-24
"1_815",1293550000,361330000,4.9e+07,2870000,793250000,2.5e+09,37,29,83,149,1186140000,360780000,60470000,2820000,889790000,2.5e+09,19,28,69,116,-18,-1,-14
"1_816",1399750000,360550000,28650000,960000,710090000,2.5e+09,41,31,78,150,1270100000,361550000,30720000,1030000,836600000,2.5e+09,16,25,61,102,-25,-6,-17
"1_817",566170000,115730000,7470000,1e+06,1809630000,2.5e+09,39,30,76,145,562990000,116090000,7950000,1e+06,1811970000,2.5e+09,13,25,52,90,-26,-5,-24
"1_818",1141650000,137060000,10710000,1750000,1208830000,2.5e+09,36,31,85,152,1105580000,138590000,16210000,1750000,1237870000,2.5e+09,17,29,58,104,-19,-2,-27
"1_819",1085970000,116910000,17770000,870000,1278480000,2.5e+09,40,31,83,154,1054430000,116720000,24840000,870000,1303140000,2.5e+09,14,23,50,87,-26,-8,-33
"1_820",650890000,153010000,4490000,0,1691610000,2.5e+09,37,27,73,137,650470000,152580000,5290000,0,1691660000,2.5e+09,18,29,56,103,-19,2,-17
"1_821",372150000,86710000,6440000,610000,2034090000,2.5e+09,31,29,60,120,367460000,87210000,7660000,610000,2037060000,2.5e+09,17,26,54,97,-14,-3,-6
"1_822",755270000,150440000,3710000,0,1590580000,2.5e+09,27,26,63,116,769750000,151120000,3890000,0,1575240000,2.5e+09,18,26,55,99,-9,0,-8
"1_823",716500000,99690000,2980000,0,1680830000,2.5e+09,35,24,65,124,708870000,102100000,3420000,0,1685610000,2.5e+09,15,27,55,97,-20,3,-10
"1_824",168180000,182210000,8520000,0,2141090000,2.5e+09,29,24,60,113,169700000,181010000,10090000,0,2139200000,2.5e+09,14,27,59,100,-15,3,-1
"1_825",881070000,236120000,10590000,0,1372220000,2.5e+09,37,30,74,141,884890000,234800000,11720000,0,1368590000,2.5e+09,20,32,65,117,-17,2,-9
"1_826",784490000,196080000,3140000,0,1516290000,2.5e+09,40,22,67,129,803980000,194620000,3140000,0,1498260000,2.5e+09,16,25,56,97,-24,3,-11
"1_827",731730000,375600000,90160000,0,1302510000,2.5e+09,37,26,76,139,802550000,370130000,97770000,0,1229550000,2.5e+09,20,31,68,119,-17,5,-8
"1_828",47840000,221750000,17720000,5790000,1931130000,2224230000,32,24,60,116,47800000,212970000,20040000,3980000,1939440000,2224230000,12,20,52,84,-20,-4,-8
"1_829",55250000,212250000,26660000,6760000,2162790000,2463710000,35,27,65,127,56380000,196370000,29440000,6790000,2174730000,2463710000,13,26,58,97,-22,-1,-7
"1_830",1129600000,408510000,70330000,23050000,868510000,2.5e+09,44,35,83,162,1106740000,416820000,70640000,22740000,883060000,2.5e+09,22,33,75,130,-22,-2,-8
"1_831",496090000,269210000,92330000,42220000,1586980000,2486830000,41,34,81,156,497720000,269980000,102170000,36570000,1580390000,2486830000,21,33,71,125,-20,-1,-10
"1_832",1362860000,600150000,125060000,0,411930000,2.5e+09,39,34,90,163,1310580000,600840000,129060000,0,459520000,2.5e+09,20,32,71,123,-19,-2,-19
"1_833",911910000,197120000,21940000,13230000,1355800000,2.5e+09,37,29,75,141,892930000,204960000,26980000,12950000,1362180000,2.5e+09,18,31,67,116,-19,2,-8
"1_834",1881600000,148060000,8850000,2e+06,459490000,2.5e+09,37,23,68,128,1827770000,156840000,10080000,2e+06,503310000,2.5e+09,17,22,59,98,-20,-1,-9
"1_835",1774540000,329790000,18640000,3890000,373140000,2.5e+09,35,27,65,127,1792380000,3.44e+08,19090000,3910000,340620000,2.5e+09,15,26,60,101,-20,-1,-5
"1_836",1380440000,704200000,75060000,1020000,339280000,2.5e+09,42,25,72,139,1.282e+09,702750000,83350000,1020000,430880000,2.5e+09,15,26,64,105,-27,1,-8
"1_837",1553380000,572680000,57420000,0,316520000,2.5e+09,42,29,82,153,1485930000,572130000,62300000,0,379640000,2.5e+09,18,31,68,117,-24,2,-14
"1_838",1489450000,115140000,20680000,1350000,873380000,2.5e+09,33,32,77,142,1403140000,115130000,24880000,1350000,955500000,2.5e+09,18,27,60,105,-15,-5,-17
"1_839",1362850000,404240000,31260000,0,701650000,2.5e+09,44,32,78,154,1273730000,404060000,31780000,0,790430000,2.5e+09,15,32,70,117,-29,0,-8
"1_840",985140000,39260000,1030000,0,1474570000,2.5e+09,35,24,67,126,984550000,39410000,1030000,0,1475010000,2.5e+09,18,21,53,92,-17,-3,-14
"1_841",1493380000,29810000,7670000,0,969140000,2.5e+09,34,26,65,125,1484930000,29750000,10240000,0,975080000,2.5e+09,16,23,49,88,-18,-3,-16
"1_842",547770000,93740000,1070000,0,1857420000,2.5e+09,33,26,64,123,552550000,90260000,1820000,0,1855370000,2.5e+09,17,24,48,89,-16,-2,-16
"1_843",956190000,115510000,7310000,0,1420990000,2.5e+09,31,23,67,121,950920000,115990000,7810000,0,1425280000,2.5e+09,14,27,54,95,-17,4,-13
"1_844",579040000,488130000,19080000,0,1413750000,2.5e+09,42,29,78,149,629070000,489730000,19630000,0,1361570000,2.5e+09,22,31,66,119,-20,2,-12
"1_845",587990000,146840000,5650000,420000,1759100000,2.5e+09,36,25,68,129,624900000,147020000,6550000,420000,1721110000,2.5e+09,20,27,58,105,-16,2,-10
"1_846",53310000,14980000,0,0,2377420000,2445710000,21,12,39,72,53310000,14980000,0,0,2377420000,2445710000,10,15,35,60,-11,3,-4
"1_847",443900000,49290000,0,0,2006810000,2.5e+09,29,19,64,112,448360000,49270000,0,0,2002370000,2.5e+09,19,26,45,90,-10,7,-19
"1_848",722750000,184070000,10140000,0,1583040000,2.5e+09,38,25,68,131,734460000,173720000,11020000,0,1580800000,2.5e+09,11,23,47,81,-27,-2,-21
"1_849",1052420000,233750000,10680000,0,1203150000,2.5e+09,36,22,63,121,1089910000,229300000,10880000,0,1169910000,2.5e+09,15,27,55,97,-21,5,-8
"1_850",242230000,53230000,0,0,2204540000,2.5e+09,31,22,60,113,242530000,53230000,0,0,2204240000,2.5e+09,10,16,41,67,-21,-6,-19
"1_851",338740000,430840000,34990000,114850000,1579310000,2498730000,30,15,42,87,340980000,414640000,54310000,45180000,1643620000,2498730000,13,10,50,73,-17,-5,8
"1_852",558710000,338280000,25200000,53330000,1358280000,2333800000,24,13,36,73,541710000,336020000,29580000,22640000,1403850000,2333800000,12,8,38,58,-12,-5,2
"1_853",264100000,252860000,12800000,32800000,1673200000,2235760000,31,22,50,103,265500000,255450000,15930000,11450000,1687430000,2235760000,11,9,37,57,-20,-13,-13
"1_854",1064400000,429150000,26720000,2.25e+08,754730000,2.5e+09,31,22,48,101,1045640000,415830000,37670000,100630000,900230000,2.5e+09,14,10,49,73,-17,-12,1
"1_855",794990000,809590000,42540000,17510000,835370000,2.5e+09,31,12,47,90,784890000,791750000,51330000,20620000,851410000,2.5e+09,9,9,33,51,-22,-3,-14
"1_856",833900000,1211450000,55220000,50870000,348560000,2.5e+09,33,24,54,111,827240000,1193430000,71370000,19080000,388880000,2.5e+09,18,13,55,86,-15,-11,1
"1_857",1350550000,836960000,78890000,65400000,168200000,2.5e+09,32,23,56,111,1353660000,783320000,99070000,20700000,243250000,2.5e+09,16,11,48,75,-16,-12,-8
"1_858",191690000,1072380000,43070000,25520000,1167340000,2.5e+09,28,22,45,95,193080000,1060360000,52140000,14350000,1180070000,2.5e+09,16,9,50,75,-12,-13,5
"1_859",451330000,1775850000,99800000,33700000,139320000,2.5e+09,32,27,53,112,451610000,1765220000,111150000,1.8e+07,154020000,2.5e+09,21,15,50,86,-11,-12,-3
"1_860",68380000,733310000,371070000,9480000,1276850000,2459090000,34,24,49,107,69130000,700600000,393590000,12720000,1283050000,2459090000,22,16,49,87,-12,-8,0
"1_861",666930000,1424240000,115030000,15230000,278570000,2.5e+09,31,25,50,106,705190000,1410250000,129390000,9080000,246090000,2.5e+09,20,15,48,83,-11,-10,-2
"1_862",704870000,1613740000,49900000,20830000,110660000,2.5e+09,32,28,54,114,725910000,1592440000,58020000,17420000,106210000,2.5e+09,18,14,46,78,-14,-14,-8
"1_863",480060000,1582430000,111700000,35010000,290800000,2.5e+09,32,24,58,114,481230000,1564240000,129520000,35880000,289130000,2.5e+09,19,16,59,94,-13,-8,1
"1_864",1221240000,879470000,34400000,152900000,211990000,2.5e+09,31,25,50,106,1238460000,892460000,39070000,125720000,204290000,2.5e+09,17,11,45,73,-14,-14,-5
"1_865",18720000,346510000,20830000,0,1914720000,2300780000,34,25,61,120,18440000,345760000,21200000,320000,1915060000,2300780000,23,20,65,108,-11,-5,4
"1_866",36890000,1217400000,81260000,0,1164450000,2.5e+09,36,23,70,129,36860000,1199530000,94920000,0,1168690000,2.5e+09,25,21,64,110,-11,-2,-6
"1_867",344090000,1809060000,256460000,36310000,54080000,2.5e+09,36,40,79,155,348410000,1740180000,315900000,37500000,58010000,2.5e+09,22,19,56,97,-14,-21,-23
"1_868",6e+06,1147850000,222120000,1460000,1122570000,2.5e+09,32,20,52,104,8390000,1114030000,258070000,1880000,1117630000,2.5e+09,25,19,56,100,-7,-1,4
"1_869",73940000,767340000,74190000,1.5e+07,1484120000,2414590000,30,23,48,101,74290000,764520000,77670000,14070000,1484040000,2414590000,15,9,41,65,-15,-14,-7
"1_870",326580000,748190000,48010000,34060000,1343160000,2.5e+09,31,22,41,94,352620000,745790000,51070000,9750000,1340770000,2.5e+09,15,10,38,63,-16,-12,-3
"1_871",1122880000,994850000,54180000,104060000,224030000,2.5e+09,36,36,61,133,1163150000,997550000,58890000,48820000,231590000,2.5e+09,19,14,48,81,-17,-22,-13
"1_872",573730000,1505110000,183460000,60440000,177260000,2.5e+09,35,32,55,122,584210000,1469330000,210950000,17120000,218390000,2.5e+09,15,13,47,75,-20,-19,-8
"1_873",613740000,699040000,55610000,704440000,427170000,2.5e+09,31,32,57,120,616170000,694140000,70500000,633840000,485350000,2.5e+09,17,11,48,76,-14,-21,-9
"1_874",990120000,980020000,78320000,214130000,237410000,2.5e+09,33,34,66,133,1004160000,977020000,80360000,91600000,346860000,2.5e+09,17,11,47,75,-16,-23,-19
"1_875",899910000,1175470000,63950000,206890000,153780000,2.5e+09,32,32,48,112,907690000,1164570000,73230000,147880000,206630000,2.5e+09,18,14,51,83,-14,-18,3
"1_876",1185460000,792410000,51420000,264270000,206440000,2.5e+09,35,33,62,130,1231250000,798090000,55670000,159460000,255530000,2.5e+09,18,11,50,79,-17,-22,-12
"1_877",318660000,1831790000,75440000,99460000,174650000,2.5e+09,29,27,49,105,337490000,1799530000,96990000,85730000,180260000,2.5e+09,19,13,46,78,-10,-14,-3
"1_878",1126370000,693520000,35980000,366780000,277350000,2.5e+09,31,33,60,124,1137290000,689480000,43030000,297440000,332760000,2.5e+09,16,8,49,73,-15,-25,-11
"1_879",45470000,733090000,98310000,1970000,1402900000,2281740000,28,21,49,98,41310000,724320000,110560000,1530000,1404020000,2281740000,17,15,45,77,-11,-6,-4
"1_880",642320000,1508500000,62780000,90040000,196360000,2.5e+09,32,33,59,124,648860000,1510710000,75150000,69990000,195290000,2.5e+09,17,13,51,81,-15,-20,-8
"1_881",32410000,2080950000,226990000,9940000,149710000,2.5e+09,37,29,71,137,35690000,2026440000,276270000,7530000,154070000,2.5e+09,26,21,68,115,-11,-8,-3
"1_882",269080000,1.125e+09,177500000,10530000,917890000,2.5e+09,38,36,85,159,267740000,1101210000,200230000,9870000,920950000,2.5e+09,27,25,82,134,-11,-11,-3
"1_883",163320000,294860000,35750000,5160000,1665400000,2164490000,33,28,57,118,159640000,282030000,49660000,7450000,1665710000,2164490000,23,20,59,102,-10,-8,2
"1_884",1384340000,61130000,39740000,554310000,460480000,2.5e+09,25,27,57,109,1344560000,71200000,51680000,535560000,4.97e+08,2.5e+09,17,13,49,79,-8,-14,-8
"1_885",1326560000,528250000,71180000,171290000,402720000,2.5e+09,33,33,69,135,1329850000,515690000,79200000,112730000,462530000,2.5e+09,25,20,65,110,-8,-13,-4
"1_886",1556350000,133570000,64460000,464090000,281530000,2.5e+09,29,31,61,121,1524580000,183190000,88550000,406870000,296810000,2.5e+09,21,16,57,94,-8,-15,-4
"1_887",1320670000,561140000,111630000,116050000,390510000,2.5e+09,35,35,69,139,1332070000,547030000,121230000,98150000,401520000,2.5e+09,24,18,65,107,-11,-17,-4
"1_888",1435280000,27850000,93900000,589640000,353330000,2.5e+09,33,33,65,131,1447230000,15280000,135340000,598970000,303180000,2.5e+09,19,14,59,92,-14,-19,-6
"1_889",790910000,18640000,37520000,893980000,758950000,2.5e+09,32,29,59,120,720170000,10860000,61610000,946830000,760530000,2.5e+09,18,14,51,83,-14,-15,-8
"1_890",1440540000,15140000,97950000,460920000,485450000,2.5e+09,37,30,65,132,1413060000,16730000,141730000,465140000,463340000,2.5e+09,18,15,63,96,-19,-15,-2
"1_891",1029010000,7900000,59820000,765940000,637330000,2.5e+09,27,25,50,102,991320000,7930000,91670000,795100000,613980000,2.5e+09,15,12,51,78,-12,-13,1
"1_892",47090000,221370000,30710000,11240000,1863440000,2173850000,28,14,31,73,45920000,220230000,35270000,5250000,1867180000,2173850000,14,8,39,61,-14,-6,8
"1_893",742610000,1296450000,75640000,141040000,244260000,2.5e+09,33,28,59,120,750580000,1299360000,87460000,101500000,261100000,2.5e+09,21,15,53,89,-12,-13,-6
"1_894",782390000,1180500000,275950000,61430000,199730000,2.5e+09,31,23,52,106,762160000,1177710000,297320000,44430000,218380000,2.5e+09,15,10,47,72,-16,-13,-5
"1_895",475190000,1434510000,78970000,168860000,342470000,2.5e+09,34,36,70,140,473080000,1431420000,86440000,111540000,397520000,2.5e+09,19,11,53,83,-15,-25,-17
"1_896",1189600000,525870000,20720000,407400000,356410000,2.5e+09,36,36,70,142,1219970000,496620000,24570000,402750000,356090000,2.5e+09,15,10,48,73,-21,-26,-22
"1_897",52710000,720500000,36260000,9830000,1464020000,2283320000,30,19,43,92,52680000,710660000,44890000,9320000,1465770000,2283320000,16,12,44,72,-14,-7,1
"1_898",444480000,1770640000,24130000,56590000,204160000,2.5e+09,31,29,48,108,505630000,1741450000,34510000,56080000,162330000,2.5e+09,17,13,52,82,-14,-16,4
"1_899",11790000,182630000,23750000,0,1332290000,1550460000,23,14,31,68,13540000,180320000,25780000,0,1330820000,1550460000,11,11,34,56,-12,-3,3
"1_900",57420000,899590000,79170000,0,1271210000,2307390000,28,29,46,103,57550000,890800000,87610000,0,1271430000,2307390000,16,7,36,59,-12,-22,-10
"1_901",388400000,131720000,28800000,177790000,1773290000,2.5e+09,32,29,60,121,418830000,125340000,36500000,178100000,1741230000,2.5e+09,20,14,50,84,-12,-15,-10
"1_902",1580920000,483830000,75710000,171240000,188300000,2.5e+09,36,37,82,155,1532740000,485950000,89130000,162760000,229420000,2.5e+09,27,25,75,127,-9,-12,-7
"1_903",1369790000,540300000,41880000,162420000,385610000,2.5e+09,35,34,78,147,1369870000,543220000,57640000,146540000,382730000,2.5e+09,27,27,77,131,-8,-7,-1
"1_904",1647020000,496550000,61560000,236040000,58830000,2.5e+09,41,37,87,165,1635300000,494930000,71910000,214790000,83070000,2.5e+09,25,29,78,132,-16,-8,-9
"1_905",1817530000,71630000,75580000,96460000,438800000,2.5e+09,37,33,74,144,1801770000,80300000,86930000,89350000,441650000,2.5e+09,22,15,59,96,-15,-18,-15
"1_906",1484560000,336610000,141510000,351700000,185620000,2.5e+09,36,34,67,137,1465620000,333710000,166610000,345690000,188370000,2.5e+09,21,18,63,102,-15,-16,-4
"1_907",1661640000,321400000,37740000,138140000,341080000,2.5e+09,37,34,69,140,1675880000,317490000,49340000,132090000,325200000,2.5e+09,23,15,60,98,-14,-19,-9
"1_908",1396820000,644850000,81860000,314180000,62290000,2.5e+09,36,33,68,137,1373870000,623800000,110880000,313620000,77830000,2.5e+09,21,18,63,102,-15,-15,-5
"1_909",1599750000,477510000,92590000,169770000,160380000,2.5e+09,34,33,71,138,1585150000,477370000,107310000,166300000,163870000,2.5e+09,23,24,72,119,-11,-9,1
"1_910",1467270000,20930000,48490000,300890000,662420000,2.5e+09,36,30,60,126,1411150000,18600000,71150000,329450000,669650000,2.5e+09,18,15,55,88,-18,-15,-5
"1_911",1342730000,58450000,26240000,729260000,343320000,2.5e+09,27,30,54,111,1251960000,53590000,43800000,788480000,362170000,2.5e+09,16,14,45,75,-11,-16,-9
"1_912",1828320000,6700000,34730000,296690000,333560000,2.5e+09,33,31,59,123,1759600000,10470000,45840000,317860000,366230000,2.5e+09,18,16,58,92,-15,-15,-1
"1_913",1582320000,216890000,66410000,472980000,161400000,2.5e+09,34,30,56,120,1535670000,154350000,78890000,536020000,195070000,2.5e+09,19,17,59,95,-15,-13,3
"1_914",961620000,1077960000,43970000,201220000,215230000,2.5e+09,33,32,61,126,980560000,1079210000,53530000,122880000,263820000,2.5e+09,18,12,56,86,-15,-20,-5
"1_915",1135760000,877040000,33800000,208700000,244700000,2.5e+09,34,27,60,121,1121870000,911160000,41370000,152830000,272770000,2.5e+09,18,14,52,84,-16,-13,-8
"1_916",224830000,2106940000,41260000,65640000,61330000,2.5e+09,32,21,46,99,236810000,2124850000,52930000,38050000,47360000,2.5e+09,17,9,37,63,-15,-12,-9
"1_917",782150000,1364950000,37470000,165450000,149980000,2.5e+09,33,33,61,127,771090000,1371290000,50660000,109410000,197550000,2.5e+09,18,12,53,83,-15,-21,-8
