polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_160,713600000,232730000,1553670000,2500000000,25,27,80,132,709120000,229390000,1561490000,2500000000,38,32,80,150,-4480000,-3340000,7820000,0,13,5,0,18
1_161,484210000,1076310000,939480000,2500000000,28,29,84,141,593520000,1011830000,894650000,2500000000,35,30,80,145,109310000,-64480000,-44830000,0,7,1,-4,4
1_162,925920000,477670000,1096410000,2500000000,30,25,77,132,1027430000,489380000,983190000,2500000000,37,27,83,147,101510000,11710000,-113220000,0,7,2,6,15
1_163,527230000,1293730000,679040000,2500000000,33,32,83,148,686820000,1247940000,565240000,2500000000,35,30,81,146,159590000,-45790000,-113800000,0,2,-2,-2,-2
1_164,12350000,94040000,1891610000,1998000000,16,28,69,113,15250000,89270000,1893480000,1998000000,16,23,66,105,2900000,-4770000,1870000,0,0,-5,-3,-8
1_165,150350000,519740000,1824840000,2494930000,27,29,81,137,174950000,495480000,1824500000,2494930000,27,30,77,134,24600000,-24260000,-340000,0,0,1,-4,-3
1_166,404410000,1610740000,484850000,2500000000,31,28,70,129,536750000,1318270000,644980000,2500000000,32,29,85,146,132340000,-292470000,160130000,0,1,1,15,17
1_167,1179840000,563530000,756630000,2500000000,32,26,72,130,1394690000,463320000,641990000,2500000000,30,23,73,126,214850000,-100210000,-114640000,0,-2,-3,1,-4
1_168,405160000,1218250000,876590000,2500000000,27,30,66,123,527850000,1092820000,879330000,2500000000,31,31,73,135,122690000,-125430000,2740000,0,4,1,7,12
1_169,690450000,1197540000,612010000,2500000000,27,31,71,129,868980000,894100000,736920000,2500000000,32,29,77,138,178530000,-303440000,124910000,0,5,-2,6,9
1_170,1091690000,611850000,796460000,2500000000,24,27,62,113,1156540000,439770000,903690000,2500000000,25,26,65,116,64850000,-172080000,107230000,0,1,-1,3,3
1_171,1170060000,519070000,810870000,2500000000,37,30,83,150,1122100000,428440000,949460000,2500000000,36,28,85,149,-47960000,-90630000,138590000,0,-1,-2,2,-1
1_172,1165950000,632560000,701490000,2500000000,38,28,77,143,1368200000,537980000,593820000,2500000000,34,30,80,144,202250000,-94580000,-107670000,0,-4,2,3,1
1_173,383700000,1356340000,759960000,2500000000,39,36,91,166,394660000,1167240000,938100000,2500000000,36,34,84,154,10960000,-189100000,178140000,0,-3,-2,-7,-12
1_174,373670000,1367310000,759020000,2500000000,33,27,75,135,483180000,1254650000,762170000,2500000000,33,32,80,145,109510000,-112660000,3150000,0,0,5,5,10
1_175,1174710000,66370000,1258920000,2500000000,31,26,74,131,1521090000,202060000,776850000,2500000000,32,29,86,147,346380000,135690000,-482070000,0,1,3,12,16
1_176,631160000,1491310000,377530000,2500000000,35,32,90,157,703080000,1359370000,437550000,2500000000,38,35,100,173,71920000,-131940000,60020000,0,3,3,10,16
1_177,1275870000,27680000,1196450000,2500000000,37,26,79,142,1461240000,61680000,977080000,2500000000,34,25,79,138,185370000,34000000,-219370000,0,-3,-1,0,-4
1_178,693310000,1299470000,507220000,2500000000,38,34,92,164,785680000,1205050000,509270000,2500000000,38,32,88,158,92370000,-94420000,2050000,0,0,-2,-4,-6
1_179,43680000,639190000,1817130000,2500000000,24,34,82,140,45480000,611760000,1842760000,2500000000,25,34,83,142,1800000,-27430000,25630000,0,1,0,1,2
1_180,237000000,1144870000,1118130000,2500000000,26,37,87,150,297240000,1115780000,1086980000,2500000000,29,30,82,141,60240000,-29090000,-31150000,0,3,-7,-5,-9
1_181,4690000,88740000,2022620000,2116050000,17,30,75,122,6830000,83910000,2025310000,2116050000,22,29,75,126,2140000,-4830000,2690000,0,5,-1,0,4
1_182,263480000,1636930000,599590000,2500000000,27,31,83,141,283020000,1612810000,604170000,2500000000,25,25,77,127,19540000,-24120000,4580000,0,-2,-6,-6,-14
1_183,40760000,926270000,1532970000,2500000000,19,38,85,142,48540000,905470000,1545990000,2500000000,25,43,91,159,7780000,-20800000,13020000,0,6,5,6,17
1_184,487610000,954170000,1058220000,2500000000,25,21,63,109,645630000,832900000,1021470000,2500000000,29,26,67,122,158020000,-121270000,-36750000,0,4,5,4,13
1_185,179570000,1788640000,531790000,2500000000,26,33,72,131,260690000,1646900000,592410000,2500000000,29,34,75,138,81120000,-141740000,60620000,0,3,1,3,7
1_186,131700000,1965880000,402420000,2500000000,31,37,87,155,171150000,1840960000,487890000,2500000000,30,41,93,164,39450000,-124920000,85470000,0,-1,4,6,9
1_187,196100000,1695170000,608730000,2500000000,33,34,78,145,222340000,1590760000,686900000,2500000000,33,36,87,156,26240000,-104410000,78170000,0,0,2,9,11
1_188,499460000,1443880000,556660000,2500000000,35,33,82,150,639090000,1333590000,527320000,2500000000,35,34,93,162,139630000,-110290000,-29340000,0,0,1,11,12
1_189,1164500000,229800000,1105700000,2500000000,42,29,84,155,1273600000,181390000,1045010000,2500000000,36,22,74,132,109100000,-48410000,-60690000,0,-6,-7,-10,-23
1_190,625470000,1248390000,626140000,2500000000,40,32,88,160,759080000,1106920000,634000000,2500000000,39,36,90,165,133610000,-141470000,7860000,0,-1,4,2,5
1_191,1044700000,457090000,998210000,2500000000,40,24,82,146,1066360000,449310000,984330000,2500000000,37,25,77,139,21660000,-7780000,-13880000,0,-3,1,-5,-7
1_192,1237830000,364860000,897310000,2500000000,39,25,79,143,1437220000,305300000,757480000,2500000000,41,25,88,154,199390000,-59560000,-139830000,0,2,0,9,11
1_193,650180000,53060000,1487660000,2190900000,22,18,63,103,474780000,64510000,1651610000,2190900000,28,18,72,118,-175400000,11450000,163950000,0,6,0,9,15
1_194,595070000,510110000,1361560000,2466740000,27,23,81,131,536810000,499490000,1430440000,2466740000,32,28,87,147,-58260000,-10620000,68880000,0,5,5,6,16
1_195,1710380000,455660000,333960000,2500000000,23,16,64,103,626940000,497610000,1375450000,2500000000,29,23,65,117,-1083440000,41950000,1041490000,0,6,7,1,14
1_196,595790000,1609260000,294950000,2500000000,29,21,78,128,556690000,1587300000,356010000,2500000000,30,25,77,132,-39100000,-21960000,61060000,0,1,4,-1,4
1_197,268400000,2860000,1473440000,1744700000,21,20,67,108,263280000,1740000,1479680000,1744700000,27,23,71,121,-5120000,-1120000,6240000,0,6,3,4,13
1_198,271530000,12310000,1603620000,1887460000,21,19,66,106,249130000,11390000,1626940000,1887460000,21,17,67,105,-22400000,-920000,23320000,0,0,-2,1,-1
1_199,711380000,499790000,1288830000,2500000000,27,30,81,138,868560000,469190000,1162250000,2500000000,30,25,83,138,157180000,-30600000,-126580000,0,3,-5,2,0
1_200,95670000,131240000,1948770000,2175680000,25,31,81,137,124150000,118150000,1933380000,2175680000,23,34,84,141,28480000,-13090000,-15390000,0,-2,3,3,4
1_201,67030000,11850000,1508570000,1587450000,19,20,66,105,134070000,10370000,1443010000,1587450000,21,21,62,104,67040000,-1480000,-65560000,0,2,1,-4,-1
1_202,293760000,1712970000,493270000,2500000000,24,35,85,144,292300000,1659970000,547730000,2500000000,27,40,90,157,-1460000,-53000000,54460000,0,3,5,5,13
1_203,334950000,1135200000,1029850000,2500000000,25,23,79,127,484060000,1109660000,906280000,2500000000,25,34,90,149,149110000,-25540000,-123570000,0,0,11,11,22
1_204,102240000,1881020000,516740000,2500000000,26,36,78,140,107100000,1830190000,562710000,2500000000,25,22,78,125,4860000,-50830000,45970000,0,-1,-14,0,-15
1_205,40580000,625090000,1834330000,2500000000,26,40,91,157,41810000,608100000,1850090000,2500000000,25,40,90,155,1230000,-16990000,15760000,0,-1,0,-1,-2
1_206,144570000,1729910000,625520000,2500000000,27,27,76,130,146690000,1710800000,642510000,2500000000,29,24,82,135,2120000,-19110000,16990000,0,2,-3,6,5
1_207,122150000,1965140000,412710000,2500000000,23,31,81,135,122810000,1940420000,436770000,2500000000,26,31,80,137,660000,-24720000,24060000,0,3,0,-1,2
1_208,172030000,1724640000,603330000,2500000000,27,28,82,137,179490000,1739370000,581140000,2500000000,25,23,78,126,7460000,14730000,-22190000,0,-2,-5,-4,-11
1_209,86690000,1586510000,826800000,2500000000,28,35,85,148,91760000,1554270000,853970000,2500000000,29,38,89,156,5070000,-32240000,27170000,0,1,3,4,8
1_210,135830000,1352160000,1012010000,2500000000,28,30,82,140,141850000,1340220000,1017930000,2500000000,28,31,87,146,6020000,-11940000,5920000,0,0,1,5,6
1_211,129650000,1703280000,667070000,2500000000,28,26,75,129,131340000,1655790000,712870000,2500000000,29,28,84,141,1690000,-47490000,45800000,0,1,2,9,12
1_212,810760000,523760000,1165480000,2500000000,31,24,70,125,1048150000,311990000,1139860000,2500000000,32,23,70,125,237390000,-211770000,-25620000,0,1,-1,0,0
1_213,105690000,2070470000,323840000,2500000000,21,32,71,124,130440000,1971240000,398320000,2500000000,28,34,77,139,24750000,-99230000,74480000,0,7,2,6,15
1_214,476550000,1254270000,769180000,2500000000,38,38,102,178,548870000,1245710000,705420000,2500000000,37,34,88,159,72320000,-8560000,-63760000,0,-1,-4,-14,-19
1_215,181910000,1949230000,368860000,2500000000,26,35,81,142,181450000,1915610000,402940000,2500000000,26,32,77,135,-460000,-33620000,34080000,0,0,-3,-4,-7
1_216,832090000,589140000,1078770000,2500000000,40,26,81,147,838190000,567890000,1093920000,2500000000,42,21,79,142,6100000,-21250000,15150000,0,2,-5,-2,-5
1_217,873500000,159330000,1467170000,2500000000,43,27,82,152,1027320000,141850000,1330830000,2500000000,41,26,86,153,153820000,-17480000,-136340000,0,-2,-1,4,1
1_218,449870000,1535440000,514690000,2500000000,24,17,68,109,477980000,1449260000,572760000,2500000000,26,22,74,122,28110000,-86180000,58070000,0,2,5,6,13
1_219,1371640000,761720000,366640000,2500000000,22,16,68,106,1215910000,737520000,546570000,2500000000,28,19,68,115,-155730000,-24200000,179930000,0,6,3,0,9
1_220,261140000,2068690000,170170000,2500000000,27,25,81,133,258990000,2033450000,207560000,2500000000,26,29,79,134,-2150000,-35240000,37390000,0,-1,4,-2,1
1_221,536380000,1595500000,368120000,2500000000,27,20,72,119,668630000,1570250000,261120000,2500000000,27,18,73,118,132250000,-25250000,-107000000,0,0,-2,1,-1
1_222,274950000,1777050000,448000000,2500000000,27,27,69,123,276380000,1748040000,475580000,2500000000,32,28,84,144,1430000,-29010000,27580000,0,5,1,15,21
1_223,586180000,1239560000,674260000,2500000000,31,29,83,143,590890000,1233970000,675140000,2500000000,28,29,87,144,4710000,-5590000,880000,0,-3,0,4,1
1_224,524930000,1607940000,367130000,2500000000,31,32,83,146,517110000,1589080000,393810000,2500000000,34,32,90,156,-7820000,-18860000,26680000,0,3,0,7,10
1_225,29850000,260420000,2209730000,2500000000,17,25,64,106,24740000,397660000,2077600000,2500000000,22,24,65,111,-5110000,137240000,-132130000,0,5,-1,1,5
1_226,158680000,443870000,1897450000,2500000000,24,28,72,124,122420000,681520000,1696060000,2500000000,24,24,63,111,-36260000,237650000,-201390000,0,0,-4,-9,-13
1_227,48050000,147670000,2044810000,2240530000,20,26,65,111,32180000,339550000,1868800000,2240530000,20,21,59,100,-15870000,191880000,-176010000,0,0,-5,-6,-11
1_228,5370000,75550000,1704520000,1785440000,19,24,57,100,15360000,65020000,1705060000,1785440000,22,22,60,104,9990000,-10530000,540000,0,3,-2,3,4
1_229,1890000,78430000,2264330000,2344650000,22,33,73,128,19470000,137360000,2187820000,2344650000,24,30,65,119,17580000,58930000,-76510000,0,2,-3,-8,-9
1_230,41330000,115520000,2343150000,2500000000,13,28,56,97,39010000,86620000,2374370000,2500000000,14,26,61,101,-2320000,-28900000,31220000,0,1,-2,5,4
1_231,22110000,225070000,2252490000,2499670000,15,22,58,95,28440000,199220000,2272010000,2499670000,13,25,56,94,6330000,-25850000,19520000,0,-2,3,-2,-1
1_232,323120000,29270000,2147610000,2500000000,16,30,55,101,343600000,1770000,2154630000,2500000000,13,20,51,84,20480000,-27500000,7020000,0,-3,-10,-4,-17
1_233,199420000,68520000,2232060000,2500000000,18,32,65,115,205810000,70210000,2223980000,2500000000,27,29,76,132,6390000,1690000,-8080000,0,9,-3,11,17
1_234,248470000,44640000,2206890000,2500000000,24,31,82,137,251290000,47160000,2201550000,2500000000,22,24,69,115,2820000,2520000,-5340000,0,-2,-7,-13,-22
1_235,29600000,653710000,1816690000,2500000000,19,30,75,124,35330000,632450000,1832220000,2500000000,21,26,67,114,5730000,-21260000,15530000,0,2,-4,-8,-10
1_236,20640000,319350000,2157660000,2497650000,17,33,76,126,25450000,312910000,2159290000,2497650000,20,27,75,122,4810000,-6440000,1630000,0,3,-6,-1,-4
1_237,89290000,317310000,2092380000,2498980000,28,29,75,132,80320000,481030000,1937630000,2498980000,27,22,73,122,-8970000,163720000,-154750000,0,-1,-7,-2,-10
1_238,59970000,94990000,2345040000,2500000000,18,20,55,93,61820000,166480000,2271700000,2500000000,22,22,61,105,1850000,71490000,-73340000,0,4,2,6,12
1_239,238490000,391710000,1869800000,2500000000,23,25,67,115,196740000,828050000,1475210000,2500000000,25,19,62,106,-41750000,436340000,-394590000,0,2,-6,-5,-9
1_240,127850000,348440000,2023710000,2500000000,22,27,68,117,121820000,368040000,2010140000,2500000000,28,28,71,127,-6030000,19600000,-13570000,0,6,1,3,10
1_241,163000000,622920000,1714080000,2500000000,25,30,69,124,168850000,839830000,1491320000,2500000000,26,27,73,126,5850000,216910000,-222760000,0,1,-3,4,2
1_242,234730000,43550000,2221720000,2500000000,27,32,71,130,256290000,12520000,2231190000,2500000000,26,23,66,115,21560000,-31030000,9470000,0,-1,-9,-5,-15
1_243,98800000,148360000,2252840000,2500000000,28,28,69,125,135240000,68570000,2296190000,2500000000,29,32,71,132,36440000,-79790000,43350000,0,1,4,2,7
1_244,181070000,142980000,2175950000,2500000000,27,26,63,116,190250000,236680000,2073070000,2500000000,30,31,63,124,9180000,93700000,-102880000,0,3,5,0,8
1_245,345770000,249810000,1904420000,2500000000,28,30,64,122,346070000,146770000,2007160000,2500000000,30,28,67,125,300000,-103040000,102740000,0,2,-2,3,3
1_246,40370000,86040000,2373590000,2500000000,30,32,78,140,31830000,17750000,2450420000,2500000000,32,36,86,154,-8540000,-68290000,76830000,0,2,4,8,14
1_247,251040000,21230000,2226700000,2498970000,29,30,66,125,217060000,20470000,2261440000,2498970000,29,25,65,119,-33980000,-760000,34740000,0,0,-5,-1,-6
1_248,255310000,200550000,2044140000,2500000000,28,29,59,116,196220000,142730000,2161050000,2500000000,31,30,73,134,-59090000,-57820000,116910000,0,3,1,14,18
1_249,279510000,238040000,1982450000,2500000000,27,28,64,119,232460000,149730000,2117810000,2500000000,30,24,67,121,-47050000,-88310000,135360000,0,3,-4,3,2
1_250,31280000,92960000,2133260000,2257500000,17,34,63,114,22290000,128890000,2106320000,2257500000,22,35,75,132,-8990000,35930000,-26940000,0,5,1,12,18
1_251,239010000,48330000,2212660000,2500000000,26,38,78,142,249730000,189050000,2061220000,2500000000,23,28,78,129,10720000,140720000,-151440000,0,-3,-10,0,-13
1_252,99170000,85770000,2315060000,2500000000,24,33,67,124,118950000,275020000,2106030000,2500000000,25,32,71,128,19780000,189250000,-209030000,0,1,-1,4,4
1_253,127920000,41760000,2330320000,2500000000,31,40,88,159,165070000,53390000,2281540000,2500000000,25,31,77,133,37150000,11630000,-48780000,0,-6,-9,-11,-26
1_254,224000000,185240000,2090760000,2500000000,20,29,59,108,231640000,157000000,2111360000,2500000000,24,32,66,122,7640000,-28240000,20600000,0,4,3,7,14
1_255,575620000,31050000,1893330000,2500000000,18,27,54,99,529380000,59880000,1910740000,2500000000,25,27,57,109,-46240000,28830000,17410000,0,7,0,3,10
1_256,250110000,354660000,1895230000,2500000000,22,33,80,135,272820000,255550000,1971630000,2500000000,26,30,64,120,22710000,-99110000,76400000,0,4,-3,-16,-15
1_257,572300000,84040000,1843660000,2500000000,27,27,70,124,480800000,180150000,1839050000,2500000000,24,29,62,115,-91500000,96110000,-4610000,0,-3,2,-8,-9
1_258,248590000,1450540000,800870000,2500000000,24,27,76,127,241410000,1437030000,821560000,2500000000,27,27,70,124,-7180000,-13510000,20690000,0,3,0,-6,-3
1_259,179460000,1777030000,543510000,2500000000,21,22,70,113,189500000,1743080000,567420000,2500000000,25,26,72,123,10040000,-33950000,23910000,0,4,4,2,10
1_260,275310000,1923330000,301360000,2500000000,24,23,72,119,289190000,1883750000,327060000,2500000000,26,22,62,110,13880000,-39580000,25700000,0,2,-1,-10,-9
1_261,414640000,1735990000,349370000,2500000000,21,17,62,100,443590000,1708900000,347510000,2500000000,24,20,58,102,28950000,-27090000,-1860000,0,3,3,-4,2
1_262,20580000,251810000,1733900000,2006290000,19,17,71,107,20690000,234060000,1751540000,2006290000,19,21,70,110,110000,-17750000,17640000,0,0,4,-1,3
1_263,50220000,886460000,1563320000,2500000000,26,31,82,139,81020000,807190000,1611790000,2500000000,24,30,72,126,30800000,-79270000,48470000,0,-2,-1,-10,-13
1_264,133680000,1431710000,934610000,2500000000,22,28,68,118,148310000,1259370000,1092320000,2500000000,28,25,69,122,14630000,-172340000,157710000,0,6,-3,1,4
1_265,546400000,796600000,1157000000,2500000000,22,24,67,113,468300000,397840000,1633860000,2500000000,28,27,73,128,-78100000,-398760000,476860000,0,6,3,6,15
1_266,274340000,803340000,1422320000,2500000000,29,32,77,138,270150000,616090000,1613760000,2500000000,30,33,83,146,-4190000,-187250000,191440000,0,1,1,6,8
1_267,144350000,1518890000,836760000,2500000000,21,26,65,112,192330000,1451660000,856010000,2500000000,27,24,66,117,47980000,-67230000,19250000,0,6,-2,1,5
1_268,242580000,596450000,1660970000,2500000000,28,29,67,124,287400000,780810000,1431790000,2500000000,29,33,79,141,44820000,184360000,-229180000,0,1,4,12,17
1_269,67990000,1693800000,738210000,2500000000,19,27,64,110,74350000,1360080000,1065570000,2500000000,24,28,65,117,6360000,-333720000,327360000,0,5,1,1,7
1_270,91710000,1563310000,844980000,2500000000,22,27,64,113,112670000,1322400000,1064930000,2500000000,28,31,73,132,20960000,-240910000,219950000,0,6,4,9,19
1_271,82590000,746650000,1670760000,2500000000,21,32,63,116,69230000,876870000,1553900000,2500000000,25,30,62,117,-13360000,130220000,-116860000,0,4,-2,-1,1
1_272,165690000,1306140000,1028170000,2500000000,24,29,68,121,174820000,1234590000,1090590000,2500000000,30,26,68,124,9130000,-71550000,62420000,0,6,-3,0,3
1_273,111030000,300620000,2088350000,2500000000,29,30,72,131,107270000,356310000,2036420000,2500000000,31,33,73,137,-3760000,55690000,-51930000,0,2,3,1,6
1_274,84830000,1081890000,1333280000,2500000000,23,28,69,120,81590000,969300000,1449110000,2500000000,29,30,76,135,-3240000,-112590000,115830000,0,6,2,7,15
1_275,19100000,116490000,2364410000,2500000000,29,34,67,130,22920000,93830000,2383250000,2500000000,32,36,80,148,3820000,-22660000,18840000,0,3,2,13,18
1_276,99950000,173440000,2226610000,2500000000,24,32,63,119,94700000,111290000,2294010000,2500000000,30,33,70,133,-5250000,-62150000,67400000,0,6,1,7,14
1_277,161150000,180450000,2158400000,2500000000,26,29,67,122,130090000,145910000,2224000000,2500000000,32,31,70,133,-31060000,-34540000,65600000,0,6,2,3,11
1_278,126330000,117510000,2256160000,2500000000,27,32,62,121,138670000,226980000,2134350000,2500000000,25,30,66,121,12340000,109470000,-121810000,0,-2,-2,4,0
1_279,128390000,11990000,2359620000,2500000000,26,33,64,123,137380000,17590000,2345030000,2500000000,28,36,77,141,8990000,5600000,-14590000,0,2,3,13,18
1_280,68440000,907180000,1524380000,2500000000,26,30,74,130,72880000,695710000,1731410000,2500000000,30,34,86,150,4440000,-211470000,207030000,0,4,4,12,20
1_281,70810000,1202010000,1227180000,2500000000,21,32,75,128,96550000,1159340000,1244110000,2500000000,30,32,81,143,25740000,-42670000,16930000,0,9,0,6,15
1_282,617570000,208680000,1673750000,2500000000,28,29,64,121,544490000,176450000,1779060000,2500000000,22,24,63,109,-73080000,-32230000,105310000,0,-6,-5,-1,-12
1_283,32470000,520130000,1681270000,2233870000,26,31,77,134,43220000,440410000,1750240000,2233870000,30,34,84,148,10750000,-79720000,68970000,0,4,3,7,14
1_284,152250000,1353300000,994450000,2500000000,24,26,79,129,160210000,1328430000,1011360000,2500000000,26,23,74,123,7960000,-24870000,16910000,0,2,-3,-5,-6
1_285,220320000,1882950000,396730000,2500000000,24,18,64,106,246360000,1866660000,386980000,2500000000,28,16,60,104,26040000,-16290000,-9750000,0,4,-2,-4,-2
1_286,137100000,1356850000,1006050000,2500000000,28,23,84,135,136910000,1342230000,1020860000,2500000000,28,29,79,136,-190000,-14620000,14810000,0,0,6,-5,1
1_287,300490000,1704090000,495420000,2500000000,26,18,68,112,308600000,1679690000,511710000,2500000000,27,23,77,127,8110000,-24400000,16290000,0,1,5,9,15
1_288,18270000,218650000,2263080000,2500000000,26,31,85,142,19360000,215980000,2264660000,2500000000,22,26,74,122,1090000,-2670000,1580000,0,-4,-5,-11,-20
1_289,211880000,560130000,1727990000,2500000000,29,33,76,138,195660000,362290000,1942050000,2500000000,29,33,76,138,-16220000,-197840000,214060000,0,0,0,0,0
1_290,100990000,445880000,1760260000,2307130000,21,25,69,115,89230000,360970000,1856930000,2307130000,27,32,76,135,-11760000,-84910000,96670000,0,6,7,7,20
1_291,41860000,1828100000,630040000,2500000000,23,24,63,110,47670000,1393130000,1059200000,2500000000,24,26,63,113,5810000,-434970000,429160000,0,1,2,0,3
1_292,178840000,1710420000,610740000,2500000000,23,25,60,108,179710000,1260380000,1059910000,2500000000,25,32,69,126,870000,-450040000,449170000,0,2,7,9,18
1_293,214450000,899940000,1385610000,2500000000,25,28,69,122,172180000,582850000,1744970000,2500000000,29,28,73,130,-42270000,-317090000,359360000,0,4,0,4,8
1_294,109590000,1481330000,909080000,2500000000,22,31,70,123,114010000,1372130000,1013860000,2500000000,27,31,74,132,4420000,-109200000,104780000,0,5,0,4,9
1_295,36860000,1559950000,903190000,2500000000,20,25,67,112,39740000,1257560000,1202700000,2500000000,22,30,67,119,2880000,-302390000,299510000,0,2,5,0,7
1_296,48890000,2257940000,193170000,2500000000,18,25,62,105,54380000,2177850000,267770000,2500000000,19,31,68,118,5490000,-80090000,74600000,0,1,6,6,13
1_297,74690000,2035210000,390100000,2500000000,20,28,70,118,88160000,1851680000,560160000,2500000000,23,32,71,126,13470000,-183530000,170060000,0,3,4,1,8
1_298,52700000,2089500000,357800000,2500000000,26,27,63,116,57410000,1848760000,593830000,2500000000,26,35,74,135,4710000,-240740000,236030000,0,0,8,11,19
1_299,118870000,1742210000,638920000,2500000000,23,31,78,132,116670000,1632300000,751030000,2500000000,27,35,76,138,-2200000,-109910000,112110000,0,4,4,-2,6
1_300,74940000,2000780000,424280000,2500000000,15,24,58,97,78720000,1990880000,430400000,2500000000,20,30,66,116,3780000,-9900000,6120000,0,5,6,8,19
1_301,222060000,982270000,1295670000,2500000000,23,33,73,129,239850000,816940000,1443210000,2500000000,29,34,75,138,17790000,-165330000,147540000,0,6,1,2,9
1_302,104700000,1307400000,1087900000,2500000000,33,37,81,151,107510000,1338480000,1054010000,2500000000,28,29,77,134,2810000,31080000,-33890000,0,-5,-8,-4,-17
1_303,160620000,1698020000,641360000,2500000000,30,25,74,129,160740000,1683170000,656090000,2500000000,27,21,71,119,120000,-14850000,14730000,0,-3,-4,-3,-10
1_304,158520000,968580000,1372900000,2500000000,31,24,73,128,164850000,1023110000,1312040000,2500000000,32,22,76,130,6330000,54530000,-60860000,0,1,-2,3,2
1_305,137920000,1237830000,1124250000,2500000000,30,25,77,132,146360000,1229350000,1124290000,2500000000,29,24,76,129,8440000,-8480000,40000,0,-1,-1,-1,-3
1_306,41770000,298870000,2127400000,2468040000,24,39,81,144,42400000,303720000,2121920000,2468040000,26,37,84,147,630000,4850000,-5480000,0,2,-2,3,3
1_307,71800000,784060000,1644140000,2500000000,25,33,77,135,75480000,822390000,1602130000,2500000000,28,29,71,128,3680000,38330000,-42010000,0,3,-4,-6,-7
1_308,18020000,478440000,1784580000,2281040000,25,35,85,145,17900000,480040000,1783100000,2281040000,27,33,81,141,-120000,1600000,-1480000,0,2,-2,-4,-4
1_309,189150000,1187060000,1123790000,2500000000,30,26,72,128,199450000,1215700000,1084850000,2500000000,26,23,67,116,10300000,28640000,-38940000,0,-4,-3,-5,-12
1_310,353710000,1031730000,1114560000,2500000000,34,22,76,132,367630000,1047260000,1085110000,2500000000,30,23,69,122,13920000,15530000,-29450000,0,-4,1,-7,-10
1_311,334790000,1120310000,1044900000,2500000000,29,22,74,125,335340000,1117900000,1046760000,2500000000,27,26,75,128,550000,-2410000,1860000,0,-2,4,1,3
1_312,284210000,15030000,2200760000,2500000000,23,28,66,117,386850000,1830000,2111320000,2500000000,21,30,57,108,102640000,-13200000,-89440000,0,-2,2,-9,-9
1_313,317960000,16760000,2165280000,2500000000,22,32,72,126,319150000,1600000,2179250000,2500000000,20,24,54,98,1190000,-15160000,13970000,0,-2,-8,-18,-28
1_314,243870000,5100000,2251030000,2500000000,26,31,62,119,306480000,1920000,2191600000,2500000000,23,29,58,110,62610000,-3180000,-59430000,0,-3,-2,-4,-9
1_315,92800000,1880000,2405320000,2500000000,17,26,53,96,91360000,2880000,2405760000,2500000000,21,29,62,112,-1440000,1000000,440000,0,4,3,9,16
1_316,121610000,10600000,2367790000,2500000000,23,29,61,113,133030000,3450000,2363520000,2500000000,28,27,56,111,11420000,-7150000,-4270000,0,5,-2,-5,-2
1_317,357390000,18840000,2123770000,2500000000,28,28,63,119,389670000,2990000,2107340000,2500000000,25,24,57,106,32280000,-15850000,-16430000,0,-3,-4,-6,-13
1_318,13100000,1550000,2441400000,2456050000,17,26,58,101,20100000,1990000,2433960000,2456050000,20,31,67,118,7000000,440000,-7440000,0,3,5,9,17
1_319,86400000,1910000,2411690000,2500000000,16,27,59,102,87980000,2620000,2409400000,2500000000,22,30,65,117,1580000,710000,-2290000,0,6,3,6,15
1_320,263370000,42880000,2193750000,2500000000,27,33,66,126,334490000,4900000,2160610000,2500000000,26,30,66,122,71120000,-37980000,-33140000,0,-1,-3,0,-4
1_321,366320000,337580000,1796100000,2500000000,26,32,67,125,413290000,218660000,1868050000,2500000000,28,33,72,133,46970000,-118920000,71950000,0,2,1,5,8
1_322,305960000,765190000,1428850000,2500000000,24,33,66,123,369780000,587390000,1542830000,2500000000,29,32,76,137,63820000,-177800000,113980000,0,5,-1,10,14
