polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_1304,871980000,979670000,648350000,2500000000,21,21,70,112,881870000,1021920000,596210000,2500000000,26,20,65,111,9890000,42250000,-52140000,0,5,-1,-5,-1
1_1305,1213840000,703960000,582200000,2500000000,25,18,64,107,1268350000,696540000,535110000,2500000000,33,15,60,108,54510000,-7420000,-47090000,0,8,-3,-4,1
1_1306,134290000,1664970000,700740000,2500000000,25,32,81,138,134790000,1684670000,680540000,2500000000,28,33,91,152,500000,19700000,-20200000,0,3,1,10,14
1_1307,89840000,1905540000,504620000,2500000000,19,26,72,117,86870000,2003600000,409530000,2500000000,25,26,79,130,-2970000,98060000,-95090000,0,6,0,7,13
1_1308,707150000,1166510000,626340000,2500000000,25,32,74,131,701340000,1279800000,518860000,2500000000,28,26,81,135,-5810000,113290000,-107480000,0,3,-6,7,4
1_1309,1181020000,802580000,516400000,2500000000,25,19,65,109,1199140000,868670000,432190000,2500000000,28,22,67,117,18120000,66090000,-84210000,0,3,3,2,8
1_1310,97510000,1451940000,950550000,2500000000,26,35,85,146,91580000,1392620000,1015800000,2500000000,29,36,99,164,-5930000,-59320000,65250000,0,3,1,14,18
1_1311,53070000,1811230000,635700000,2500000000,18,32,81,131,60010000,1760910000,679080000,2500000000,27,35,92,154,6940000,-50320000,43380000,0,9,3,11,23
1_1312,705900000,1323250000,470850000,2500000000,23,25,80,128,722230000,1203200000,574570000,2500000000,27,29,85,141,16330000,-120050000,103720000,0,4,4,5,13
1_1313,262660000,1634620000,602720000,2500000000,19,30,75,124,271730000,1658860000,569410000,2500000000,28,30,86,144,9070000,24240000,-33310000,0,9,0,11,20
1_1314,440070000,1335980000,723950000,2500000000,38,40,99,177,441530000,1274430000,784040000,2500000000,29,29,83,141,1460000,-61550000,60090000,0,-9,-11,-16,-36
1_1315,98020000,926560000,1475420000,2500000000,19,33,79,131,118710000,918090000,1463200000,2500000000,23,30,76,129,20690000,-8470000,-12220000,0,4,-3,-3,-2
1_1316,840710000,767920000,891370000,2500000000,32,27,87,146,789160000,723550000,987290000,2500000000,30,23,89,142,-51550000,-44370000,95920000,0,-2,-4,2,-4
1_1317,355020000,1830740000,314240000,2500000000,30,27,79,136,378760000,1775280000,345960000,2500000000,22,20,74,116,23740000,-55460000,31720000,0,-8,-7,-5,-20
1_1318,902830000,980490000,616680000,2500000000,43,38,102,183,895120000,1002800000,602080000,2500000000,47,36,106,189,-7710000,22310000,-14600000,0,4,-2,4,6
1_1319,298380000,1402340000,799280000,2500000000,25,32,82,139,355380000,1352440000,792180000,2500000000,24,23,71,118,57000000,-49900000,-7100000,0,-1,-9,-11,-21
1_1320,1185440000,596370000,718190000,2500000000,34,20,73,127,1188270000,623260000,688470000,2500000000,40,26,85,151,2830000,26890000,-29720000,0,6,6,12,24
1_1321,893120000,799700000,807180000,2500000000,45,29,96,170,879890000,839650000,780460000,2500000000,49,27,90,166,-13230000,39950000,-26720000,0,4,-2,-6,-4
1_1322,1224340000,527870000,747790000,2500000000,47,33,92,172,1182050000,592900000,725050000,2500000000,47,24,86,157,-42290000,65030000,-22740000,0,0,-9,-6,-15
1_1323,996820000,577090000,926090000,2500000000,36,27,89,152,999170000,600020000,900810000,2500000000,44,28,97,169,2350000,22930000,-25280000,0,8,1,8,17
1_1324,453890000,1171720000,874390000,2500000000,45,33,92,170,441800000,1166930000,891270000,2500000000,45,29,94,168,-12090000,-4790000,16880000,0,0,-4,2,-2
1_1325,177350000,1800300000,522350000,2500000000,21,30,73,124,144730000,1867100000,488170000,2500000000,22,27,87,136,-32620000,66800000,-34180000,0,1,-3,14,12
1_1326,1351580000,471380000,677040000,2500000000,27,10,56,93,1434170000,368640000,697190000,2500000000,28,15,59,102,82590000,-102740000,20150000,0,1,5,3,9
1_1327,438380000,1612300000,449320000,2500000000,13,21,59,93,457890000,1646510000,395600000,2500000000,21,20,63,104,19510000,34210000,-53720000,0,8,-1,4,11
1_1328,1531850000,247660000,720490000,2500000000,34,14,48,96,1584840000,221110000,694050000,2500000000,37,17,57,111,52990000,-26550000,-26440000,0,3,3,9,15
1_1329,1468860000,429790000,601350000,2500000000,35,16,59,110,1481110000,402860000,616030000,2500000000,43,19,63,125,12250000,-26930000,14680000,0,8,3,4,15
1_1330,1593940000,428560000,477500000,2500000000,26,9,53,88,1640900000,438470000,420630000,2500000000,30,17,52,99,46960000,9910000,-56870000,0,4,8,-1,11
1_1331,1263160000,337930000,898910000,2500000000,31,13,63,107,1279140000,418460000,802400000,2500000000,39,18,67,124,15980000,80530000,-96510000,0,8,5,4,17
1_1332,229170000,1684820000,586010000,2500000000,19,24,72,115,231200000,1750720000,518080000,2500000000,26,25,73,124,2030000,65900000,-67930000,0,7,1,1,9
1_1333,865330000,657180000,977490000,2500000000,36,28,79,143,892260000,606310000,1001430000,2500000000,46,26,79,151,26930000,-50870000,23940000,0,10,-2,0,8
1_1334,372390000,1343980000,783630000,2500000000,28,32,83,143,396610000,1313360000,790030000,2500000000,20,21,69,110,24220000,-30620000,6400000,0,-8,-11,-14,-33
1_1335,1589580000,433600000,476820000,2500000000,44,28,79,151,1585060000,438900000,476040000,2500000000,48,26,87,161,-4520000,5300000,-780000,0,4,-2,8,10
1_1336,906210000,864230000,729560000,2500000000,36,27,88,151,906630000,883910000,709460000,2500000000,36,21,81,138,420000,19680000,-20100000,0,0,-6,-7,-13
1_1337,1190460000,721460000,588080000,2500000000,32,24,89,145,1216440000,727890000,555670000,2500000000,37,24,94,155,25980000,6430000,-32410000,0,5,0,5,10
1_1338,248420000,1703620000,547960000,2500000000,22,26,70,118,237100000,1813140000,449760000,2500000000,24,34,89,147,-11320000,109520000,-98200000,0,2,8,19,29
1_1339,369140000,1312980000,817880000,2500000000,33,24,84,141,364850000,1281540000,853610000,2500000000,33,26,81,140,-4290000,-31440000,35730000,0,0,2,-3,-1
1_1340,1185710000,386310000,927980000,2500000000,34,18,73,125,1303630000,329190000,867180000,2500000000,33,15,67,115,117920000,-57120000,-60800000,0,-1,-3,-6,-10
1_1341,702430000,1202440000,595130000,2500000000,35,30,90,155,751980000,1166730000,581290000,2500000000,41,32,92,165,49550000,-35710000,-13840000,0,6,2,2,10
1_1342,370240000,1466240000,663520000,2500000000,43,34,96,173,393450000,1300640000,805910000,2500000000,44,34,100,178,23210000,-165600000,142390000,0,1,0,4,5
1_1343,853930000,747360000,898710000,2500000000,37,36,92,165,897310000,524170000,1078520000,2500000000,39,32,86,157,43380000,-223190000,179810000,0,2,-4,-6,-8
1_1344,746410000,1282040000,471550000,2500000000,38,37,97,172,825150000,958740000,716110000,2500000000,43,38,92,173,78740000,-323300000,244560000,0,5,1,-5,1
1_1345,533790000,1665820000,300390000,2500000000,37,30,85,152,547560000,1614550000,337890000,2500000000,37,26,77,140,13770000,-51270000,37500000,0,0,-4,-8,-12
1_1346,1231500000,919040000,349460000,2500000000,38,32,87,157,1253530000,897580000,348890000,2500000000,43,34,91,168,22030000,-21460000,-570000,0,5,2,4,11
1_1347,688300000,1245920000,565780000,2500000000,36,33,86,155,741120000,1120290000,638590000,2500000000,35,27,83,145,52820000,-125630000,72810000,0,-1,-6,-3,-10
1_1348,791850000,1187790000,520360000,2500000000,38,31,90,159,811110000,988330000,700560000,2500000000,37,30,85,152,19260000,-199460000,180200000,0,-1,-1,-5,-7
1_1349,516050000,1473500000,510450000,2500000000,34,36,86,156,528890000,1334950000,636160000,2500000000,38,36,88,162,12840000,-138550000,125710000,0,4,0,2,6
1_1350,425550000,1691230000,383220000,2500000000,35,39,89,163,446370000,1613610000,440020000,2500000000,36,33,88,157,20820000,-77620000,56800000,0,1,-6,-1,-6
1_1351,226490000,1916270000,357240000,2500000000,35,39,89,163,217050000,1860520000,422430000,2500000000,32,33,86,151,-9440000,-55750000,65190000,0,-3,-6,-3,-12
1_1352,521870000,1476130000,502000000,2500000000,33,36,92,161,542350000,1336420000,621230000,2500000000,37,31,86,154,20480000,-139710000,119230000,0,4,-5,-6,-7
1_1353,700690000,1409180000,390130000,2500000000,34,32,86,152,761390000,1280000000,458610000,2500000000,40,28,85,153,60700000,-129180000,68480000,0,6,-4,-1,1
1_1354,232120000,1996750000,271130000,2500000000,34,33,86,153,243690000,1909870000,346440000,2500000000,39,31,88,158,11570000,-86880000,75310000,0,5,-2,2,5
1_1355,558640000,1757300000,184060000,2500000000,37,35,87,159,608100000,1664970000,226930000,2500000000,42,33,89,164,49460000,-92330000,42870000,0,5,-2,2,5
1_1356,553380000,1685170000,261450000,2500000000,36,39,93,168,534220000,1636820000,328960000,2500000000,39,37,90,166,-19160000,-48350000,67510000,0,3,-2,-3,-2
1_1357,1045030000,1216210000,238760000,2500000000,37,32,89,158,1058940000,1134270000,306790000,2500000000,40,30,81,151,13910000,-81940000,68030000,0,3,-2,-8,-7
1_1358,779930000,1469030000,251040000,2500000000,38,32,89,159,790250000,1394000000,315750000,2500000000,40,32,86,158,10320000,-75030000,64710000,0,2,0,-3,-1
1_1359,350640000,1861170000,288190000,2500000000,38,30,89,157,379250000,1745790000,374960000,2500000000,40,34,89,163,28610000,-115380000,86770000,0,2,4,0,6
1_1360,440010000,1833380000,226610000,2500000000,39,33,90,162,460950000,1741170000,297880000,2500000000,43,32,90,165,20940000,-92210000,71270000,0,4,-1,0,3
1_1361,425100000,358770000,1687460000,2471330000,41,38,80,159,388230000,326410000,1756690000,2471330000,44,32,81,157,-36870000,-32360000,69230000,0,3,-6,1,-2
1_1362,727670000,1243680000,528650000,2500000000,39,32,85,156,746250000,1097000000,656750000,2500000000,44,32,89,165,18580000,-146680000,128100000,0,5,0,4,9
1_1363,74770000,918940000,1506290000,2500000000,38,38,97,173,80980000,889000000,1530020000,2500000000,40,36,85,161,6210000,-29940000,23730000,0,2,-2,-12,-12
1_1364,1319450000,802100000,378450000,2500000000,36,20,72,128,1387350000,780940000,331710000,2500000000,41,21,76,138,67900000,-21160000,-46740000,0,5,1,4,10
1_1365,487390000,1808690000,203920000,2500000000,36,33,101,170,519760000,1780750000,199490000,2500000000,37,27,88,152,32370000,-27940000,-4430000,0,1,-6,-13,-18
1_1366,1226820000,765830000,507350000,2500000000,40,26,87,153,1353780000,744280000,401940000,2500000000,44,22,79,145,126960000,-21550000,-105410000,0,4,-4,-8,-8
1_1367,904780000,1228320000,366900000,2500000000,37,30,92,159,904040000,1132080000,463880000,2500000000,39,29,85,153,-740000,-96240000,96980000,0,2,-1,-7,-6
1_1368,1530960000,568530000,400510000,2500000000,42,27,93,162,1505600000,522150000,472250000,2500000000,45,22,81,148,-25360000,-46380000,71740000,0,3,-5,-12,-14
1_1369,911100000,1104210000,484690000,2500000000,38,33,90,161,993130000,901640000,605230000,2500000000,41,31,90,162,82030000,-202570000,120540000,0,3,-2,0,1
1_1370,1414160000,705360000,380480000,2500000000,45,29,93,167,1410670000,653960000,435370000,2500000000,44,29,88,161,-3490000,-51400000,54890000,0,-1,0,-5,-6
1_1371,1289370000,557880000,652750000,2500000000,42,22,78,142,1310700000,486290000,703010000,2500000000,45,27,75,147,21330000,-71590000,50260000,0,3,5,-3,5
1_1372,1594340000,338710000,566950000,2500000000,46,27,92,165,1645580000,342950000,511470000,2500000000,45,24,81,150,51240000,4240000,-55480000,0,-1,-3,-11,-15
1_1373,375680000,1910940000,213380000,2500000000,37,29,88,154,389630000,1796860000,313510000,2500000000,34,24,86,144,13950000,-114080000,100130000,0,-3,-5,-2,-10
1_1374,630020000,1528510000,341470000,2500000000,39,28,83,150,725120000,1158030000,616850000,2500000000,41,27,87,155,95100000,-370480000,275380000,0,2,-1,4,5
1_1375,199950000,1818670000,481380000,2500000000,37,30,93,160,222940000,1712480000,564580000,2500000000,37,33,93,163,22990000,-106190000,83200000,0,0,3,0,3
1_1376,710840000,1517690000,271470000,2500000000,40,31,85,156,736190000,1398240000,365570000,2500000000,40,28,84,152,25350000,-119450000,94100000,0,0,-3,-1,-4
1_1377,816940000,1231790000,451270000,2500000000,36,31,88,155,820410000,1140610000,538980000,2500000000,38,32,86,156,3470000,-91180000,87710000,0,2,1,-2,1
1_1378,843080000,1196760000,460160000,2500000000,37,31,88,156,847850000,1134050000,518100000,2500000000,40,32,86,158,4770000,-62710000,57940000,0,3,1,-2,2
1_1379,1079600000,955180000,465220000,2500000000,38,31,90,159,1180250000,780500000,539250000,2500000000,39,31,88,158,100650000,-174680000,74030000,0,1,0,-2,-1
1_1380,737710000,1296230000,466060000,2500000000,37,36,92,165,774410000,1122960000,602630000,2500000000,41,30,88,159,36700000,-173270000,136570000,0,4,-6,-4,-6
1_1381,315240000,1850460000,334300000,2500000000,34,36,88,158,303530000,1792710000,403760000,2500000000,38,31,86,155,-11710000,-57750000,69460000,0,4,-5,-2,-3
1_1382,633180000,1549430000,317390000,2500000000,37,32,92,161,612020000,1489560000,398420000,2500000000,41,31,82,154,-21160000,-59870000,81030000,0,4,-1,-10,-7
1_1383,536630000,1415140000,548230000,2500000000,35,33,88,156,547260000,1254800000,697940000,2500000000,45,31,91,167,10630000,-160340000,149710000,0,10,-2,3,11
1_1384,506880000,1707440000,285680000,2500000000,36,33,91,160,503400000,1664140000,332460000,2500000000,38,31,85,154,-3480000,-43300000,46780000,0,2,-2,-6,-6
1_1385,605200000,1359610000,535190000,2500000000,34,31,84,149,634790000,1283280000,581930000,2500000000,40,31,87,158,29590000,-76330000,46740000,0,6,0,3,9
1_1386,382180000,1891170000,226650000,2500000000,37,37,91,165,355390000,1851060000,293550000,2500000000,40,34,84,158,-26790000,-40110000,66900000,0,3,-3,-7,-7
1_1387,456110000,1679560000,364330000,2500000000,34,25,82,141,472500000,1591200000,436300000,2500000000,39,28,81,148,16390000,-88360000,71970000,0,5,3,-1,7
1_1388,471290000,1679530000,349180000,2500000000,37,36,89,162,497340000,1594400000,408260000,2500000000,41,34,84,159,26050000,-85130000,59080000,0,4,-2,-5,-3
1_1389,730090000,1506290000,263620000,2500000000,39,30,87,156,774980000,1309730000,415290000,2500000000,41,29,85,155,44890000,-196560000,151670000,0,2,-1,-2,-1
1_1390,639830000,1566610000,293560000,2500000000,38,30,84,152,689060000,1424290000,386650000,2500000000,39,29,84,152,49230000,-142320000,93090000,0,1,-1,0,0
1_1391,703650000,1507490000,288860000,2500000000,41,31,95,167,747120000,1306660000,446220000,2500000000,43,31,88,162,43470000,-200830000,157360000,0,2,0,-7,-5
1_1392,1267440000,825580000,406980000,2500000000,40,29,93,162,1302370000,700370000,497260000,2500000000,44,27,85,156,34930000,-125210000,90280000,0,4,-2,-8,-6
1_1393,0,0,224000000,224000000,41,35,91,167,0,0,224000000,224000000,41,33,85,159,0,0,0,0,0,-2,-6,-8
1_1394,443040000,913790000,597620000,1954450000,41,30,88,159,469100000,847330000,644720000,1961150000,42,33,87,162,26060000,-66460000,47100000,6700000,1,3,-1,3
1_1395,0,0,0,0,40,38,102,180,0,0,0,0,40,31,86,157,0,0,0,0,0,-7,-16,-23
1_1396,313450000,922230000,93390000,1329070000,40,35,91,166,346770000,818750000,171060000,1336580000,42,32,85,159,33320000,-103480000,77670000,7510000,2,-3,-6,-7
1_1397,11570000,0,919730000,931300000,32,22,69,123,10470000,0,919510000,929980000,34,23,66,123,-1100000,0,-220000,-1320000,2,1,-3,0
1_1398,1252450000,950200000,297350000,2500000000,45,24,96,165,1225890000,940640000,333470000,2500000000,45,23,81,149,-26560000,-9560000,36120000,0,0,-1,-15,-16
1_1399,1319740000,671990000,508270000,2500000000,35,24,84,143,1293710000,594350000,611940000,2500000000,38,24,80,142,-26030000,-77640000,103670000,0,3,0,-4,-1
1_1400,1207450000,788870000,503680000,2500000000,45,29,90,164,1198500000,761530000,539970000,2500000000,45,25,78,148,-8950000,-27340000,36290000,0,0,-4,-12,-16
1_1401,867190000,1146370000,486440000,2500000000,33,22,79,134,826770000,1056540000,616690000,2500000000,40,29,87,156,-40420000,-89830000,130250000,0,7,7,8,22
1_1402,1042100000,680430000,777470000,2500000000,42,23,73,138,1010750000,622940000,866310000,2500000000,46,28,84,158,-31350000,-57490000,88840000,0,4,5,11,20
1_1403,1425360000,379670000,694970000,2500000000,40,22,75,137,1269990000,380770000,849240000,2500000000,45,21,73,139,-155370000,1100000,154270000,0,5,-1,-2,2
1_1404,1247410000,860550000,392040000,2500000000,45,24,90,159,1304550000,785940000,409510000,2500000000,45,25,76,146,57140000,-74610000,17470000,0,0,1,-14,-13
1_1405,1238780000,726180000,535040000,2500000000,44,23,86,153,1314150000,706970000,478880000,2500000000,44,20,76,140,75370000,-19210000,-56160000,0,0,-3,-10,-13
1_1406,631150000,1540310000,328540000,2500000000,35,34,88,157,676160000,1400430000,423410000,2500000000,36,31,87,154,45010000,-139880000,94870000,0,1,-3,-1,-3
1_1407,565450000,1733140000,201410000,2500000000,38,29,83,150,649820000,1578450000,271730000,2500000000,37,27,84,148,84370000,-154690000,70320000,0,-1,-2,1,-2
1_1408,626140000,1484930000,388930000,2500000000,35,31,92,158,651960000,1302080000,545960000,2500000000,37,32,87,156,25820000,-182850000,157030000,0,2,1,-5,-2
1_1409,520050000,1713140000,266810000,2500000000,35,32,91,158,527080000,1567260000,405660000,2500000000,38,31,85,154,7030000,-145880000,138850000,0,3,-1,-6,-4
1_1410,407870000,1836090000,256040000,2500000000,37,38,91,166,473400000,1678770000,347830000,2500000000,38,38,90,166,65530000,-157320000,91790000,0,1,0,-1,0
1_1411,851470000,1307490000,341040000,2500000000,41,35,98,174,880820000,1193850000,425330000,2500000000,38,32,86,156,29350000,-113640000,84290000,0,-3,-3,-12,-18
1_1412,703670000,1165590000,630740000,2500000000,37,38,88,163,751610000,898040000,850350000,2500000000,43,37,88,168,47940000,-267550000,219610000,0,6,-1,0,5
1_1413,791880000,1294010000,414110000,2500000000,36,38,90,164,891620000,1070270000,538110000,2500000000,41,35,89,165,99740000,-223740000,124000000,0,5,-3,-1,1
1_1414,534300000,1453720000,511980000,2500000000,33,35,86,154,587370000,1280350000,632280000,2500000000,41,32,89,162,53070000,-173370000,120300000,0,8,-3,3,8
1_1415,537160000,1517830000,445010000,2500000000,34,36,93,163,603050000,1376070000,520880000,2500000000,39,35,91,165,65890000,-141760000,75870000,0,5,-1,-2,2
1_1416,787990000,1105310000,606700000,2500000000,35,34,89,158,809680000,1008030000,682290000,2500000000,40,35,88,163,21690000,-97280000,75590000,0,5,1,-1,5
1_1417,771560000,1262770000,465670000,2500000000,36,38,89,163,810380000,1039120000,650500000,2500000000,39,40,92,171,38820000,-223650000,184830000,0,3,2,3,8
1_1418,547710000,1476760000,475530000,2500000000,37,39,92,168,530110000,1397160000,572730000,2500000000,42,35,91,168,-17600000,-79600000,97200000,0,5,-4,-1,0
1_1419,682270000,1400500000,417230000,2500000000,37,33,92,162,712660000,1311530000,475810000,2500000000,38,33,84,155,30390000,-88970000,58580000,0,1,0,-8,-7
1_1420,614390000,1426460000,459150000,2500000000,42,35,93,170,651520000,1316130000,532350000,2500000000,44,32,91,167,37130000,-110330000,73200000,0,2,-3,-2,-3
1_1421,1216060000,542850000,741090000,2500000000,42,29,87,158,1238950000,484970000,776080000,2500000000,43,31,85,159,22890000,-57880000,34990000,0,1,2,-2,1
1_1422,701200000,1344380000,454420000,2500000000,38,34,89,161,708530000,1247490000,543980000,2500000000,45,29,89,163,7330000,-96890000,89560000,0,7,-5,0,2
1_1423,683420000,1254510000,562070000,2500000000,39,43,96,178,647510000,1193230000,659260000,2500000000,41,38,93,172,-35910000,-61280000,97190000,0,2,-5,-3,-6
1_1424,0,0,0,0,39,35,88,162,0,0,0,0,39,32,95,166,0,0,0,0,0,-3,7,4
1_1425,181460000,776390000,121460000,1079310000,38,31,87,156,203250000,730630000,153010000,1086890000,41,31,87,159,21790000,-45760000,31550000,7580000,3,0,0,3
1_1426,26920000,43920000,35050000,105890000,35,26,80,141,7210000,2710000,15280000,25200000,40,27,85,152,-19710000,-41210000,-19770000,-80690000,5,1,5,11
1_1427,364990000,689060000,90470000,1144520000,42,33,91,166,391240000,646550000,116710000,1154500000,45,30,89,164,26250000,-42510000,26240000,9980000,3,-3,-2,-2
1_1428,630340000,1255350000,614310000,2500000000,42,40,85,167,643020000,1114020000,742960000,2500000000,46,35,90,171,12680000,-141330000,128650000,0,4,-5,5,4
1_1429,258570000,618690000,904070000,1781330000,42,42,100,184,238140000,514770000,796830000,1549740000,45,41,100,186,-20430000,-103920000,-107240000,-231590000,3,-1,0,2
1_1430,761730000,1367100000,371170000,2500000000,43,37,90,170,802660000,1121160000,576180000,2500000000,41,33,82,156,40930000,-245940000,205010000,0,-2,-4,-8,-14
1_1431,723580000,1255760000,501760000,2481100000,40,33,83,156,735830000,1103740000,554260000,2393830000,47,37,92,176,12250000,-152020000,52500000,-87270000,7,4,9,20
1_1432,896910000,1208050000,395040000,2500000000,42,25,88,155,878240000,1160570000,461190000,2500000000,44,26,86,156,-18670000,-47480000,66150000,0,2,1,-2,1
1_1433,216220000,1720120000,563660000,2500000000,30,32,97,159,199360000,1629880000,670760000,2500000000,36,31,90,157,-16860000,-90240000,107100000,0,6,-1,-7,-2
1_1434,193820000,1496450000,414540000,2104810000,34,35,100,169,223810000,1477550000,412850000,2114210000,35,34,99,168,29990000,-18900000,-1690000,9400000,1,-1,-1,-1
1_1435,367770000,1644500000,487700000,2499970000,25,29,85,139,388970000,1476740000,633540000,2499250000,30,29,87,146,21200000,-167760000,145840000,-720000,5,0,2,7
1_1436,1396830000,761790000,341380000,2500000000,40,22,70,132,1462070000,647630000,390300000,2500000000,43,20,74,137,65240000,-114160000,48920000,0,3,-2,4,5
1_1437,1165500000,1019750000,314750000,2500000000,40,22,78,140,1214160000,970480000,315360000,2500000000,42,22,74,138,48660000,-49270000,610000,0,2,0,-4,-2
1_1438,1349150000,798470000,352380000,2500000000,44,27,82,153,1417520000,678970000,403510000,2500000000,41,24,74,139,68370000,-119500000,51130000,0,-3,-3,-8,-14
1_1439,1320380000,828760000,350860000,2500000000,42,31,94,167,1374430000,821770000,303800000,2500000000,45,26,83,154,54050000,-6990000,-47060000,0,3,-5,-11,-13
1_1440,1017300000,1100390000,382310000,2500000000,40,30,90,160,1068180000,1006460000,425360000,2500000000,43,32,91,166,50880000,-93930000,43050000,0,3,2,1,6
1_1441,523830000,1312600000,322550000,2158980000,40,35,93,168,546090000,1224580000,393840000,2164510000,42,28,82,152,22260000,-88020000,71290000,5530000,2,-7,-11,-16
1_1442,554770000,789550000,201900000,1546220000,39,38,104,181,592190000,740650000,220970000,1553810000,43,37,97,177,37420000,-48900000,19070000,7590000,4,-1,-7,-4
1_1443,7250000,4110000,2810000,14170000,39,40,108,187,8880000,4010000,2080000,14970000,38,31,90,159,1630000,-100000,-730000,800000,-1,-9,-18,-28
1_1444,352880000,1773600000,373520000,2500000000,37,33,88,158,375130000,1645800000,479070000,2500000000,38,35,93,166,22250000,-127800000,105550000,0,1,2,5,8
1_1445,764110000,1484130000,251760000,2500000000,37,34,89,160,803370000,1402850000,293780000,2500000000,43,34,90,167,39260000,-81280000,42020000,0,6,0,1,7
1_1446,455320000,1193170000,424390000,2072880000,39,42,102,183,505270000,1076980000,495280000,2077530000,41,39,97,177,49950000,-116190000,70890000,4650000,2,-3,-5,-6
1_1447,325550000,1801000000,373450000,2500000000,38,38,103,179,345530000,1724790000,429680000,2500000000,40,32,94,166,19980000,-76210000,56230000,0,2,-6,-9,-13
1_1448,579880000,1418530000,489040000,2487450000,35,35,91,161,585330000,1355920000,547110000,2488360000,39,36,86,161,5450000,-62610000,58070000,910000,4,1,-5,0
1_1449,584770000,1332140000,583090000,2500000000,42,40,96,178,608010000,1247960000,644030000,2500000000,39,37,90,166,23240000,-84180000,60940000,0,-3,-3,-6,-12
1_1450,289950000,480990000,255580000,1026520000,37,35,91,163,298390000,464960000,268270000,1031620000,44,37,96,177,8440000,-16030000,12690000,5100000,7,2,5,14
1_1451,540160000,550720000,279570000,1370450000,42,43,104,189,541530000,544000000,290930000,1376460000,45,40,94,179,1370000,-6720000,11360000,6010000,3,-3,-10,-10
1_1452,556110000,1350240000,593650000,2500000000,38,36,94,168,560030000,1242090000,697880000,2500000000,45,34,91,170,3920000,-108150000,104230000,0,7,-2,-3,2
1_1453,694730000,1365530000,439740000,2500000000,34,33,90,157,709920000,1296550000,493530000,2500000000,43,32,88,163,15190000,-68980000,53790000,0,9,-1,-2,6
1_1454,1149760000,677360000,493780000,2320900000,45,41,99,185,1157810000,574240000,592720000,2324770000,45,37,93,175,8050000,-103120000,98940000,3870000,0,-4,-6,-10
1_1455,576420000,360070000,216180000,1152670000,46,36,95,177,593800000,322580000,241420000,1157800000,46,39,95,180,17380000,-37490000,25240000,5130000,0,3,0,3
1_1456,863220000,1285910000,350870000,2500000000,45,30,94,169,873410000,1238350000,388240000,2500000000,46,31,85,162,10190000,-47560000,37370000,0,1,1,-9,-7
1_1457,636770000,984000000,879230000,2500000000,42,40,99,181,658350000,905420000,936230000,2500000000,45,39,95,179,21580000,-78580000,57000000,0,3,-1,-4,-2
1_1458,1105530000,461150000,288270000,1854950000,45,36,91,172,1023170000,374530000,254610000,1652310000,48,37,95,180,-82360000,-86620000,-33660000,-202640000,3,1,4,8
1_1459,528550000,833620000,250230000,1612400000,40,31,92,163,568870000,753070000,293940000,1615880000,43,39,91,173,40320000,-80550000,43710000,3480000,3,8,-1,10
1_1460,267160000,1590780000,267180000,2125120000,38,34,92,164,251160000,1492180000,169680000,1913020000,39,27,82,148,-16000000,-98600000,-97500000,-212100000,1,-7,-10,-16
1_1461,377000000,1742990000,270280000,2390270000,43,31,92,166,363840000,1621920000,281650000,2267410000,45,28,91,164,-13160000,-121070000,11370000,-122860000,2,-3,-1,-2
1_1462,823010000,1197500000,479490000,2500000000,39,32,84,155,823620000,1145720000,530660000,2500000000,45,36,90,171,610000,-51780000,51170000,0,6,4,6,16
1_1463,402090000,1487300000,610610000,2500000000,44,40,92,176,440330000,1436800000,622870000,2500000000,45,38,87,170,38240000,-50500000,12260000,0,1,-2,-5,-6
1_1464,658920000,1334750000,506330000,2500000000,37,36,82,155,689920000,1299650000,510430000,2500000000,43,31,87,161,31000000,-35100000,4100000,0,6,-5,5,6
1_1465,522450000,1683660000,293890000,2500000000,32,27,76,135,516830000,1649090000,334080000,2500000000,38,24,71,133,-5620000,-34570000,40190000,0,6,-3,-5,-2
