polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_119,729220000,196780000,23150000,484020000,1066830000,2500000000,32,22,66,120,798820000,199300000,33920000,320520000,1147440000,2500000000,28,22,69,119,69600000,2520000,10770000,-163500000,80610000,0,-4,0,3,-1
1_120,73210000,1241440000,98990000,3340000,1083020000,2500000000,25,30,76,131,125380000,1131410000,156770000,189490000,896950000,2500000000,24,31,87,142,52170000,-110030000,57780000,186150000,-186070000,0,-1,1,11,11
1_121,307800000,1374150000,23120000,0,794930000,2500000000,22,23,61,106,424860000,1273470000,33810000,507930000,259930000,2500000000,28,27,68,123,117060000,-100680000,10690000,507930000,-535000000,0,6,4,7,17
1_122,135390000,1658220000,155370000,41480000,509540000,2500000000,28,33,89,150,169180000,1389290000,219390000,516570000,205570000,2500000000,24,36,95,155,33790000,-268930000,64020000,475090000,-303970000,0,-4,3,6,5
1_123,527380000,1449160000,5210000,12700000,505550000,2500000000,29,23,61,113,732110000,1314550000,11180000,134040000,308120000,2500000000,27,23,59,109,204730000,-134610000,5970000,121340000,-197430000,0,-2,0,-2,-4
1_124,538780000,1018480000,19950000,0,922790000,2500000000,28,24,67,119,475490000,881890000,32260000,269110000,841250000,2500000000,29,24,69,122,-63290000,-136590000,12310000,269110000,-81540000,0,1,0,2,3
1_125,465950000,762500000,8840000,6790000,1255920000,2500000000,28,23,61,112,637290000,661610000,16600000,320530000,863970000,2500000000,29,32,68,129,171340000,-100890000,7760000,313740000,-391950000,0,1,9,7,17
1_126,772010000,471320000,2940000,98510000,1155220000,2500000000,26,22,62,110,1009100000,289830000,3670000,618530000,578870000,2500000000,33,24,70,127,237090000,-181490000,730000,520020000,-576350000,0,7,2,8,17
1_127,739550000,581680000,1110000,30220000,1147440000,2500000000,32,25,72,129,1031050000,465970000,4690000,273160000,725130000,2500000000,31,23,74,128,291500000,-115710000,3580000,242940000,-422310000,0,-1,-2,2,-1
1_128,209990000,901850000,115750000,33840000,1238570000,2500000000,29,25,66,120,404490000,583170000,170520000,503700000,838120000,2500000000,29,26,82,137,194500000,-318680000,54770000,469860000,-400450000,0,0,1,16,17
1_129,56430000,987090000,240870000,700000,1214910000,2500000000,28,32,87,147,64350000,830940000,324200000,114450000,1166060000,2500000000,27,33,98,158,7920000,-156150000,83330000,113750000,-48850000,0,-1,1,11,11
1_130,46080000,1244970000,83640000,1150000,1124160000,2500000000,30,29,77,136,80850000,1113790000,143980000,181250000,980130000,2500000000,29,29,83,141,34770000,-131180000,60340000,180100000,-144030000,0,-1,0,6,5
1_131,457390000,956260000,64640000,650000,1021060000,2500000000,35,30,81,146,536490000,688490000,104810000,309140000,861070000,2500000000,30,28,85,143,79100000,-267770000,40170000,308490000,-159990000,0,-5,-2,4,-3
1_132,378300000,508300000,4670000,656220000,952510000,2500000000,36,27,86,149,463330000,428390000,18300000,717750000,872230000,2500000000,35,29,84,148,85030000,-79910000,13630000,61530000,-80280000,0,-1,2,-2,-1
1_133,201010000,1774140000,45880000,411030000,67940000,2500000000,36,40,81,157,103080000,1743410000,74820000,485700000,92990000,2500000000,29,34,81,144,-97930000,-30730000,28940000,74670000,25050000,0,-7,-6,0,-13
1_134,626350000,1255410000,39620000,132860000,445760000,2500000000,31,37,81,149,579300000,880160000,94440000,378750000,567350000,2500000000,33,34,84,151,-47050000,-375250000,54820000,245890000,121590000,0,2,-3,3,2
1_135,363600000,386730000,2460000,536460000,1210750000,2500000000,37,32,79,148,449190000,340460000,15920000,318750000,1375680000,2500000000,36,30,82,148,85590000,-46270000,13460000,-217710000,164930000,0,-1,-2,3,0
1_136,568290000,406610000,42240000,564000000,918860000,2500000000,37,31,81,149,915490000,273480000,61770000,531530000,717730000,2500000000,34,27,81,142,347200000,-133130000,19530000,-32470000,-201130000,0,-3,-4,0,-7
1_137,143580000,2241420000,12120000,60380000,42500000,2500000000,27,31,77,135,159370000,2185960000,28820000,61870000,63980000,2500000000,31,34,73,138,15790000,-55460000,16700000,1490000,21480000,0,4,3,-4,3
1_138,147220000,1940430000,6010000,142490000,263850000,2500000000,31,32,76,139,142120000,1847340000,25440000,247590000,237510000,2500000000,31,34,78,143,-5100000,-93090000,19430000,105100000,-26340000,0,0,2,2,4
1_139,770250000,1411350000,14550000,56760000,247090000,2500000000,30,28,64,122,977820000,1298490000,47690000,69670000,106330000,2500000000,32,34,74,140,207570000,-112860000,33140000,12910000,-140760000,0,2,6,10,18
1_140,383340000,1412210000,29560000,371230000,303660000,2500000000,34,33,79,146,434690000,1393530000,62050000,415730000,194000000,2500000000,33,34,85,152,51350000,-18680000,32490000,44500000,-109660000,0,-1,1,6,6
1_141,46580000,2372500000,6310000,50410000,24200000,2500000000,22,31,70,123,55150000,2375850000,17830000,26020000,25150000,2500000000,23,33,73,129,8570000,3350000,11520000,-24390000,950000,0,1,2,3,6
1_142,103080000,2300680000,14140000,25000000,57100000,2500000000,26,31,75,132,133050000,2230510000,41790000,30940000,63710000,2500000000,29,32,70,131,29970000,-70170000,27650000,5940000,6610000,0,3,1,-5,-1
1_143,119490000,2226540000,18080000,18330000,117560000,2500000000,29,33,78,140,143210000,2192690000,41730000,30480000,91890000,2500000000,26,35,75,136,23720000,-33850000,23650000,12150000,-25670000,0,-3,2,-3,-4
1_144,256750000,1871490000,59540000,50550000,261670000,2500000000,29,29,79,137,383530000,1736940000,112600000,89790000,177140000,2500000000,30,32,75,137,126780000,-134550000,53060000,39240000,-84530000,0,1,3,-4,0
1_145,1131830000,125560000,1570000,223300000,1017740000,2500000000,35,23,71,129,839510000,96120000,4320000,200740000,1359310000,2500000000,39,23,76,138,-292320000,-29440000,2750000,-22560000,341570000,0,4,0,5,9
1_146,849210000,1068750000,5420000,143310000,433310000,2500000000,34,31,80,145,956870000,975960000,14180000,205340000,347650000,2500000000,32,32,82,146,107660000,-92790000,8760000,62030000,-85660000,0,-2,1,2,1
1_147,982080000,73350000,3720000,323650000,1117200000,2500000000,36,24,75,135,820760000,115610000,3220000,437800000,1122610000,2500000000,36,23,75,134,-161320000,42260000,-500000,114150000,5410000,0,0,-1,0,-1
1_148,585080000,1475130000,6070000,122600000,311120000,2500000000,40,28,81,149,696900000,1343060000,14700000,206460000,238880000,2500000000,37,31,82,150,111820000,-132070000,8630000,83860000,-72240000,0,-3,3,1,1
1_149,294280000,141930000,7420000,222250000,1573920000,2239800000,19,18,63,100,280640000,283700000,16870000,67010000,1591580000,2239800000,26,22,64,112,-13640000,141770000,9450000,-155240000,17660000,0,7,4,1,12
1_150,55750000,47410000,5760000,91550000,1479660000,1680130000,25,25,61,111,58320000,47850000,13300000,70660000,1490000000,1680130000,25,23,66,114,2570000,440000,7540000,-20890000,10340000,0,0,-2,5,3
1_151,206050000,970110000,535360000,382790000,405690000,2500000000,34,31,85,150,437510000,776500000,655860000,324240000,305890000,2500000000,35,32,95,162,231460000,-193610000,120500000,-58550000,-99800000,0,1,1,10,12
1_152,410630000,1336870000,4780000,244120000,503600000,2500000000,30,26,72,128,622660000,1291730000,14930000,356120000,214560000,2500000000,33,32,80,145,212030000,-45140000,10150000,112000000,-289040000,0,3,6,8,17
1_153,507360000,279410000,83600000,801490000,828140000,2500000000,37,32,84,153,868580000,287810000,110100000,710050000,523460000,2500000000,37,32,90,159,361220000,8400000,26500000,-91440000,-304680000,0,0,0,6,6
1_154,572850000,865400000,5750000,214080000,841920000,2500000000,32,28,71,131,703900000,725510000,7590000,464510000,598490000,2500000000,35,30,78,143,131050000,-139890000,1840000,250430000,-243430000,0,3,2,7,12
1_155,345510000,1177800000,29480000,110930000,836280000,2500000000,35,31,79,145,501120000,1002970000,48320000,318990000,628600000,2500000000,35,33,87,155,155610000,-174830000,18840000,208060000,-207680000,0,0,2,8,10
1_156,126200000,2127250000,29480000,10780000,206290000,2500000000,30,31,75,136,150420000,2086200000,55060000,122130000,86190000,2500000000,32,29,77,138,24220000,-41050000,25580000,111350000,-120100000,0,2,-2,2,2
1_157,215360000,2062410000,9710000,28430000,184090000,2500000000,31,32,71,134,303870000,1960750000,26090000,38830000,170460000,2500000000,31,30,78,139,88510000,-101660000,16380000,10400000,-13630000,0,0,-2,7,5
1_158,1226790000,681080000,7620000,129950000,454560000,2500000000,35,29,82,146,1168880000,554840000,11140000,196370000,568770000,2500000000,40,30,84,154,-57910000,-126240000,3520000,66420000,114210000,0,5,1,2,8
1_159,824830000,1161830000,1660000,101000000,410680000,2500000000,35,28,85,148,1049210000,999090000,11860000,101510000,338330000,2500000000,33,27,75,135,224380000,-162740000,10200000,510000,-72350000,0,-2,-1,-10,-13
1_160,713600000,232730000,25710000,510050000,1017910000,2500000000,25,27,80,132,709120000,229390000,36320000,639190000,885980000,2500000000,38,32,80,150,-4480000,-3340000,10610000,129140000,-131930000,0,13,5,0,18
1_161,484210000,1076310000,2770000,180650000,756060000,2500000000,28,29,84,141,593520000,1011830000,6450000,405280000,482920000,2500000000,35,30,80,145,109310000,-64480000,3680000,224630000,-273140000,0,7,1,-4,4
1_162,925920000,477670000,19720000,432560000,644130000,2500000000,30,25,77,132,1027430000,489380000,44520000,431330000,507340000,2500000000,37,27,83,147,101510000,11710000,24800000,-1230000,-136790000,0,7,2,6,15
1_163,527230000,1293730000,3050000,28310000,647680000,2500000000,33,32,83,148,686820000,1247940000,7900000,109560000,447780000,2500000000,35,30,81,146,159590000,-45790000,4850000,81250000,-199900000,0,2,-2,-2,-2
1_164,12350000,94040000,30170000,4490000,1856950000,1998000000,16,28,69,113,15250000,89270000,34640000,4660000,1854180000,1998000000,16,23,66,105,2900000,-4770000,4470000,170000,-2770000,0,0,-5,-3,-8
1_165,150350000,519740000,133190000,54420000,1637230000,2494930000,27,29,81,137,174950000,495480000,153630000,63890000,1606980000,2494930000,27,30,77,134,24600000,-24260000,20440000,9470000,-30250000,0,0,1,-4,-3
1_166,404410000,1610740000,12300000,34180000,438370000,2500000000,31,28,70,129,536750000,1318270000,16620000,201940000,426420000,2500000000,32,29,85,146,132340000,-292470000,4320000,167760000,-11950000,0,1,1,15,17
1_167,1179840000,563530000,540000,65900000,690190000,2500000000,32,26,72,130,1394690000,463320000,3330000,364200000,274460000,2500000000,30,23,73,126,214850000,-100210000,2790000,298300000,-415730000,0,-2,-3,1,-4
1_168,405160000,1218250000,1940000,281740000,592910000,2500000000,27,30,66,123,527850000,1092820000,4710000,486960000,387660000,2500000000,31,31,73,135,122690000,-125430000,2770000,205220000,-205250000,0,4,1,7,12
1_169,690450000,1197540000,7400000,166730000,437880000,2500000000,27,31,71,129,868980000,894100000,8420000,408060000,320440000,2500000000,32,29,77,138,178530000,-303440000,1020000,241330000,-117440000,0,5,-2,6,9
1_170,1091690000,611850000,1460000,182660000,612340000,2500000000,24,27,62,113,1156540000,439770000,2490000,423140000,478060000,2500000000,25,26,65,116,64850000,-172080000,1030000,240480000,-134280000,0,1,-1,3,3
1_171,1170060000,519070000,12370000,109750000,688750000,2500000000,37,30,83,150,1122100000,428440000,30750000,298040000,620670000,2500000000,36,28,85,149,-47960000,-90630000,18380000,188290000,-68080000,0,-1,-2,2,-1
1_172,1165950000,632560000,6740000,138080000,556670000,2500000000,38,28,77,143,1368200000,537980000,15610000,213960000,364250000,2500000000,34,30,80,144,202250000,-94580000,8870000,75880000,-192420000,0,-4,2,3,1
1_173,383700000,1356340000,21380000,67730000,670850000,2500000000,39,36,91,166,394660000,1167240000,39190000,142700000,756210000,2500000000,36,34,84,154,10960000,-189100000,17810000,74970000,85360000,0,-3,-2,-7,-12
1_174,373670000,1367310000,920000,106260000,651840000,2500000000,33,27,75,135,483180000,1254650000,5540000,270420000,486210000,2500000000,33,32,80,145,109510000,-112660000,4620000,164160000,-165630000,0,0,5,5,10
1_175,1174710000,66370000,88680000,489280000,680960000,2500000000,31,26,74,131,1521090000,202060000,139530000,305950000,331370000,2500000000,32,29,86,147,346380000,135690000,50850000,-183330000,-349590000,0,1,3,12,16
1_176,631160000,1491310000,44320000,20730000,312480000,2500000000,35,32,90,157,703080000,1359370000,91110000,52190000,294250000,2500000000,38,35,100,173,71920000,-131940000,46790000,31460000,-18230000,0,3,3,10,16
1_177,1275870000,27680000,61990000,577690000,556770000,2500000000,37,26,79,142,1461240000,61680000,98480000,553440000,325160000,2500000000,34,25,79,138,185370000,34000000,36490000,-24250000,-231610000,0,-3,-1,0,-4
1_178,693310000,1299470000,16240000,135240000,355740000,2500000000,38,34,92,164,785680000,1205050000,33270000,141460000,334540000,2500000000,38,32,88,158,92370000,-94420000,17030000,6220000,-21200000,0,0,-2,-4,-6
1_179,43680000,639190000,106510000,328830000,1381790000,2500000000,24,34,82,140,45480000,611760000,132320000,323010000,1387430000,2500000000,25,34,83,142,1800000,-27430000,25810000,-5820000,5640000,0,1,0,1,2
1_180,237000000,1144870000,150290000,240240000,727600000,2500000000,26,37,87,150,297240000,1115780000,176730000,237570000,672680000,2500000000,29,30,82,141,60240000,-29090000,26440000,-2670000,-54920000,0,3,-7,-5,-9
1_181,4690000,88740000,40670000,12080000,1969870000,2116050000,17,30,75,122,6830000,83910000,43910000,11300000,1970100000,2116050000,22,29,75,126,2140000,-4830000,3240000,-780000,230000,0,5,-1,0,4
1_182,263480000,1636930000,105190000,391910000,102490000,2500000000,27,31,83,141,283020000,1612810000,129110000,381580000,93480000,2500000000,25,25,77,127,19540000,-24120000,23920000,-10330000,-9010000,0,-2,-6,-6,-14
1_183,40760000,926270000,195100000,536320000,801550000,2500000000,19,38,85,142,48540000,905470000,227950000,500810000,817230000,2500000000,25,43,91,159,7780000,-20800000,32850000,-35510000,15680000,0,6,5,6,17
1_184,487610000,954170000,8890000,158290000,891040000,2500000000,25,21,63,109,645630000,832900000,19860000,224560000,777050000,2500000000,29,26,67,122,158020000,-121270000,10970000,66270000,-113990000,0,4,5,4,13
1_185,179570000,1788640000,7480000,3270000,521040000,2500000000,26,33,72,131,260690000,1646900000,11310000,14030000,567070000,2500000000,29,34,75,138,81120000,-141740000,3830000,10760000,46030000,0,3,1,3,7
1_186,131700000,1965880000,24820000,1710000,375890000,2500000000,31,37,87,155,171150000,1840960000,49430000,36150000,402310000,2500000000,30,41,93,164,39450000,-124920000,24610000,34440000,26420000,0,-1,4,6,9
1_187,196100000,1695170000,17150000,42350000,549230000,2500000000,33,34,78,145,222340000,1590760000,33010000,83740000,570150000,2500000000,33,36,87,156,26240000,-104410000,15860000,41390000,20920000,0,0,2,9,11
1_188,499460000,1443880000,5860000,2480000,548320000,2500000000,35,33,82,150,639090000,1333590000,11990000,31630000,483700000,2500000000,35,34,93,162,139630000,-110290000,6130000,29150000,-64620000,0,0,1,11,12
1_189,1164500000,229800000,12190000,713960000,379550000,2500000000,42,29,84,155,1273600000,181390000,20680000,877910000,146420000,2500000000,36,22,74,132,109100000,-48410000,8490000,163950000,-233130000,0,-6,-7,-10,-23
1_190,625470000,1248390000,48850000,15770000,561520000,2500000000,40,32,88,160,759080000,1106920000,78730000,33650000,521620000,2500000000,39,36,90,165,133610000,-141470000,29880000,17880000,-39900000,0,-1,4,2,5
1_191,1044700000,457090000,24360000,808400000,165450000,2500000000,40,24,82,146,1066360000,449310000,31930000,814450000,137950000,2500000000,37,25,77,139,21660000,-7780000,7570000,6050000,-27500000,0,-3,1,-5,-7
1_192,1237830000,364860000,2440000,153880000,740990000,2500000000,39,25,79,143,1437220000,305300000,4220000,173180000,580080000,2500000000,41,25,88,154,199390000,-59560000,1780000,19300000,-160910000,0,2,0,9,11
1_193,650180000,53060000,37850000,650000,1449160000,2190900000,22,18,63,103,474780000,64510000,44660000,650000,1606300000,2190900000,28,18,72,118,-175400000,11450000,6810000,0,157140000,0,6,0,9,15
1_194,595070000,510110000,177160000,212230000,972170000,2466740000,27,23,81,131,536810000,499490000,220540000,207060000,1002840000,2466740000,32,28,87,147,-58260000,-10620000,43380000,-5170000,30670000,0,5,5,6,16
1_195,1710380000,455660000,58930000,10740000,264290000,2500000000,23,16,64,103,626940000,497610000,74340000,9480000,1291630000,2500000000,29,23,65,117,-1083440000,41950000,15410000,-1260000,1027340000,0,6,7,1,14
1_196,595790000,1609260000,89470000,177260000,28220000,2500000000,29,21,78,128,556690000,1587300000,120800000,179790000,55420000,2500000000,30,25,77,132,-39100000,-21960000,31330000,2530000,27200000,0,1,4,-1,4
1_197,268400000,2860000,36110000,850000,1436480000,1744700000,21,20,67,108,263280000,1740000,39770000,660000,1439250000,1744700000,27,23,71,121,-5120000,-1120000,3660000,-190000,2770000,0,6,3,4,13
1_198,271530000,12310000,58320000,30000,1545270000,1887460000,21,19,66,106,249130000,11390000,64390000,330000,1562220000,1887460000,21,17,67,105,-22400000,-920000,6070000,300000,16950000,0,0,-2,1,-1
1_199,711380000,499790000,355840000,136650000,796340000,2500000000,27,30,81,138,868560000,469190000,427030000,106200000,629020000,2500000000,30,25,83,138,157180000,-30600000,71190000,-30450000,-167320000,0,3,-5,2,0
1_200,95670000,131240000,60190000,42800000,1845780000,2175680000,25,31,81,137,124150000,118150000,79590000,38090000,1815700000,2175680000,23,34,84,141,28480000,-13090000,19400000,-4710000,-30080000,0,-2,3,3,4
1_201,67030000,11850000,16070000,4190000,1488310000,1587450000,19,20,66,105,134070000,10370000,18450000,4170000,1420390000,1587450000,21,21,62,104,67040000,-1480000,2380000,-20000,-67920000,0,2,1,-4,-1
1_202,293760000,1712970000,99840000,290600000,102830000,2500000000,24,35,85,144,292300000,1659970000,144230000,297550000,105950000,2500000000,27,40,90,157,-1460000,-53000000,44390000,6950000,3120000,0,3,5,5,13
1_203,334950000,1135200000,45670000,245910000,738270000,2500000000,25,23,79,127,484060000,1109660000,69340000,239710000,597230000,2500000000,25,34,90,149,149110000,-25540000,23670000,-6200000,-141040000,0,0,11,11,22
1_204,102240000,1881020000,110690000,393150000,12900000,2500000000,26,36,78,140,107100000,1830190000,157870000,387630000,17210000,2500000000,25,22,78,125,4860000,-50830000,47180000,-5520000,4310000,0,-1,-14,0,-15
1_205,40580000,625090000,130990000,231520000,1471820000,2500000000,26,40,91,157,41810000,608100000,150890000,226200000,1473000000,2500000000,25,40,90,155,1230000,-16990000,19900000,-5320000,1180000,0,-1,0,-1,-2
1_206,144570000,1729910000,79800000,536400000,9320000,2500000000,27,27,76,130,146690000,1710800000,108380000,524960000,9170000,2500000000,29,24,82,135,2120000,-19110000,28580000,-11440000,-150000,0,2,-3,6,5
1_207,122150000,1965140000,124950000,272650000,15110000,2500000000,23,31,81,135,122810000,1940420000,155920000,269170000,11680000,2500000000,26,31,80,137,660000,-24720000,30970000,-3480000,-3430000,0,3,0,-1,2
1_208,172030000,1724640000,70970000,508740000,23620000,2500000000,27,28,82,137,179490000,1739370000,87590000,466000000,27550000,2500000000,25,23,78,126,7460000,14730000,16620000,-42740000,3930000,0,-2,-5,-4,-11
1_209,86690000,1586510000,283360000,478830000,64610000,2500000000,28,35,85,148,91760000,1554270000,344830000,441150000,67990000,2500000000,29,38,89,156,5070000,-32240000,61470000,-37680000,3380000,0,1,3,4,8
1_210,135830000,1352160000,155620000,816120000,40270000,2500000000,28,30,82,140,141850000,1340220000,197460000,777910000,42560000,2500000000,28,31,87,146,6020000,-11940000,41840000,-38210000,2290000,0,0,1,5,6
1_211,129650000,1703280000,103900000,547670000,15500000,2500000000,28,26,75,129,131340000,1655790000,142580000,551810000,18480000,2500000000,29,28,84,141,1690000,-47490000,38680000,4140000,2980000,0,1,2,9,12
1_212,810760000,523760000,540000,174230000,990710000,2500000000,31,24,70,125,1048150000,311990000,3830000,554740000,581290000,2500000000,32,23,70,125,237390000,-211770000,3290000,380510000,-409420000,0,1,-1,0,0
1_213,105690000,2070470000,12160000,0,311680000,2500000000,21,32,71,124,130440000,1971240000,21030000,26530000,350760000,2500000000,28,34,77,139,24750000,-99230000,8870000,26530000,39080000,0,7,2,6,15
1_214,476550000,1254270000,7030000,31230000,730920000,2500000000,38,38,102,178,548870000,1245710000,14010000,28330000,663080000,2500000000,37,34,88,159,72320000,-8560000,6980000,-2900000,-67840000,0,-1,-4,-14,-19
1_215,181910000,1949230000,6800000,4990000,357070000,2500000000,26,35,81,142,181450000,1915610000,12800000,20690000,369450000,2500000000,26,32,77,135,-460000,-33620000,6000000,15700000,12380000,0,0,-3,-4,-7
1_216,832090000,589140000,90280000,717830000,270660000,2500000000,40,26,81,147,838190000,567890000,114010000,717360000,262550000,2500000000,42,21,79,142,6100000,-21250000,23730000,-470000,-8110000,0,2,-5,-2,-5
1_217,873500000,159330000,8640000,486100000,972430000,2500000000,43,27,82,152,1027320000,141850000,14600000,478780000,837450000,2500000000,41,26,86,153,153820000,-17480000,5960000,-7320000,-134980000,0,-2,-1,4,1
1_218,449870000,1535440000,152210000,245050000,117430000,2500000000,24,17,68,109,477980000,1449260000,242070000,233380000,97310000,2500000000,26,22,74,122,28110000,-86180000,89860000,-11670000,-20120000,0,2,5,6,13
1_219,1371640000,761720000,42530000,113280000,210830000,2500000000,22,16,68,106,1215910000,737520000,66420000,104830000,375320000,2500000000,28,19,68,115,-155730000,-24200000,23890000,-8450000,164490000,0,6,3,0,9
1_220,261140000,2068690000,107120000,50980000,12070000,2500000000,27,25,81,133,258990000,2033450000,139510000,56450000,11600000,2500000000,26,29,79,134,-2150000,-35240000,32390000,5470000,-470000,0,-1,4,-2,1
1_221,536380000,1595500000,32230000,108820000,227070000,2500000000,27,20,72,119,668630000,1570250000,52890000,107780000,100450000,2500000000,27,18,73,118,132250000,-25250000,20660000,-1040000,-126620000,0,0,-2,1,-1
1_222,274950000,1777050000,99700000,330120000,18180000,2500000000,27,27,69,123,276380000,1748040000,117550000,335600000,22430000,2500000000,32,28,84,144,1430000,-29010000,17850000,5480000,4250000,0,5,1,15,21
1_223,586180000,1239560000,84900000,565260000,24100000,2500000000,31,29,83,143,590890000,1233970000,102590000,542970000,29580000,2500000000,28,29,87,144,4710000,-5590000,17690000,-22290000,5480000,0,-3,0,4,1
1_224,524930000,1607940000,118530000,193780000,54820000,2500000000,31,32,83,146,517110000,1589080000,145190000,189900000,58720000,2500000000,34,32,90,156,-7820000,-18860000,26660000,-3880000,3900000,0,3,0,7,10
1_225,29850000,260420000,40150000,344060000,1825520000,2500000000,17,25,64,106,24740000,397660000,49300000,164700000,1863600000,2500000000,22,24,65,111,-5110000,137240000,9150000,-179360000,38080000,0,5,-1,1,5
1_226,158680000,443870000,59330000,681430000,1156690000,2500000000,24,28,72,124,122420000,681520000,83560000,382530000,1229970000,2500000000,24,24,63,111,-36260000,237650000,24230000,-298900000,73280000,0,0,-4,-9,-13
1_227,48050000,147670000,14610000,645280000,1384920000,2240530000,20,26,65,111,32180000,339550000,23850000,413090000,1431860000,2240530000,20,21,59,100,-15870000,191880000,9240000,-232190000,46940000,0,0,-5,-6,-11
1_228,5370000,75550000,5560000,232230000,1466730000,1785440000,19,24,57,100,15360000,65020000,7170000,213030000,1484860000,1785440000,22,22,60,104,9990000,-10530000,1610000,-19200000,18130000,0,3,-2,3,4
1_229,1890000,78430000,29480000,404970000,1829880000,2344650000,22,33,73,128,19470000,137360000,42730000,308490000,1836600000,2344650000,24,30,65,119,17580000,58930000,13250000,-96480000,6720000,0,2,-3,-8,-9
1_230,41330000,115520000,187470000,580300000,1575380000,2500000000,13,28,56,97,39010000,86620000,197480000,594250000,1582640000,2500000000,14,26,61,101,-2320000,-28900000,10010000,13950000,7260000,0,1,-2,5,4
1_231,22110000,225070000,46300000,887620000,1318570000,2499670000,15,22,58,95,28440000,199220000,66490000,887320000,1318200000,2499670000,13,25,56,94,6330000,-25850000,20190000,-300000,-370000,0,-2,3,-2,-1
1_232,323120000,29270000,0,377660000,1769950000,2500000000,16,30,55,101,343600000,1770000,9070000,133160000,2012400000,2500000000,13,20,51,84,20480000,-27500000,9070000,-244500000,242450000,0,-3,-10,-4,-17
1_233,199420000,68520000,90520000,654370000,1487170000,2500000000,18,32,65,115,205810000,70210000,112730000,415200000,1696050000,2500000000,27,29,76,132,6390000,1690000,22210000,-239170000,208880000,0,9,-3,11,17
1_234,248470000,44640000,11300000,490690000,1704900000,2500000000,24,31,82,137,251290000,47160000,26380000,362150000,1813020000,2500000000,22,24,69,115,2820000,2520000,15080000,-128540000,108120000,0,-2,-7,-13,-22
1_235,29600000,653710000,142240000,47080000,1627370000,2500000000,19,30,75,124,35330000,632450000,159170000,51590000,1621460000,2500000000,21,26,67,114,5730000,-21260000,16930000,4510000,-5910000,0,2,-4,-8,-10
1_236,20640000,319350000,37250000,18520000,2101890000,2497650000,17,33,76,126,25450000,312910000,43600000,21090000,2094600000,2497650000,20,27,75,122,4810000,-6440000,6350000,2570000,-7290000,0,3,-6,-1,-4
1_237,89290000,317310000,91340000,638070000,1362970000,2498980000,28,29,75,132,80320000,481030000,108150000,410380000,1419100000,2498980000,27,22,73,122,-8970000,163720000,16810000,-227690000,56130000,0,-1,-7,-2,-10
1_238,59970000,94990000,35130000,711920000,1597990000,2500000000,18,20,55,93,61820000,166480000,43940000,633900000,1593860000,2500000000,22,22,61,105,1850000,71490000,8810000,-78020000,-4130000,0,4,2,6,12
