polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_600,1053810000,92010000,54550000,453220000,846410000,2500000000,41,21,83,145,1031840000,98560000,62750000,309060000,997790000,2500000000,46,18,84,148,-21970000,6550000,8200000,-144160000,151380000,0,5,-3,1,3
1_601,479580000,2000000,23900000,729190000,1265330000,2500000000,36,17,64,117,400140000,8950000,27680000,615840000,1447390000,2500000000,42,15,68,125,-79440000,6950000,3780000,-113350000,182060000,0,6,-2,4,8
1_602,789380000,105240000,30790000,455420000,1119170000,2500000000,40,15,72,127,783390000,121970000,39750000,312080000,1242810000,2500000000,45,18,84,147,-5990000,16730000,8960000,-143340000,123640000,0,5,3,12,20
1_603,485610000,1082000000,272580000,152800000,507010000,2500000000,39,30,83,152,480140000,921750000,293630000,298340000,506140000,2500000000,40,30,90,160,-5470000,-160250000,21050000,145540000,-870000,0,1,0,7,8
1_604,909120000,226340000,167600000,946490000,250450000,2500000000,46,23,75,144,878650000,236710000,177340000,878080000,329220000,2500000000,49,21,82,152,-30470000,10370000,9740000,-68410000,78770000,0,3,-2,7,8
1_605,802060000,192800000,134710000,1283540000,86890000,2500000000,46,28,84,158,798640000,60840000,166370000,1402310000,71840000,2500000000,47,27,85,159,-3420000,-131960000,31660000,118770000,-15050000,0,1,-1,1,1
1_606,861340000,24890000,84550000,954720000,574500000,2500000000,45,20,68,133,853310000,27900000,105900000,949500000,563390000,2500000000,43,21,70,134,-8030000,3010000,21350000,-5220000,-11110000,0,-2,1,2,1
1_607,494860000,538850000,40330000,37940000,1388020000,2500000000,19,23,67,109,501390000,542470000,48050000,35740000,1372350000,2500000000,19,19,69,107,6530000,3620000,7720000,-2200000,-15670000,0,0,-4,2,-2
1_608,1207500000,964320000,25190000,124280000,178710000,2500000000,22,19,63,104,1216750000,996140000,34010000,125340000,127760000,2500000000,24,15,64,103,9250000,31820000,8820000,1060000,-50950000,0,2,-4,1,-1
1_609,394610000,1067080000,29860000,43750000,964700000,2500000000,19,26,74,119,409460000,1089130000,34230000,41680000,925500000,2500000000,18,21,81,120,14850000,22050000,4370000,-2070000,-39200000,0,-1,-5,7,1
1_610,1557750000,601810000,127200000,83360000,129880000,2500000000,26,26,80,132,1541900000,612110000,143750000,70700000,131540000,2500000000,37,29,91,157,-15850000,10300000,16550000,-12660000,1660000,0,11,3,11,25
1_611,569700000,1305830000,153040000,23180000,448250000,2500000000,22,26,73,121,536460000,1284280000,192190000,18610000,468460000,2500000000,24,24,80,128,-33240000,-21550000,39150000,-4570000,20210000,0,2,-2,7,7
1_612,1351520000,835750000,159920000,62960000,89850000,2500000000,30,20,70,120,1343560000,826630000,179890000,50340000,99580000,2500000000,33,20,76,129,-7960000,-9120000,19970000,-12620000,9730000,0,3,0,6,9
1_613,886470000,1406740000,107920000,26070000,72800000,2500000000,18,23,72,113,893740000,1404890000,127550000,20650000,53170000,2500000000,24,16,67,107,7270000,-1850000,19630000,-5420000,-19630000,0,6,-7,-5,-6
1_614,114490000,2142240000,198840000,2340000,42090000,2500000000,20,31,77,128,44820000,2109150000,230960000,1980000,113090000,2500000000,20,25,80,125,-69670000,-33090000,32120000,-360000,71000000,0,0,-6,3,-3
1_615,803950000,1406940000,107440000,44660000,137010000,2500000000,32,19,72,123,803680000,1391890000,117390000,36230000,150810000,2500000000,32,21,82,135,-270000,-15050000,9950000,-8430000,13800000,0,0,2,10,12
1_616,35610000,2312270000,102360000,980000,48780000,2500000000,16,26,65,107,18500000,2292360000,123270000,290000,65580000,2500000000,16,24,76,116,-17110000,-19910000,20910000,-690000,16800000,0,0,-2,11,9
1_617,484980000,1650710000,202040000,44470000,117800000,2500000000,34,26,83,143,483710000,1619160000,226820000,40020000,130290000,2500000000,30,25,86,141,-1270000,-31550000,24780000,-4450000,12490000,0,-4,-1,3,-2
1_618,1449110000,232330000,62100000,261430000,495030000,2500000000,45,20,74,139,1428450000,266610000,66760000,194930000,543250000,2500000000,46,19,73,138,-20660000,34280000,4660000,-66500000,48220000,0,1,-1,-1,-1
1_619,90820000,1850150000,246260000,67500000,245270000,2500000000,27,31,83,141,94710000,1807480000,287090000,66250000,244470000,2500000000,32,26,80,138,3890000,-42670000,40830000,-1250000,-800000,0,5,-5,-3,-3
1_620,1405460000,492890000,132270000,310490000,158890000,2500000000,45,20,76,141,1412780000,471920000,150930000,308240000,156130000,2500000000,44,21,77,142,7320000,-20970000,18660000,-2250000,-2760000,0,-1,1,1,1
1_621,216260000,1934910000,253200000,31240000,64390000,2500000000,20,24,72,116,216350000,1928740000,293880000,32100000,28930000,2500000000,24,21,73,118,90000,-6170000,40680000,860000,-35460000,0,4,-3,1,2
1_622,564340000,81130000,10870000,555430000,1288230000,2500000000,40,18,74,132,551600000,83850000,17380000,380760000,1466410000,2500000000,44,17,78,139,-12740000,2720000,6510000,-174670000,178180000,0,4,-1,4,7
1_623,1084080000,204220000,41230000,538500000,631970000,2500000000,40,16,73,129,1087540000,200940000,46720000,388230000,776570000,2500000000,45,17,77,139,3460000,-3280000,5490000,-150270000,144600000,0,5,1,4,10
1_624,1522080000,409200000,102550000,162170000,304000000,2500000000,40,19,75,134,1528790000,402640000,104810000,117480000,346280000,2500000000,48,20,76,144,6710000,-6560000,2260000,-44690000,42280000,0,8,1,1,10
1_625,935430000,158390000,75930000,983170000,347080000,2500000000,46,24,75,145,986300000,3360000,98690000,1140540000,271110000,2500000000,45,23,79,147,50870000,-155030000,22760000,157370000,-75970000,0,-1,-1,4,2
1_626,837530000,27260000,57730000,684210000,893270000,2500000000,38,12,55,105,841060000,21000000,79390000,684330000,874220000,2500000000,42,17,65,124,3530000,-6260000,21660000,120000,-19050000,0,4,5,10,19
1_627,1238390000,101830000,74880000,541750000,543150000,2500000000,46,25,80,151,1280930000,11660000,78960000,668090000,460360000,2500000000,46,28,77,151,42540000,-90170000,4080000,126340000,-82790000,0,0,3,-3,0
1_628,852720000,69940000,103130000,584380000,889830000,2500000000,41,17,63,121,850970000,74050000,122150000,562270000,890560000,2500000000,45,16,73,134,-1750000,4110000,19020000,-22110000,730000,0,4,-1,10,13
1_629,200090000,888320000,30830000,78760000,1217160000,2415160000,19,19,66,104,204720000,872360000,38150000,43350000,1256580000,2415160000,21,23,77,121,4630000,-15960000,7320000,-35410000,39420000,0,2,4,11,17
1_630,561490000,1606090000,47940000,114640000,169840000,2500000000,21,22,74,117,575720000,1643750000,53900000,102440000,124190000,2500000000,25,20,72,117,14230000,37660000,5960000,-12200000,-45650000,0,4,-2,-2,0
1_631,682090000,1413310000,20150000,160580000,223870000,2500000000,19,22,67,108,728890000,1435370000,23080000,150140000,162520000,2500000000,24,23,73,120,46800000,22060000,2930000,-10440000,-61350000,0,5,1,6,12
1_632,1472740000,819490000,29770000,41280000,136720000,2500000000,28,16,68,112,1473480000,824930000,32540000,38630000,130420000,2500000000,32,14,64,110,740000,5440000,2770000,-2650000,-6300000,0,4,-2,-4,-2
1_633,1292030000,918490000,68790000,61690000,159000000,2500000000,26,17,72,115,1292470000,924620000,81160000,65730000,136020000,2500000000,36,18,73,127,440000,6130000,12370000,4040000,-22980000,0,10,1,1,12
1_634,11460000,2318450000,119960000,1040000,49090000,2500000000,13,20,57,90,9930000,2292730000,143100000,60000,54180000,2500000000,14,22,68,104,-1530000,-25720000,23140000,-980000,5090000,0,1,2,11,14
1_635,72590000,2212650000,94010000,25100000,95650000,2500000000,25,32,83,140,67570000,2184610000,119070000,21630000,107120000,2500000000,21,27,85,133,-5020000,-28040000,25060000,-3470000,11470000,0,-4,-5,2,-7
1_636,807140000,1238870000,211170000,182540000,60280000,2500000000,42,26,82,150,828810000,1162140000,271950000,186950000,50150000,2500000000,43,19,76,138,21670000,-76730000,60780000,4410000,-10130000,0,1,-7,-6,-12
1_637,104700000,2081430000,283030000,1330000,29510000,2500000000,17,14,59,90,116080000,2033440000,333240000,1010000,16230000,2500000000,19,18,62,99,11380000,-47990000,50210000,-320000,-13280000,0,2,4,3,9
1_638,1172300000,82050000,28490000,482010000,735150000,2500000000,42,16,76,134,1175420000,81250000,31650000,404920000,806760000,2500000000,43,17,70,130,3120000,-800000,3160000,-77090000,71610000,0,1,1,-6,-4
1_639,1371270000,265140000,49900000,259120000,554570000,2500000000,45,21,82,148,1394590000,207740000,59530000,267080000,571060000,2500000000,48,19,73,140,23320000,-57400000,9630000,7960000,16490000,0,3,-2,-9,-8
1_640,1475620000,42920000,106270000,704790000,170400000,2500000000,43,17,69,129,1415590000,43110000,135640000,717110000,188550000,2500000000,47,26,79,152,-60030000,190000,29370000,12320000,18150000,0,4,9,10,23
1_641,703450000,14270000,30940000,806990000,944350000,2500000000,42,15,62,119,680840000,14600000,58560000,783460000,962540000,2500000000,41,11,59,111,-22610000,330000,27620000,-23530000,18190000,0,-1,-4,-3,-8
1_642,1035150000,343460000,83610000,963090000,74690000,2500000000,35,20,71,126,1074340000,252850000,106630000,1006450000,59730000,2500000000,41,18,73,132,39190000,-90610000,23020000,43360000,-14960000,0,6,-2,2,6
1_643,898490000,973760000,148960000,443640000,35150000,2500000000,35,20,74,129,969480000,745490000,192550000,563080000,29400000,2500000000,38,18,69,125,70990000,-228270000,43590000,119440000,-5750000,0,3,-2,-5,-4
1_644,1120720000,1023250000,163270000,148500000,44260000,2500000000,37,24,69,130,1156350000,752920000,208610000,324090000,58030000,2500000000,40,20,72,132,35630000,-270330000,45340000,175590000,13770000,0,3,-4,3,2
1_645,1169780000,838360000,95180000,337090000,59590000,2500000000,35,19,67,121,1264620000,588790000,125410000,478070000,43110000,2500000000,37,17,68,122,94840000,-249570000,30230000,140980000,-16480000,0,2,-2,1,1
1_646,255060000,1471790000,557680000,126600000,88870000,2500000000,31,29,77,137,276810000,1327810000,654140000,142820000,98420000,2500000000,36,35,84,155,21750000,-143980000,96460000,16220000,9550000,0,5,6,7,18
1_647,630120000,1133510000,315970000,283680000,136720000,2500000000,36,27,75,138,640730000,958310000,390170000,351510000,159280000,2500000000,40,31,85,156,10610000,-175200000,74200000,67830000,22560000,0,4,4,10,18
1_648,659260000,693590000,640300000,458560000,48290000,2500000000,33,19,66,118,692870000,252330000,745040000,740290000,69470000,2500000000,36,27,74,137,33610000,-441260000,104740000,281730000,21180000,0,3,8,8,19
1_649,768660000,735560000,525830000,418820000,51130000,2500000000,35,23,70,128,793160000,413980000,606950000,631350000,54560000,2500000000,40,28,78,146,24500000,-321580000,81120000,212530000,3430000,0,5,5,8,18
1_650,213850000,1154890000,180540000,920040000,30680000,2500000000,36,36,85,157,214440000,1127880000,217020000,903460000,37200000,2500000000,37,43,93,173,590000,-27010000,36480000,-16580000,6520000,0,1,7,8,16
1_651,260290000,1301050000,318230000,516890000,103540000,2500000000,29,33,80,142,283850000,1175320000,380810000,538030000,121990000,2500000000,35,42,82,159,23560000,-125730000,62580000,21140000,18450000,0,6,9,2,17
1_652,244690000,1860950000,222810000,157080000,14470000,2500000000,30,29,74,133,255720000,1658200000,295060000,271940000,19080000,2500000000,34,34,78,146,11030000,-202750000,72250000,114860000,4610000,0,4,5,4,13
1_653,374290000,1137200000,779450000,151800000,57260000,2500000000,28,26,69,123,446520000,934250000,845020000,232050000,42160000,2500000000,33,30,76,139,72230000,-202950000,65570000,80250000,-15100000,0,5,4,7,16
1_654,256100000,713140000,175430000,1231960000,123370000,2500000000,35,33,87,155,263940000,715570000,218310000,1138680000,163500000,2500000000,41,44,90,175,7840000,2430000,42880000,-93280000,40130000,0,6,11,3,20
1_655,205380000,617290000,190180000,1379870000,107280000,2500000000,32,37,87,156,205840000,610980000,229380000,1333910000,119890000,2500000000,42,42,90,174,460000,-6310000,39200000,-45960000,12610000,0,10,5,3,18
1_656,146680000,1822910000,176630000,297190000,56590000,2500000000,33,36,83,152,166910000,1707590000,224000000,327800000,73700000,2500000000,35,41,86,162,20230000,-115320000,47370000,30610000,17110000,0,2,5,3,10
1_657,336700000,1754690000,130670000,161110000,116830000,2500000000,31,33,81,145,365600000,1534670000,191840000,298550000,109340000,2500000000,34,37,80,151,28900000,-220020000,61170000,137440000,-7490000,0,3,4,-1,6
1_658,14340000,442000000,56970000,567130000,1419560000,2500000000,25,37,82,144,15230000,436570000,71790000,567370000,1409040000,2500000000,35,43,94,172,890000,-5430000,14820000,240000,-10520000,0,10,6,12,28
1_659,21410000,684620000,134940000,698440000,960590000,2500000000,28,40,78,146,22180000,601810000,157140000,759490000,959380000,2500000000,36,41,85,162,770000,-82810000,22200000,61050000,-1210000,0,8,1,7,16
1_660,979240000,809170000,108230000,542800000,60560000,2500000000,35,26,86,147,964370000,806040000,130130000,532050000,67410000,2500000000,36,29,88,153,-14870000,-3130000,21900000,-10750000,6850000,0,1,3,2,6
1_661,1468660000,434310000,127410000,413410000,56210000,2500000000,39,20,77,136,1468510000,411360000,163830000,407130000,49170000,2500000000,41,19,71,131,-150000,-22950000,36420000,-6280000,-7040000,0,2,-1,-6,-5
1_662,1346700000,775110000,151160000,180140000,46890000,2500000000,39,28,83,150,1327370000,752710000,184180000,180160000,55580000,2500000000,40,24,77,141,-19330000,-22400000,33020000,20000,8690000,0,1,-4,-6,-9
1_663,1054230000,1030350000,193480000,156420000,65520000,2500000000,43,31,87,161,1067810000,1002000000,217170000,159120000,53900000,2500000000,44,29,88,161,13580000,-28350000,23690000,2700000,-11620000,0,1,-2,1,0
1_664,751020000,1047250000,245400000,379030000,77300000,2500000000,38,27,82,147,806860000,855670000,302640000,455840000,78990000,2500000000,37,25,87,149,55840000,-191580000,57240000,76810000,1690000,0,-1,-2,5,2
1_665,458810000,1247540000,176960000,554250000,62440000,2500000000,33,29,87,149,467430000,1280980000,202040000,499250000,50300000,2500000000,35,30,92,157,8620000,33440000,25080000,-55000000,-12140000,0,2,1,5,8
1_666,845030000,967420000,296750000,370950000,19850000,2500000000,33,22,73,128,956170000,459100000,368280000,695720000,20730000,2500000000,34,19,71,124,111140000,-508320000,71530000,324770000,880000,0,1,-3,-2,-4
1_667,975840000,835210000,166120000,492340000,30490000,2500000000,33,27,83,143,922820000,792310000,201790000,563810000,19270000,2500000000,36,25,81,142,-53020000,-42900000,35670000,71470000,-11220000,0,3,-2,-2,-1
1_668,1105220000,909850000,177790000,273790000,33350000,2500000000,37,24,74,135,1136900000,647150000,220770000,450160000,45020000,2500000000,39,18,73,130,31680000,-262700000,42980000,176370000,11670000,0,2,-6,-1,-5
1_669,622670000,1521290000,228660000,60950000,66430000,2500000000,35,25,80,140,683540000,1293670000,275910000,190220000,56660000,2500000000,40,26,80,146,60870000,-227620000,47250000,129270000,-9770000,0,5,1,0,6
1_670,841310000,1085870000,365060000,192850000,14910000,2500000000,38,30,77,145,859130000,905500000,428680000,288310000,18380000,2500000000,39,34,85,158,17820000,-180370000,63620000,95460000,3470000,0,1,4,8,13
1_671,778450000,1093490000,417020000,148890000,62150000,2500000000,36,28,79,143,789370000,822960000,483990000,338400000,65280000,2500000000,39,30,88,157,10920000,-270530000,66970000,189510000,3130000,0,3,2,9,14
1_672,1432060000,515910000,226820000,295960000,29250000,2500000000,32,20,69,121,1288110000,140890000,265990000,562300000,242710000,2500000000,39,20,67,126,-143950000,-375020000,39170000,266340000,213460000,0,7,0,-2,5
1_673,1233960000,308930000,255550000,670320000,31240000,2500000000,34,18,67,119,1264570000,62770000,303670000,796880000,72110000,2500000000,41,18,74,133,30610000,-246160000,48120000,126560000,40870000,0,7,0,7,14
1_674,1270860000,760970000,97370000,340880000,29920000,2500000000,36,18,64,118,1222410000,375670000,119380000,653880000,128660000,2500000000,41,20,72,133,-48450000,-385300000,22010000,313000000,98740000,0,5,2,8,15
1_675,1109370000,798120000,191330000,384900000,16280000,2500000000,36,22,68,126,1125080000,523750000,224270000,585820000,41080000,2500000000,40,24,78,142,15710000,-274370000,32940000,200920000,24800000,0,4,2,10,16
1_676,293310000,1884650000,246410000,63310000,12320000,2500000000,31,29,77,137,318550000,1485600000,331360000,343360000,21130000,2500000000,34,32,81,147,25240000,-399050000,84950000,280050000,8810000,0,3,3,4,10
1_677,244440000,1787000000,278920000,164930000,24710000,2500000000,33,24,73,130,264370000,1628380000,342490000,236660000,28100000,2500000000,40,27,77,144,19930000,-158620000,63570000,71730000,3390000,0,7,3,4,14
1_678,339810000,1667660000,401990000,70960000,19580000,2500000000,36,30,77,143,354230000,1293010000,527320000,299370000,26070000,2500000000,38,30,80,148,14420000,-374650000,125330000,228410000,6490000,0,2,0,3,5
1_679,648670000,1368260000,197700000,244580000,40790000,2500000000,37,27,75,139,661100000,1125350000,259300000,390500000,63750000,2500000000,39,27,77,143,12430000,-242910000,61600000,145920000,22960000,0,2,0,2,4
1_680,230750000,1513510000,175470000,475670000,104600000,2500000000,32,34,79,145,269150000,1348830000,247130000,533400000,101490000,2500000000,36,36,82,154,38400000,-164680000,71660000,57730000,-3110000,0,4,2,3,9
1_681,286230000,2028670000,77480000,86600000,21020000,2500000000,29,30,77,136,303880000,1820060000,129390000,220410000,26260000,2500000000,39,37,81,157,17650000,-208610000,51910000,133810000,5240000,0,10,7,4,21
1_682,206640000,1233890000,321410000,696660000,41400000,2500000000,32,37,79,148,232610000,1069780000,392860000,765310000,39440000,2500000000,39,36,81,156,25970000,-164110000,71450000,68650000,-1960000,0,7,-1,2,8
1_683,169820000,1838430000,78100000,252440000,161210000,2500000000,30,39,76,145,212030000,1713210000,112200000,335260000,127300000,2500000000,35,37,83,155,42210000,-125220000,34100000,82820000,-33910000,0,5,-2,7,10
1_684,112550000,521400000,150580000,1358980000,356490000,2500000000,31,38,79,148,127890000,505330000,191240000,1326470000,349070000,2500000000,34,38,83,155,15340000,-16070000,40660000,-32510000,-7420000,0,3,0,4,7
1_685,23150000,294870000,50330000,280890000,1850760000,2500000000,28,38,80,146,28320000,298730000,56270000,264680000,1852000000,2500000000,34,40,89,163,5170000,3860000,5940000,-16210000,1240000,0,6,2,9,17
1_686,158280000,399440000,141050000,1400530000,400700000,2500000000,31,40,88,159,204620000,470980000,159850000,1287030000,377520000,2500000000,38,38,85,161,46340000,71540000,18800000,-113500000,-23180000,0,7,-2,-3,2
1_687,29990000,659080000,59810000,335470000,1415650000,2500000000,35,41,84,160,35070000,631080000,76390000,335360000,1422100000,2500000000,39,44,91,174,5080000,-28000000,16580000,-110000,6450000,0,4,3,7,14
1_688,33090000,4960000,17870000,14990000,1436380000,1507290000,19,32,57,108,32010000,4790000,18570000,14850000,1437070000,1507290000,26,31,68,125,-1080000,-170000,700000,-140000,690000,0,7,-1,11,17
1_689,174560000,1808910000,82210000,53170000,381150000,2500000000,32,38,79,149,180130000,1746720000,95580000,57850000,419720000,2500000000,36,39,88,163,5570000,-62190000,13370000,4680000,38570000,0,4,1,9,14
1_690,29450000,961180000,71190000,76520000,1361660000,2500000000,36,41,84,161,39690000,967930000,79390000,51850000,1361140000,2500000000,33,39,88,160,10240000,6750000,8200000,-24670000,-520000,0,-3,-2,4,-1
1_691,967660000,934000000,283110000,163270000,151960000,2500000000,41,34,83,158,1029850000,810560000,321840000,224810000,112940000,2500000000,45,28,85,158,62190000,-123440000,38730000,61540000,-39020000,0,4,-6,2,0
1_692,1346090000,539680000,141320000,457410000,15500000,2500000000,42,22,71,135,1351690000,405250000,170490000,557340000,15230000,2500000000,43,24,77,144,5600000,-134430000,29170000,99930000,-270000,0,1,2,6,9
1_693,1169920000,912170000,173060000,174550000,70300000,2500000000,40,17,60,117,1238160000,675910000,205930000,339360000,40640000,2500000000,41,20,74,135,68240000,-236260000,32870000,164810000,-29660000,0,1,3,14,18
1_694,1057760000,815930000,192730000,417430000,16150000,2500000000,39,22,68,129,1080860000,450890000,227300000,717820000,23130000,2500000000,40,18,71,129,23100000,-365040000,34570000,300390000,6980000,0,1,-4,3,0
1_695,1275230000,919680000,190310000,103220000,11560000,2500000000,31,21,73,125,1300710000,713230000,220000000,253590000,12470000,2500000000,36,22,76,134,25480000,-206450000,29690000,150370000,910000,0,5,1,3,9
1_696,1094300000,976420000,222990000,118270000,88020000,2500000000,36,27,84,147,1127600000,877270000,261180000,157040000,76910000,2500000000,37,28,91,156,33300000,-99150000,38190000,38770000,-11110000,0,1,1,7,9
1_697,857340000,990300000,453830000,134840000,63690000,2500000000,38,28,85,151,883170000,812090000,492860000,237460000,74420000,2500000000,41,32,90,163,25830000,-178210000,39030000,102620000,10730000,0,3,4,5,12
1_698,904080000,1080010000,321500000,105660000,88750000,2500000000,35,21,74,130,1004760000,918320000,367050000,178260000,31610000,2500000000,39,25,83,147,100680000,-161690000,45550000,72600000,-57140000,0,4,4,9,17
1_699,1191280000,631000000,115550000,525530000,36640000,2500000000,39,21,72,132,1211980000,368600000,148410000,737320000,33690000,2500000000,39,20,73,132,20700000,-262400000,32860000,211790000,-2950000,0,0,-1,1,0
1_700,1378510000,766010000,180380000,125110000,49990000,2500000000,40,25,77,142,1407410000,542010000,217560000,302100000,30920000,2500000000,37,17,78,132,28900000,-224000000,37180000,176990000,-19070000,0,-3,-8,1,-10
1_701,1063980000,992740000,86980000,339000000,17300000,2500000000,38,21,74,133,1085970000,742850000,117660000,539460000,14060000,2500000000,43,21,76,140,21990000,-249890000,30680000,200460000,-3240000,0,5,0,2,7
1_702,541680000,1691070000,189640000,49710000,27900000,2500000000,39,25,85,149,566870000,1534910000,234390000,139690000,24140000,2500000000,40,24,84,148,25190000,-156160000,44750000,89980000,-3760000,0,1,-1,-1,-1
1_703,947420000,1151850000,219070000,156020000,25640000,2500000000,36,18,66,120,955100000,922870000,270380000,305810000,45840000,2500000000,44,22,76,142,7680000,-228980000,51310000,149790000,20200000,0,8,4,10,22
1_704,1064460000,869980000,98980000,450570000,16010000,2500000000,31,18,62,111,1059450000,707110000,122080000,576890000,34470000,2500000000,38,19,69,126,-5010000,-162870000,23100000,126320000,18460000,0,7,1,7,15
1_705,966000000,1278350000,102620000,142820000,10210000,2500000000,41,24,74,139,974220000,963370000,124890000,420620000,16900000,2500000000,41,24,79,144,8220000,-314980000,22270000,277800000,6690000,0,0,0,5,5
1_706,983990000,908950000,138780000,451630000,16650000,2500000000,41,26,77,144,1001140000,600140000,164640000,715380000,18700000,2500000000,42,24,81,147,17150000,-308810000,25860000,263750000,2050000,0,1,-2,4,3
1_707,746580000,1463550000,198490000,76520000,14860000,2500000000,36,25,70,131,749020000,1307250000,241040000,178630000,24060000,2500000000,39,27,75,141,2440000,-156300000,42550000,102110000,9200000,0,3,2,5,10
1_708,977570000,1213720000,107670000,190170000,10870000,2500000000,36,22,75,133,984680000,1010610000,139350000,341820000,23540000,2500000000,39,22,74,135,7110000,-203110000,31680000,151650000,12670000,0,3,0,-1,2
1_709,520090000,1597020000,270080000,80890000,31920000,2500000000,39,36,79,154,532150000,1502560000,312100000,114920000,38270000,2500000000,41,27,84,152,12060000,-94460000,42020000,34030000,6350000,0,2,-9,5,-2
1_710,887370000,1267930000,172500000,144540000,27660000,2500000000,42,27,74,143,908530000,1112960000,194900000,253160000,30450000,2500000000,42,26,79,147,21160000,-154970000,22400000,108620000,2790000,0,0,-1,5,4
1_711,413780000,1277330000,137630000,627200000,44060000,2500000000,33,34,77,144,476110000,1209880000,168500000,626410000,19100000,2500000000,38,30,81,149,62330000,-67450000,30870000,-790000,-24960000,0,5,-4,4,5
1_712,479550000,1432540000,205680000,271080000,111150000,2500000000,36,36,83,155,530840000,1250530000,246550000,382440000,89640000,2500000000,42,35,87,164,51290000,-182010000,40870000,111360000,-21510000,0,6,-1,4,9
1_713,1177440000,895180000,95970000,159780000,171630000,2500000000,36,30,77,143,1231720000,754020000,125310000,231510000,157440000,2500000000,40,30,82,152,54280000,-141160000,29340000,71730000,-14190000,0,4,0,5,9
1_714,835050000,1134070000,240130000,220880000,69870000,2500000000,36,32,82,150,887240000,1007720000,265220000,286990000,52830000,2500000000,42,31,92,165,52190000,-126350000,25090000,66110000,-17040000,0,6,-1,10,15
1_715,142940000,942050000,128840000,1110380000,175790000,2500000000,34,38,84,156,160830000,942900000,156250000,1050920000,189100000,2500000000,39,38,85,162,17890000,850000,27410000,-59460000,13310000,0,5,0,1,6
1_716,219810000,1118490000,154810000,909000000,97880000,2499990000,32,42,85,159,257620000,1150380000,197980000,799670000,94350000,2500000000,39,39,86,164,37810000,31890000,43170000,-109330000,-3530000,10000,7,-3,1,5
1_717,287800000,1417270000,169650000,549360000,75920000,2500000000,38,35,81,154,340200000,1237640000,229590000,619450000,73120000,2500000000,41,34,81,156,52400000,-179630000,59940000,70090000,-2800000,0,3,-1,0,2
1_718,438130000,1034210000,652690000,291340000,83630000,2500000000,38,41,91,170,456670000,738670000,752670000,461030000,90960000,2500000000,42,37,86,165,18540000,-295540000,99980000,169690000,7330000,0,4,-4,-5,-5
1_719,132260000,1432780000,115770000,573650000,245540000,2500000000,37,35,81,153,147200000,1516480000,140270000,439530000,256520000,2500000000,37,37,80,154,14940000,83700000,24500000,-134120000,10980000,0,0,2,-1,1
