polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_1089,506120000,1707090000,223070000,10360000,53360000,2500000000,34,28,84,146,531840000,1676900000,248480000,9730000,33050000,2500000000,40,25,84,149,25720000,-30190000,25410000,-630000,-20310000,0,6,-3,0,3
1_1090,63070000,2200120000,189240000,7330000,40240000,2500000000,29,31,88,148,86830000,2162830000,201460000,7260000,41620000,2500000000,30,32,90,152,23760000,-37290000,12220000,-70000,1380000,0,1,1,2,4
1_1091,155710000,508210000,168170000,9380000,1647820000,2489290000,33,29,72,134,156190000,482620000,181380000,15270000,1653830000,2489290000,36,34,86,156,480000,-25590000,13210000,5890000,6010000,0,3,5,14,22
1_1092,939720000,672550000,99320000,48650000,739760000,2500000000,41,34,81,156,891460000,677120000,109800000,46930000,774690000,2500000000,47,36,90,173,-48260000,4570000,10480000,-1720000,34930000,0,6,2,9,17
1_1093,810540000,1058520000,145860000,75850000,409230000,2500000000,39,37,86,162,823970000,1057310000,160410000,75110000,383200000,2500000000,40,35,86,161,13430000,-1210000,14550000,-740000,-26030000,0,1,-2,0,-1
1_1094,789060000,240560000,202430000,28040000,1239910000,2500000000,39,35,81,155,754140000,249480000,217420000,29530000,1249430000,2500000000,40,36,88,164,-34920000,8920000,14990000,1490000,9520000,0,1,1,7,9
1_1095,69880000,224830000,33070000,26410000,1839350000,2193540000,37,35,84,156,68680000,223550000,37470000,26320000,1837520000,2193540000,42,38,86,166,-1200000,-1280000,4400000,-90000,-1830000,0,5,3,2,10
1_1096,1942520000,275580000,64950000,16790000,200160000,2500000000,38,30,74,142,1827970000,279210000,73780000,15630000,303410000,2500000000,41,33,75,149,-114550000,3630000,8830000,-1160000,103250000,0,3,3,1,7
1_1097,1903880000,394760000,28920000,9930000,162510000,2500000000,40,31,74,145,1723890000,416410000,30930000,10600000,318170000,2500000000,42,30,77,149,-179990000,21650000,2010000,670000,155660000,0,2,-1,3,4
1_1098,525120000,1269920000,40100000,12750000,652110000,2500000000,37,32,80,149,512640000,1264250000,47170000,12470000,663470000,2500000000,45,37,85,167,-12480000,-5670000,7070000,-280000,11360000,0,8,5,5,18
1_1099,1669220000,560640000,57080000,29200000,183860000,2500000000,38,31,72,141,1606720000,559140000,64580000,28930000,240630000,2500000000,41,34,77,152,-62500000,-1500000,7500000,-270000,56770000,0,3,3,5,11
1_1100,1654110000,323370000,25640000,7820000,489060000,2500000000,35,29,74,138,1678520000,327990000,24950000,8090000,460450000,2500000000,43,34,79,156,24410000,4620000,-690000,270000,-28610000,0,8,5,5,18
1_1101,578970000,216530000,13930000,1840000,1688730000,2500000000,36,29,71,136,573350000,216250000,14810000,1690000,1693900000,2500000000,40,37,76,153,-5620000,-280000,880000,-150000,5170000,0,4,8,5,17
1_1102,2048220000,74000000,9040000,0,368740000,2500000000,36,23,65,124,2031290000,80010000,10580000,0,378120000,2500000000,39,25,68,132,-16930000,6010000,1540000,0,9380000,0,3,2,3,8
1_1103,1823980000,201250000,24110000,2680000,447980000,2500000000,36,26,72,134,1849520000,206140000,26430000,2680000,415230000,2500000000,45,31,73,149,25540000,4890000,2320000,0,-32750000,0,9,5,1,15
1_1104,1599500000,12450000,14240000,540000,873270000,2500000000,39,23,65,127,1584710000,13050000,18700000,490000,883050000,2500000000,40,24,69,133,-14790000,600000,4460000,-50000,9780000,0,1,1,4,6
1_1105,1756030000,20230000,3480000,0,720260000,2500000000,38,21,65,124,1941870000,21010000,3980000,0,533140000,2500000000,40,25,69,134,185840000,780000,500000,0,-187120000,0,2,4,4,10
1_1106,1157870000,15480000,8540000,690000,1317420000,2500000000,42,28,79,149,1341380000,15480000,10960000,690000,1131490000,2500000000,41,26,76,143,183510000,0,2420000,0,-185930000,0,-1,-2,-3,-6
1_1107,613260000,10970000,1320000,21070000,1853380000,2500000000,35,24,65,124,674990000,11210000,1320000,21770000,1790710000,2500000000,32,22,63,117,61730000,240000,0,700000,-62670000,0,-3,-2,-2,-7
1_1108,827840000,7620000,7530000,42000000,1615010000,2500000000,37,27,67,131,861590000,7660000,8210000,42390000,1580150000,2500000000,36,26,72,134,33750000,40000,680000,390000,-34860000,0,-1,-1,5,3
1_1109,1936070000,233170000,33420000,20260000,277080000,2500000000,38,30,78,146,1749780000,243850000,37110000,19590000,449670000,2500000000,41,32,76,149,-186290000,10680000,3690000,-670000,172590000,0,3,2,-2,3
1_1110,1563460000,598690000,89480000,114040000,134330000,2500000000,40,39,81,160,1553200000,602760000,92860000,112870000,138310000,2500000000,46,37,81,164,-10260000,4070000,3380000,-1170000,3980000,0,6,-2,0,4
1_1111,1815990000,232420000,19710000,24460000,407420000,2500000000,36,32,78,146,1553780000,249390000,21170000,24470000,651190000,2500000000,43,33,77,153,-262210000,16970000,1460000,10000,243770000,0,7,1,-1,7
1_1112,1233130000,380890000,76150000,67360000,742470000,2500000000,41,39,92,172,1215810000,384870000,79260000,67390000,752670000,2500000000,48,41,89,178,-17320000,3980000,3110000,30000,10200000,0,7,2,-3,6
1_1113,1974630000,209110000,49120000,10010000,257130000,2500000000,35,31,79,145,1927420000,211260000,53630000,9860000,297830000,2500000000,41,30,78,149,-47210000,2150000,4510000,-150000,40700000,0,6,-1,-1,4
1_1114,1711250000,241290000,45710000,16190000,485560000,2500000000,37,34,80,151,1631100000,243060000,52330000,15620000,557890000,2500000000,43,33,77,153,-80150000,1770000,6620000,-570000,72330000,0,6,-1,-3,2
1_1115,1812470000,355850000,46920000,35120000,249640000,2500000000,35,28,72,135,1811430000,360630000,50800000,35130000,242010000,2500000000,44,32,77,153,-1040000,4780000,3880000,10000,-7630000,0,9,4,5,18
1_1116,1848180000,238120000,52010000,16110000,345580000,2500000000,37,30,75,142,1738250000,237720000,58190000,16520000,449320000,2500000000,42,33,76,151,-109930000,-400000,6180000,410000,103740000,0,5,3,1,9
1_1117,1062240000,1111890000,61110000,90380000,174380000,2500000000,34,36,82,152,1062820000,1111470000,64070000,90200000,171440000,2500000000,44,36,86,166,580000,-420000,2960000,-180000,-2940000,0,10,0,4,14
1_1118,1498710000,653540000,49130000,62020000,236600000,2500000000,37,30,74,141,1484920000,648640000,56440000,61510000,248490000,2500000000,45,33,82,160,-13790000,-4900000,7310000,-510000,11890000,0,8,3,8,19
1_1119,703010000,518140000,38440000,19620000,1220790000,2500000000,36,36,83,155,692870000,518010000,39660000,20420000,1229040000,2500000000,44,34,85,163,-10140000,-130000,1220000,800000,8250000,0,8,-2,2,8
1_1120,1258270000,365710000,52250000,41750000,782020000,2500000000,36,27,74,137,1257050000,374710000,56610000,42160000,769470000,2500000000,43,35,83,161,-1220000,9000000,4360000,410000,-12550000,0,7,8,9,24
1_1121,673120000,290640000,75710000,6500000,1454030000,2500000000,34,33,77,144,676320000,294220000,81480000,6540000,1441440000,2500000000,44,35,83,162,3200000,3580000,5770000,40000,-12590000,0,10,2,6,18
1_1122,425450000,230580000,18300000,3280000,1822390000,2500000000,34,31,76,141,396340000,230140000,19370000,3650000,1850500000,2500000000,42,35,78,155,-29110000,-440000,1070000,370000,28110000,0,8,4,2,14
1_1123,1670410000,317630000,58000000,8460000,445500000,2500000000,36,32,77,145,1734910000,322920000,61900000,8520000,371750000,2500000000,47,35,85,167,64500000,5290000,3900000,60000,-73750000,0,11,3,8,22
1_1124,1515300000,280200000,22380000,8170000,673950000,2500000000,37,33,77,147,1494110000,291730000,25290000,8250000,680620000,2500000000,44,35,82,161,-21190000,11530000,2910000,80000,6670000,0,7,2,5,14
1_1125,1836590000,60790000,13880000,800000,587940000,2500000000,36,22,67,125,1821420000,60310000,14150000,800000,603320000,2500000000,38,22,63,123,-15170000,-480000,270000,0,15380000,0,2,0,-4,-2
1_1126,1791100000,192840000,17110000,5510000,493440000,2500000000,35,28,72,135,1869170000,195800000,17960000,4950000,412120000,2500000000,42,30,74,146,78070000,2960000,850000,-560000,-81320000,0,7,2,2,11
1_1127,1839410000,13260000,8020000,990000,638320000,2500000000,36,22,69,127,1876480000,14440000,10590000,530000,597960000,2500000000,43,29,73,145,37070000,1180000,2570000,-460000,-40360000,0,7,7,4,18
1_1128,1799030000,39780000,27310000,1810000,632070000,2500000000,37,23,67,127,1930770000,40240000,27550000,1810000,499630000,2500000000,41,27,72,140,131740000,460000,240000,0,-132440000,0,4,4,5,13
1_1129,1658500000,32800000,20240000,3590000,784870000,2500000000,37,22,68,127,1802420000,26820000,23020000,2760000,644980000,2500000000,40,22,72,134,143920000,-5980000,2780000,-830000,-139890000,0,3,0,4,7
1_1130,1402390000,33120000,16210000,2880000,1045400000,2500000000,38,21,66,125,1763600000,28360000,16710000,3360000,687970000,2500000000,44,24,74,142,361210000,-4760000,500000,480000,-357430000,0,6,3,8,17
1_1131,1691520000,64370000,40490000,8330000,695290000,2500000000,39,29,75,143,1863240000,63130000,43140000,9600000,520890000,2500000000,45,32,79,156,171720000,-1240000,2650000,1270000,-174400000,0,6,3,4,13
1_1132,1197130000,4840000,4270000,1170000,1292590000,2500000000,38,22,66,126,1493640000,3090000,5220000,1500000,996550000,2500000000,32,18,58,108,296510000,-1750000,950000,330000,-296040000,0,-6,-4,-8,-18
1_1133,1390800000,1700000,3790000,310000,1103400000,2500000000,36,22,65,123,1658450000,930000,3790000,310000,836520000,2500000000,32,23,54,109,267650000,-770000,0,0,-266880000,0,-4,1,-11,-14
1_1134,1466380000,23720000,8960000,1930000,999010000,2500000000,37,22,67,126,1687400000,16970000,9840000,2520000,783270000,2500000000,37,17,65,119,221020000,-6750000,880000,590000,-215740000,0,0,-5,-2,-7
1_1135,1511140000,650000,800000,0,987410000,2500000000,37,20,66,123,1717430000,280000,1510000,0,780780000,2500000000,32,15,62,109,206290000,-370000,710000,0,-206630000,0,-5,-5,-4,-14
1_1136,1051080000,2090000,810000,30940000,1415080000,2500000000,39,23,67,129,1200820000,2760000,6940000,30950000,1258530000,2500000000,35,18,64,117,149740000,670000,6130000,10000,-156550000,0,-4,-5,-3,-12
1_1137,1480860000,10690000,8570000,2550000,997330000,2500000000,39,25,67,131,1587340000,8750000,12430000,4640000,886840000,2500000000,43,18,69,130,106480000,-1940000,3860000,2090000,-110490000,0,4,-7,2,-1
1_1138,1464460000,161120000,7300000,740000,866380000,2500000000,37,27,69,133,1675540000,163180000,7600000,740000,652940000,2500000000,39,29,64,132,211080000,2060000,300000,0,-213440000,0,2,2,-5,-1
1_1139,1414800000,22910000,7300000,2360000,1052630000,2500000000,36,22,66,124,1704180000,23550000,10740000,2360000,759170000,2500000000,39,21,67,127,289380000,640000,3440000,0,-293460000,0,3,-1,1,3
1_1140,1510190000,57460000,11360000,10200000,910790000,2500000000,39,29,71,139,1650980000,65240000,13610000,10070000,760100000,2500000000,43,30,72,145,140790000,7780000,2250000,-130000,-150690000,0,4,1,1,6
1_1141,2087810000,139460000,24110000,12460000,236160000,2500000000,36,30,77,143,2009820000,158960000,26680000,12120000,292420000,2500000000,40,27,73,140,-77990000,19500000,2570000,-340000,56260000,0,4,-3,-4,-3
1_1142,738990000,174080000,44400000,31980000,1510480000,2499930000,40,36,89,165,778870000,175930000,49010000,30700000,1465420000,2499930000,44,39,100,183,39880000,1850000,4610000,-1280000,-45060000,0,4,3,11,18
1_1143,183480000,396900000,50310000,154120000,1713760000,2498570000,40,37,96,173,204290000,393420000,58350000,153520000,1688990000,2498570000,46,42,98,186,20810000,-3480000,8040000,-600000,-24770000,0,6,5,2,13
1_1144,1904130000,262440000,37400000,23180000,272850000,2500000000,35,28,71,134,1973960000,264810000,40260000,22690000,198280000,2500000000,42,30,74,146,69830000,2370000,2860000,-490000,-74570000,0,7,2,3,12
1_1145,2094550000,105140000,18030000,17500000,264780000,2500000000,35,29,75,139,2055000000,122390000,18780000,17210000,286620000,2500000000,40,32,74,146,-39550000,17250000,750000,-290000,21840000,0,5,3,-1,7
1_1146,1813840000,180980000,24500000,17260000,463420000,2500000000,38,33,86,157,1976500000,180640000,26300000,17320000,299240000,2500000000,43,33,87,163,162660000,-340000,1800000,60000,-164180000,0,5,0,1,6
1_1147,1504440000,194180000,36490000,12580000,752310000,2500000000,38,33,86,157,1669970000,193220000,41200000,9880000,585730000,2500000000,43,34,83,160,165530000,-960000,4710000,-2700000,-166580000,0,5,1,-3,3
1_1148,1000500000,1078880000,98400000,53320000,268900000,2500000000,37,32,78,147,1009490000,1076010000,115390000,52470000,246640000,2500000000,43,36,86,165,8990000,-2870000,16990000,-850000,-22260000,0,6,4,8,18
1_1149,1764510000,207740000,15870000,41250000,470630000,2500000000,35,28,73,136,1869470000,211590000,18140000,41740000,359060000,2500000000,43,31,78,152,104960000,3850000,2270000,490000,-111570000,0,8,3,5,16
1_1150,908960000,479080000,14930000,21290000,1075740000,2500000000,38,36,88,162,818750000,477560000,18570000,21100000,1164020000,2500000000,43,35,90,168,-90210000,-1520000,3640000,-190000,88280000,0,5,-1,2,6
1_1151,999790000,890860000,84020000,18720000,506610000,2500000000,37,33,81,151,1023020000,888930000,105450000,18490000,464110000,2500000000,45,36,87,168,23230000,-1930000,21430000,-230000,-42500000,0,8,3,6,17
1_1152,1785880000,340310000,33770000,23000000,317040000,2500000000,35,30,75,140,1842220000,337160000,37770000,22790000,260060000,2500000000,42,33,79,154,56340000,-3150000,4000000,-210000,-56980000,0,7,3,4,14
1_1153,1134820000,761400000,80570000,21760000,501450000,2500000000,33,31,78,142,1134200000,769820000,91350000,21340000,483290000,2500000000,45,35,83,163,-620000,8420000,10780000,-420000,-18160000,0,12,4,5,21
1_1154,1514610000,493190000,42670000,18560000,430970000,2500000000,36,30,76,142,1499220000,499680000,47860000,18760000,434480000,2500000000,46,35,81,162,-15390000,6490000,5190000,200000,3510000,0,10,5,5,20
1_1155,1720050000,198690000,53390000,2100000,525770000,2500000000,37,29,75,141,1850240000,200880000,59920000,2100000,386860000,2500000000,45,33,82,160,130190000,2190000,6530000,0,-138910000,0,8,4,7,19
1_1156,1759840000,207740000,23290000,2930000,506200000,2500000000,38,27,77,142,1837730000,220080000,27780000,2810000,411600000,2500000000,44,30,78,152,77890000,12340000,4490000,-120000,-94600000,0,6,3,1,10
1_1157,1627540000,422160000,33940000,8890000,407470000,2500000000,41,28,73,142,1666110000,428600000,39960000,9080000,356250000,2500000000,43,32,83,158,38570000,6440000,6020000,190000,-51220000,0,2,4,10,16
1_1158,1301830000,733580000,99120000,17820000,347650000,2500000000,38,36,80,154,1208750000,735010000,108830000,17060000,430350000,2500000000,46,37,87,170,-93080000,1430000,9710000,-760000,82700000,0,8,1,7,16
1_1159,1795700000,43210000,9600000,4910000,646580000,2500000000,38,23,72,133,1893960000,43760000,10850000,4910000,546520000,2500000000,41,22,74,137,98260000,550000,1250000,0,-100060000,0,3,-1,2,4
1_1160,1820550000,155420000,20260000,1940000,501830000,2500000000,36,27,76,139,1790190000,158690000,21080000,2070000,527970000,2500000000,44,31,78,153,-30360000,3270000,820000,130000,26140000,0,8,4,2,14
1_1161,1865070000,154500000,39700000,4770000,435960000,2500000000,36,25,71,132,1818020000,154460000,44610000,5600000,477310000,2500000000,43,32,78,153,-47050000,-40000,4910000,830000,41350000,0,7,7,7,21
1_1162,1772620000,36530000,5590000,590000,684670000,2500000000,38,24,74,136,1763640000,38700000,5600000,590000,691470000,2500000000,36,28,64,128,-8980000,2170000,10000,0,6800000,0,-2,4,-10,-8
1_1163,1788690000,37080000,8740000,1100000,664390000,2500000000,39,27,79,145,1800840000,36250000,9200000,1100000,652610000,2500000000,43,29,74,146,12150000,-830000,460000,0,-11780000,0,4,2,-5,1
1_1164,1621970000,95290000,17230000,3110000,762400000,2500000000,37,27,77,141,1868380000,102600000,17920000,3320000,507780000,2500000000,41,30,78,149,246410000,7310000,690000,210000,-254620000,0,4,3,1,8
1_1165,1803090000,212870000,25530000,2180000,456330000,2500000000,37,28,79,144,1908060000,223160000,25080000,2500000,341200000,2500000000,41,30,81,152,104970000,10290000,-450000,320000,-115130000,0,4,2,2,8
1_1166,1704720000,25060000,4350000,820000,765050000,2500000000,38,20,68,126,1805820000,27070000,4240000,820000,662050000,2500000000,40,17,59,116,101100000,2010000,-110000,0,-103000000,0,2,-3,-9,-10
1_1167,1533930000,31010000,5860000,1950000,927250000,2500000000,38,24,71,133,1798940000,32660000,6100000,1760000,660540000,2500000000,40,20,68,128,265010000,1650000,240000,-190000,-266710000,0,2,-4,-3,-5
1_1168,1655810000,51550000,6530000,3710000,782400000,2500000000,38,20,72,130,1888550000,56420000,6530000,3710000,544790000,2500000000,39,21,63,123,232740000,4870000,0,0,-237610000,0,1,1,-9,-7
1_1169,1736580000,83900000,8900000,1010000,669610000,2500000000,38,22,72,132,1767690000,93450000,9740000,720000,628400000,2500000000,42,25,69,136,31110000,9550000,840000,-290000,-41210000,0,4,3,-3,4
1_1170,1353770000,39850000,7120000,16670000,1082590000,2500000000,38,22,67,127,1447050000,39990000,7470000,16650000,988840000,2500000000,41,26,66,133,93280000,140000,350000,-20000,-93750000,0,3,4,-1,6
1_1171,1566190000,45420000,3050000,4470000,880870000,2500000000,38,22,69,129,1735330000,47470000,3710000,4420000,709070000,2500000000,40,23,67,130,169140000,2050000,660000,-50000,-171800000,0,2,1,-2,1
1_1172,1597610000,36130000,5400000,4370000,856490000,2500000000,39,25,70,134,1611180000,36330000,5880000,4370000,842240000,2500000000,32,17,54,103,13570000,200000,480000,0,-14250000,0,-7,-8,-16,-31
1_1173,1621320000,64840000,3590000,3140000,807110000,2500000000,39,24,75,138,1962160000,71470000,3860000,3240000,459270000,2500000000,35,17,66,118,340840000,6630000,270000,100000,-347840000,0,-4,-7,-9,-20
1_1174,104540000,80390000,4660000,32040000,2263010000,2484640000,31,38,84,153,109630000,81420000,5180000,32250000,2256160000,2484640000,38,39,90,167,5090000,1030000,520000,210000,-6850000,0,7,1,6,14
1_1175,1171320000,510830000,48690000,24260000,744900000,2500000000,34,31,77,142,1167480000,513680000,71030000,24070000,723740000,2500000000,46,36,81,163,-3840000,2850000,22340000,-190000,-21160000,0,12,5,4,21
1_1176,1138680000,583190000,55730000,14060000,708340000,2500000000,36,33,86,155,1114620000,590400000,68030000,14220000,712730000,2500000000,46,36,94,176,-24060000,7210000,12300000,160000,4390000,0,10,3,8,21
1_1177,932960000,314560000,611670000,21830000,618980000,2500000000,38,34,82,154,925470000,314030000,648890000,17100000,594510000,2500000000,42,34,83,159,-7490000,-530000,37220000,-4730000,-24470000,0,4,0,1,5
1_1178,364040000,114280000,21400000,6990000,1922770000,2429480000,36,31,87,154,357170000,111220000,32300000,7590000,1921200000,2429480000,39,37,89,165,-6870000,-3060000,10900000,600000,-1570000,0,3,6,2,11
1_1179,1466160000,537450000,25780000,16300000,454310000,2500000000,40,32,81,153,1490020000,543000000,28820000,14680000,423480000,2500000000,46,36,87,169,23860000,5550000,3040000,-1620000,-30830000,0,6,4,6,16
1_1180,967870000,1086690000,99250000,44110000,302080000,2500000000,37,33,79,149,1031920000,1069900000,128710000,43730000,225740000,2500000000,45,37,87,169,64050000,-16790000,29460000,-380000,-76340000,0,8,4,8,20
1_1181,452690000,14490000,32120000,1340000,1727720000,2228360000,37,33,85,155,456260000,14490000,33770000,1470000,1722370000,2228360000,39,35,77,151,3570000,0,1650000,130000,-5350000,0,2,2,-8,-4
1_1182,1150010000,104200000,73650000,12720000,1159420000,2500000000,42,36,86,164,1123560000,101460000,89820000,13050000,1172110000,2500000000,45,37,95,177,-26450000,-2740000,16170000,330000,12690000,0,3,1,9,13
1_1183,845850000,89510000,10660000,320000,1553660000,2500000000,36,30,80,146,891540000,93950000,13530000,320000,1500660000,2500000000,42,35,89,166,45690000,4440000,2870000,0,-53000000,0,6,5,9,20
1_1184,473020000,43130000,22320000,5840000,1916220000,2460530000,36,30,83,149,522640000,45560000,25780000,5840000,1860710000,2460530000,41,36,86,163,49620000,2430000,3460000,0,-55510000,0,5,6,3,14
1_1185,1739860000,94600000,30620000,1200000,633720000,2500000000,38,30,76,144,1929070000,111940000,32600000,1200000,425190000,2500000000,44,33,78,155,189210000,17340000,1980000,0,-208530000,0,6,3,2,11
1_1186,1234750000,180650000,87910000,5580000,991110000,2500000000,43,37,89,169,1292110000,185460000,92090000,5980000,924360000,2500000000,45,37,91,173,57360000,4810000,4180000,400000,-66750000,0,2,0,2,4
1_1187,1524840000,18740000,1870000,3510000,951040000,2500000000,38,23,73,134,1691890000,18800000,2190000,1990000,785130000,2500000000,28,17,54,99,167050000,60000,320000,-1520000,-165910000,0,-10,-6,-19,-35
1_1188,1784670000,105810000,14900000,2450000,592170000,2500000000,38,24,73,135,1872590000,110160000,15430000,2440000,499380000,2500000000,41,27,74,142,87920000,4350000,530000,-10000,-92790000,0,3,3,1,7
1_1189,773040000,105850000,2520000,0,1618590000,2500000000,33,21,52,106,772070000,102910000,2520000,0,1622500000,2500000000,34,19,57,110,-970000,-2940000,0,0,3910000,0,1,-2,5,4
1_1190,769470000,80910000,1140000,0,1648480000,2500000000,36,21,61,118,778310000,74540000,1590000,0,1645560000,2500000000,33,18,63,114,8840000,-6370000,450000,0,-2920000,0,-3,-3,2,-4
1_1191,315160000,120480000,6860000,0,2057500000,2500000000,20,27,64,111,314120000,120450000,6860000,0,2058570000,2500000000,22,24,56,102,-1040000,-30000,0,0,1070000,0,2,-3,-8,-9
1_1192,648070000,70510000,1280000,0,1780140000,2500000000,26,20,56,102,647960000,70510000,1280000,0,1780250000,2500000000,25,20,55,100,-110000,0,0,0,110000,0,-1,0,-1,-2
1_1193,171640000,112140000,6450000,640000,2209130000,2500000000,21,27,67,115,171540000,112860000,6450000,640000,2208510000,2500000000,29,28,68,125,-100000,720000,0,0,-620000,0,8,1,1,10
1_1194,764820000,22700000,1470000,2900000,1708110000,2500000000,32,26,62,120,777570000,22560000,1470000,2680000,1695720000,2500000000,29,22,64,115,12750000,-140000,0,-220000,-12390000,0,-3,-4,2,-5
1_1195,511310000,13540000,310000,6240000,1968600000,2500000000,33,22,67,122,499010000,13540000,310000,6210000,1980930000,2500000000,34,22,62,118,-12300000,0,0,-30000,12330000,0,1,0,-5,-4
1_1196,1052880000,5260000,1600000,58930000,1381330000,2500000000,34,26,62,122,1118180000,5570000,1600000,58960000,1315690000,2500000000,31,23,57,111,65300000,310000,0,30000,-65640000,0,-3,-3,-5,-11
1_1197,1220820000,4500000,50000,6120000,1268510000,2500000000,35,26,66,127,1306910000,4370000,50000,6030000,1182640000,2500000000,38,27,66,131,86090000,-130000,0,-90000,-85870000,0,3,1,0,4
1_1198,787050000,31470000,890000,0,1680590000,2500000000,24,11,44,79,782120000,31470000,890000,0,1685520000,2500000000,23,17,50,90,-4930000,0,0,0,4930000,0,-1,6,6,11
1_1199,821970000,21260000,1410000,26450000,1628910000,2500000000,30,21,58,109,813150000,21290000,1410000,26770000,1637380000,2500000000,26,17,53,96,-8820000,30000,0,320000,8470000,0,-4,-4,-5,-13
1_1200,499160000,6270000,1340000,59200000,1934030000,2500000000,33,23,60,116,501700000,6350000,1340000,59310000,1931300000,2500000000,26,23,66,115,2540000,80000,0,110000,-2730000,0,-7,0,6,-1
1_1201,317080000,46520000,0,0,2136400000,2500000000,21,22,61,104,317120000,46320000,0,0,2136560000,2500000000,26,22,61,109,40000,-200000,0,0,160000,0,5,0,0,5
1_1202,784940000,143330000,11880000,0,1559850000,2500000000,30,30,74,134,776980000,144070000,11950000,0,1567000000,2500000000,32,27,74,133,-7960000,740000,70000,0,7150000,0,2,-3,0,-1
1_1203,643610000,29570000,16630000,0,1810190000,2500000000,36,34,75,145,640110000,29650000,16700000,0,1813540000,2500000000,32,26,64,122,-3500000,80000,70000,0,3350000,0,-4,-8,-11,-23
1_1204,171270000,32040000,1850000,0,2116380000,2321540000,26,25,68,119,171440000,32040000,1880000,0,2116180000,2321540000,31,27,66,124,170000,0,30000,0,-200000,0,5,2,-2,5
1_1205,268340000,56470000,20420000,460000,2154310000,2500000000,23,30,70,123,268210000,56210000,20800000,460000,2154320000,2500000000,29,28,63,120,-130000,-260000,380000,0,10000,0,6,-2,-7,-3
1_1206,562980000,54830000,1990000,0,1880200000,2500000000,28,23,65,116,561970000,54830000,2380000,0,1880820000,2500000000,28,23,66,117,-1010000,0,390000,0,620000,0,0,0,1,1
1_1207,1356410000,8100000,560000,6750000,1128180000,2500000000,38,26,68,132,1459470000,8160000,560000,6690000,1025120000,2500000000,31,22,65,118,103060000,60000,0,-60000,-103060000,0,-7,-4,-3,-14
1_1208,1413540000,30410000,1390000,8340000,1046320000,2500000000,37,21,64,122,1686400000,30700000,1390000,8380000,773130000,2500000000,36,22,57,115,272860000,290000,0,40000,-273190000,0,-1,1,-7,-7
1_1209,1274440000,23140000,4200000,9340000,1188880000,2500000000,38,21,73,132,1369560000,27100000,5060000,4610000,1093670000,2500000000,42,24,69,135,95120000,3960000,860000,-4730000,-95210000,0,4,3,-4,3
1_1210,1429480000,24440000,3730000,7080000,1035270000,2500000000,38,23,73,134,1559760000,24210000,3730000,7110000,905190000,2500000000,39,21,65,125,130280000,-230000,0,30000,-130080000,0,1,-2,-8,-9
1_1211,1258690000,3950000,4610000,23600000,1209150000,2500000000,35,28,68,131,1270680000,3950000,4800000,23450000,1197120000,2500000000,32,19,56,107,11990000,0,190000,-150000,-12030000,0,-3,-9,-12,-24
1_1212,1426130000,3350000,2470000,20980000,1047070000,2500000000,36,28,66,130,1435920000,3330000,5410000,20920000,1034420000,2500000000,36,21,62,119,9790000,-20000,2940000,-60000,-12650000,0,0,-7,-4,-11
1_1213,1690200000,6840000,910000,1130000,800920000,2500000000,38,25,71,134,1828470000,6820000,910000,1120000,662680000,2500000000,38,15,55,108,138270000,-20000,0,-10000,-138240000,0,0,-10,-16,-26
1_1214,1399610000,4280000,2340000,0,1093770000,2500000000,39,23,71,133,1602790000,4980000,2560000,0,889670000,2500000000,37,20,66,123,203180000,700000,220000,0,-204100000,0,-2,-3,-5,-10
1_1215,148460000,1660000,0,44620000,2305260000,2500000000,21,26,58,105,148930000,1660000,0,44510000,2304900000,2500000000,17,21,50,88,470000,0,0,-110000,-360000,0,-4,-5,-8,-17
