polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
4_266,6180740000,1938120000,188270000,1980000,2548770000,10857880000,38,32,99,169,5848990000,1937900000,205660000,2050000,2863280000,10857880000,25,24,75,124,-331750000,-220000,17390000,70000,314510000,0,-13,-8,-24,-45
4_267,4764280000,214720000,91430000,0,4642010000,9712440000,40,35,76,151,4625400000,214890000,106200000,0,4765950000,9712440000,53,38,106,197,-138880000,170000,14770000,0,123940000,0,13,3,30,46
4_268,3686240000,1333180000,65580000,820310000,6865800000,12771110000,42,33,106,181,3194270000,1560490000,97110000,462230000,7457010000,12771110000,45,27,77,149,-491970000,227310000,31530000,-358080000,591210000,0,3,-6,-29,-32
4_269,2692320000,6006320000,185630000,1951070000,3663690000,14499030000,43,35,89,167,3785780000,5543260000,296990000,2478390000,2394610000,14499030000,42,46,97,185,1093460000,-463060000,111360000,527320000,-1269080000,0,-1,11,8,18
4_270,2072800000,2130000,1700000,231530000,6618270000,8926430000,48,31,91,170,2094580000,2120000,1700000,231340000,6596690000,8926430000,44,38,96,178,21780000,-10000,0,-190000,-21580000,0,-4,7,5,8
4_271,1919830000,9441910000,900540000,2165660000,671960000,15099900000,46,35,98,179,1952050000,9039310000,994700000,2080530000,1045840000,15112430000,46,23,88,157,32220000,-402600000,94160000,-85130000,373880000,12530000,0,-12,-10,-22
4_272,5404640000,3497680000,408430000,1120000,2267870000,11579740000,31,37,85,153,5429830000,3452730000,400650000,2760000,2293770000,11579740000,46,29,89,164,25190000,-44950000,-7780000,1640000,25900000,0,15,-8,4,11
4_273,1306110000,7900810000,334110000,67080000,4867650000,14475760000,47,37,95,179,1768950000,7204490000,495080000,2430660000,2576580000,14475760000,52,37,105,194,462840000,-696320000,160970000,2363580000,-2291070000,0,5,0,10,15
4_274,1551600000,6754070000,1130430000,547850000,97600000,10081550000,38,38,92,168,1622720000,5565190000,1467750000,1285000000,140890000,10081550000,54,39,108,201,71120000,-1188880000,337320000,737150000,43290000,0,16,1,16,33
4_275,9569860000,1660290000,287390000,205980000,2384890000,14108410000,34,40,107,181,8884230000,1698270000,309930000,204830000,3011150000,14108410000,48,32,79,159,-685630000,37980000,22540000,-1150000,626260000,0,14,-8,-28,-22
4_276,4607650000,6165340000,1434390000,1255930000,639620000,14102930000,48,31,96,175,4716070000,5334320000,1585940000,1775030000,691570000,14102930000,30,39,92,161,108420000,-831020000,151550000,519100000,51950000,0,-18,8,-4,-14
4_277,387030000,1892470000,793240000,2683060000,4830880000,10586680000,47,41,102,190,381340000,1869140000,943800000,2506570000,4885830000,10586680000,48,40,104,192,-5690000,-23330000,150560000,-176490000,54950000,0,1,-1,2,2
4_278,1981520000,497740000,175860000,16410000,4888060000,7559590000,42,39,98,179,1977880000,495320000,185120000,16380000,4884890000,7559590000,47,31,96,174,-3640000,-2420000,9260000,-30000,-3170000,0,5,-8,-2,-5
4_279,3163160000,5139490000,495470000,841500000,696470000,10336090000,39,32,76,147,3149400000,5016530000,536100000,790390000,843670000,10336090000,42,40,100,182,-13760000,-122960000,40630000,-51110000,147200000,0,3,8,24,35
4_280,1745950000,7417980000,717270000,371380000,210160000,10462740000,41,36,79,156,1754040000,7355190000,804730000,347170000,201610000,10462740000,45,33,96,174,8090000,-62790000,87460000,-24210000,-8550000,0,4,-3,17,18
4_281,3862650000,4308820000,540130000,1462860000,162900000,10337360000,40,31,88,159,3793930000,4158540000,683000000,1506100000,195790000,10337360000,42,31,90,163,-68720000,-150280000,142870000,43240000,32890000,0,2,0,2,4
4_282,1870070000,5753550000,767770000,495790000,318730000,9205910000,50,38,99,187,2066740000,4974440000,841100000,1059470000,264160000,9205910000,39,28,91,158,196670000,-779110000,73330000,563680000,-54570000,0,-11,-10,-8,-29
4_283,7882120000,3947070000,317740000,214900000,1751000000,14112830000,24,31,71,126,7671220000,3937780000,356840000,212350000,1934640000,14112830000,46,40,93,179,-210900000,-9290000,39100000,-2550000,183640000,0,22,9,22,53
4_284,1863590000,2461560000,297590000,5664460000,170530000,10457730000,30,40,88,158,1901960000,2484720000,340720000,5578370000,151960000,10457730000,32,19,74,125,38370000,23160000,43130000,-86090000,-18570000,0,2,-21,-14,-33
4_285,3874460000,83100000,16030000,0,2413500000,6387090000,33,37,78,148,4359590000,69870000,18150000,0,1939500000,6387110000,47,38,100,185,485130000,-13230000,2120000,0,-474000000,20000,14,1,22,37
4_286,1986260000,7214160000,303880000,1459240000,6320880000,17284420000,34,44,90,168,2173530000,6997880000,395450000,1409300000,6308260000,17284420000,34,39,86,159,187270000,-216280000,91570000,-49940000,-12620000,0,0,-5,-4,-9
4_287,5127930000,2225250000,694500000,13650000,5117250000,13178580000,32,22,79,133,5001060000,2231280000,724050000,13370000,5208820000,13178580000,49,38,94,181,-126870000,6030000,29550000,-280000,91570000,0,17,16,15,48
4_288,3497180000,227780000,108650000,806690000,519900000,5160200000,33,25,84,142,3382260000,167450000,133160000,894020000,583310000,5160200000,35,31,92,158,-114920000,-60330000,24510000,87330000,63410000,0,2,6,8,16
4_289,5450150000,4652350000,660360000,1395100000,1682440000,13840400000,42,33,97,172,5467070000,4708120000,658770000,1457480000,1548960000,13840400000,29,34,76,139,16920000,55770000,-1590000,62380000,-133480000,0,-13,1,-21,-33
4_290,652990000,2057270000,247150000,8347660000,4077490000,15382560000,41,30,89,160,868810000,1102110000,284330000,9209430000,3917880000,15382560000,34,21,83,138,215820000,-955160000,37180000,861770000,-159610000,0,-7,-9,-6,-22
4_291,2396610000,2766760000,168150000,117200000,3252580000,8701300000,48,41,105,194,2390590000,2678100000,206020000,63860000,3362730000,8701300000,39,23,86,148,-6020000,-88660000,37870000,-53340000,110150000,0,-9,-18,-19,-46
4_292,40370000,1300310000,232680000,1637240000,4453200000,7663800000,43,33,79,155,43210000,1222440000,275840000,1676110000,4446200000,7663800000,44,36,85,165,2840000,-77870000,43160000,38870000,-7000000,0,1,3,6,10
4_293,7297750000,720620000,107240000,6360000,6310940000,14442910000,41,36,94,171,7058470000,719760000,132610000,6310000,6525760000,14442910000,43,38,97,178,-239280000,-860000,25370000,-50000,214820000,0,2,2,3,7
4_294,6578330000,2972760000,512060000,111380000,6603190000,16777720000,28,22,66,116,6429180000,2993300000,588170000,111710000,6655360000,16777720000,45,39,98,182,-149150000,20540000,76110000,330000,52170000,0,17,17,32,66
4_295,6489960000,99550000,66720000,12230000,3698940000,10367400000,40,31,83,154,7287910000,91200000,73050000,12670000,2902570000,10367400000,41,29,92,162,797950000,-8350000,6330000,440000,-796370000,0,1,-2,9,8
4_296,4328840000,8225680000,563190000,696790000,278960000,14093460000,39,30,76,145,4307370000,7861090000,621150000,995960000,307890000,14093460000,34,33,89,156,-21470000,-364590000,57960000,299170000,28930000,0,-5,3,13,11
4_297,8314690000,2910390000,286430000,1810300000,1097030000,14418840000,40,35,91,166,8630720000,2660630000,262850000,1944670000,919970000,14418840000,48,31,84,163,316030000,-249760000,-23580000,134370000,-177060000,0,8,-4,-7,-3
4_298,4097060000,5683750000,376730000,329470000,2280110000,12767120000,34,32,76,142,4114640000,5677560000,434100000,285440000,2255380000,12767120000,47,35,100,182,17580000,-6190000,57370000,-44030000,-24730000,0,13,3,24,40
4_299,5776510000,917120000,122200000,68860000,11711980000,18596670000,42,44,95,181,5701120000,914740000,144410000,68720000,11767680000,18596670000,26,35,91,152,-75390000,-2380000,22210000,-140000,55700000,0,-16,-9,-4,-29
4_300,540720000,11398650000,827390000,1303650000,334730000,14405140000,35,30,98,163,540880000,11557030000,805820000,1252060000,249350000,14405140000,38,41,93,172,160000,158380000,-21570000,-51590000,-85380000,0,3,11,-5,9
4_301,314050000,2317950000,139090000,143790000,1985120000,4900000000,36,41,98,175,328760000,2254100000,184680000,162060000,1970400000,4900000000,21,33,71,125,14710000,-63850000,45590000,18270000,-14720000,0,-15,-8,-27,-50
4_302,1328350000,121870000,20470000,0,7296650000,8767340000,35,37,107,179,1324890000,121750000,20960000,0,7299740000,8767340000,27,21,79,127,-3460000,-120000,490000,0,3090000,0,-8,-16,-28,-52
4_303,5819630000,335410000,65450000,140730000,6353820000,12715040000,36,35,90,161,6371550000,349840000,84190000,140680000,5768780000,12715040000,45,35,100,180,551920000,14430000,18740000,-50000,-585040000,0,9,0,10,19
4_304,5717200000,1349470000,306430000,1349930000,1603080000,10326110000,43,46,122,211,5655950000,1380650000,363070000,1196200000,1730240000,10326110000,46,32,95,173,-61250000,31180000,56640000,-153730000,127160000,0,3,-14,-27,-38
4_305,7669540000,124110000,26960000,32190000,4118140000,11970940000,41,34,75,150,8192610000,109370000,22980000,32510000,3613470000,11970940000,17,24,64,105,523070000,-14740000,-3980000,320000,-504670000,0,-24,-10,-11,-45
4_306,3196150000,2112060000,95950000,1503880000,3474350000,10382390000,41,31,83,155,3052700000,1589330000,176720000,1431330000,4132310000,10382390000,41,38,103,182,-143450000,-522730000,80770000,-72550000,657960000,0,0,7,20,27
4_307,3445810000,3358420000,452410000,2474550000,512030000,10243220000,28,35,86,149,3556240000,3301540000,432210000,2629860000,323370000,10243220000,50,36,106,192,110430000,-56880000,-20200000,155310000,-188660000,0,22,1,20,43
4_308,905610000,6657810000,659220000,1529510000,329590000,10081740000,47,25,86,158,1030240000,5989280000,889370000,1876240000,296610000,10081740000,50,37,92,179,124630000,-668530000,230150000,346730000,-32980000,0,3,12,6,21
4_309,114510000,1525730000,541380000,559420000,2409000000,5150040000,45,44,103,192,135660000,1223720000,622660000,749520000,2418480000,5150040000,48,33,93,174,21150000,-302010000,81280000,190100000,9480000,0,3,-11,-10,-18
4_310,3644880000,7867190000,737720000,2571790000,380150000,15201730000,41,39,81,161,3710950000,6955080000,1017460000,3153540000,364700000,15201730000,48,23,96,167,66070000,-912110000,279740000,581750000,-15450000,0,7,-16,15,6
4_311,3779930000,2846060000,368420000,504250000,2744730000,10243390000,30,34,97,161,2344570000,2873210000,467090000,498160000,4060360000,10243390000,29,36,79,144,-1435360000,27150000,98670000,-6090000,1315630000,0,-1,2,-18,-17
4_312,554140000,6970300000,639910000,2478060000,149630000,10792040000,47,24,84,155,577480000,6892620000,806630000,2354790000,160520000,10792040000,41,34,89,164,23340000,-77680000,166720000,-123270000,10890000,0,-6,10,5,9
4_313,3650530000,3767290000,191470000,2711220000,137150000,10457660000,42,44,106,192,3661020000,3755190000,229200000,2683830000,128420000,10457660000,39,36,94,169,10490000,-12100000,37730000,-27390000,-8730000,0,-3,-8,-12,-23
4_314,1886260000,6203470000,316010000,702740000,8989940000,18098420000,31,34,92,157,2245810000,6206410000,551710000,749060000,8345430000,18098420000,44,36,91,171,359550000,2940000,235700000,46320000,-644510000,0,13,2,-1,14
4_315,205620000,756590000,175610000,70360000,3476040000,4684220000,50,44,106,200,236330000,723660000,204260000,80170000,3439800000,4684220000,41,41,93,175,30710000,-32930000,28650000,9810000,-36240000,0,-9,-3,-13,-25
4_316,727520000,1905870000,461980000,5319260000,5885360000,14299990000,40,38,95,173,683270000,2892950000,547220000,4070810000,6105740000,14299990000,34,37,96,167,-44250000,987080000,85240000,-1248450000,220380000,0,-6,-1,1,-6
4_317,6341730000,1808810000,372120000,1016780000,792870000,10332310000,38,30,77,145,6291460000,1787420000,454030000,995110000,804290000,10332310000,48,37,90,175,-50270000,-21390000,81910000,-21670000,11420000,0,10,7,13,30
4_318,928030000,11053320000,284000000,348600000,3491810000,16105760000,38,36,100,174,830470000,10680570000,457670000,416230000,3720820000,16105760000,46,23,84,153,-97560000,-372750000,173670000,67630000,229010000,0,8,-13,-16,-21
4_319,1268710000,9007090000,58630000,1814050000,3056460000,15204940000,47,36,104,187,1603780000,9339720000,112540000,1672220000,2476680000,15204940000,46,36,96,178,335070000,332630000,53910000,-141830000,-579780000,0,-1,0,-8,-9
4_320,1876350000,4345390000,42480000,1187350000,3892350000,11343920000,41,38,94,173,1526450000,4413800000,75080000,1548410000,3780180000,11343920000,46,26,78,150,-349900000,68410000,32600000,361060000,-112170000,0,5,-12,-16,-23
4_321,1081770000,687590000,90310000,868170000,2687950000,5415790000,44,36,100,180,1174350000,618970000,127980000,870300000,2624190000,5415790000,44,39,99,182,92580000,-68620000,37670000,2130000,-63760000,0,0,3,-1,2
4_322,1269600000,3128410000,1596770000,1733870000,3357030000,11085680000,41,33,95,169,1066180000,2071100000,1694010000,2858120000,3396270000,11085680000,45,36,91,172,-203420000,-1057310000,97240000,1124250000,39240000,0,4,3,-4,3
4_323,3348350000,6150000,5980000,4240000,2021010000,5385730000,46,44,114,204,3589790000,5830000,8650000,4240000,1777220000,5385730000,46,39,92,177,241440000,-320000,2670000,0,-243790000,0,0,-5,-22,-27
4_324,2697150000,3900560000,40160000,154880000,3959260000,10752010000,52,31,102,185,3432740000,3302740000,66450000,1339590000,2610490000,10752010000,44,34,105,183,735590000,-597820000,26290000,1184710000,-1348770000,0,-8,3,3,-2
4_325,7372180000,495660000,120560000,8170000,2366000000,10362570000,43,34,88,165,7761440000,511360000,134840000,7590000,1947340000,10362570000,51,38,108,197,389260000,15700000,14280000,-580000,-418660000,0,8,4,20,32
4_326,2342480000,5469720000,265640000,652150000,396320000,9126310000,37,39,105,181,2506480000,5296850000,422570000,634760000,265650000,9126310000,34,36,100,170,164000000,-172870000,156930000,-17390000,-130670000,0,-3,-3,-5,-11
4_327,1841990000,6522920000,379800000,270500000,797370000,9812580000,33,42,98,173,1760170000,6451060000,416790000,265560000,919000000,9812580000,52,45,116,213,-81820000,-71860000,36990000,-4940000,121630000,0,19,3,18,40
4_328,5188670000,9670150000,1055420000,1146740000,534060000,17595040000,48,39,103,190,5380500000,9310520000,1233410000,1102780000,567830000,17595040000,41,40,93,174,191830000,-359630000,177990000,-43960000,33770000,0,-7,1,-10,-16
4_329,2937820000,502720000,33380000,5580000,10353690000,13833190000,46,37,95,178,2888920000,505230000,42340000,5580000,10391120000,13833190000,30,35,77,142,-48900000,2510000,8960000,0,37430000,0,-16,-2,-18,-36
4_330,1624100000,5052250000,44900000,1392560000,3056660000,11170470000,48,25,91,164,1969590000,4847020000,88060000,1571640000,2694160000,11170470000,48,39,89,176,345490000,-205230000,43160000,179080000,-362500000,0,0,14,-2,12
4_331,1606680000,1866800000,267090000,1871300000,5632800000,11244670000,50,32,93,175,1415450000,1948370000,327300000,1881480000,5672070000,11244670000,44,35,93,172,-191230000,81570000,60210000,10180000,39270000,0,-6,3,0,-3
4_332,3086070000,862550000,32450000,300000,9851210000,13832580000,43,43,101,187,3110480000,860190000,36150000,300000,9825460000,13832580000,49,38,94,181,24410000,-2360000,3700000,0,-25750000,0,6,-5,-7,-6
4_333,8183220000,8328200000,1134430000,2312620000,136840000,20095310000,39,30,75,144,8189970000,6258980000,1381260000,3926500000,338600000,20095310000,42,49,98,189,6750000,-2069220000,246830000,1613880000,201760000,0,3,19,23,45
4_334,3138090000,1436210000,110390000,358850000,126690000,5170230000,37,30,91,158,3114420000,1428080000,134900000,327730000,165100000,5170230000,26,28,66,120,-23670000,-8130000,24510000,-31120000,38410000,0,-11,-2,-25,-38
4_335,2021440000,605220000,83530000,1980000,7171470000,9883640000,42,37,90,169,2015180000,604830000,89200000,1980000,7172450000,9883640000,26,22,81,129,-6260000,-390000,5670000,0,980000,0,-16,-15,-9,-40
4_336,1226200000,5043750000,59680000,1915370000,2745840000,10990840000,43,32,84,159,1283540000,4857750000,139680000,1894510000,2815360000,10990840000,47,42,112,201,57340000,-186000000,80000000,-20860000,69520000,0,4,10,28,42
4_337,2499490000,651130000,59160000,9920000,11079180000,14298880000,33,35,68,136,2493510000,651100000,63770000,9920000,11080580000,14298880000,35,35,83,153,-5980000,-30000,4610000,0,1400000,0,2,0,15,17
4_338,7359330000,1205750000,46670000,290000,2491690000,11103730000,38,31,96,165,7853320000,1214640000,41100000,370000,1994300000,11103730000,45,39,97,181,493990000,8890000,-5570000,80000,-497390000,0,7,8,1,16
4_339,1242000000,2657170000,76200000,895370000,5791170000,10661910000,42,26,88,156,1223020000,2571100000,136220000,728480000,6003090000,10661910000,49,38,94,181,-18980000,-86070000,60020000,-166890000,211920000,0,7,12,6,25
4_340,1881900000,7252520000,628380000,815220000,134660000,10712680000,20,34,77,131,1858890000,6906530000,833660000,842670000,270930000,10712680000,23,25,85,133,-23010000,-345990000,205280000,27450000,136270000,0,3,-9,8,2
4_341,1843190000,1268950000,198100000,173710000,9202370000,12686320000,34,31,84,149,1831520000,1257240000,217560000,173250000,9206750000,12686320000,51,39,91,181,-11670000,-11710000,19460000,-460000,4380000,0,17,8,7,32
4_342,3119650000,5015940000,106530000,420150000,2116000000,10778270000,50,37,112,199,3255310000,4487580000,215040000,742580000,2077760000,10778270000,55,40,113,208,135660000,-528360000,108510000,322430000,-38240000,0,5,3,1,9
4_343,269510000,977840000,129870000,1833230000,6086640000,9297090000,27,38,98,163,200280000,1608600000,177540000,1054860000,6255810000,9297090000,34,35,103,172,-69230000,630760000,47670000,-778370000,169170000,0,7,-3,5,9
4_344,3488590000,4346670000,22190000,461360000,2444440000,10763250000,45,38,106,189,4140720000,3422370000,33840000,1500650000,1665670000,10763250000,41,39,110,190,652130000,-924300000,11650000,1039290000,-778770000,0,-4,1,4,1
4_345,453120000,7340690000,1728960000,772180000,172830000,10467780000,41,32,82,155,474330000,7173810000,1918090000,756810000,144740000,10467780000,40,37,92,169,21210000,-166880000,189130000,-15370000,-28090000,0,-1,5,10,14
4_346,2780480000,6395470000,322250000,725180000,341430000,10564810000,31,35,87,153,2795720000,6074550000,518370000,717300000,458870000,10564810000,47,31,106,184,15240000,-320920000,196120000,-7880000,117440000,0,16,-4,19,31
4_347,3085690000,2419910000,645510000,2066270000,1868230000,10085610000,49,31,99,179,2885440000,2293130000,694900000,2011510000,2200630000,10085610000,37,24,91,152,-200250000,-126780000,49390000,-54760000,332400000,0,-12,-7,-8,-27
4_348,2806970000,63240000,3020000,560000,11910970000,14784760000,33,39,100,172,2943220000,62900000,3210000,0,11775430000,14784760000,45,36,94,175,136250000,-340000,190000,-560000,-135540000,0,12,-3,-6,3
4_349,2580340000,6449310000,48780000,319360000,1385500000,10783290000,46,29,91,166,2892110000,6003400000,106680000,523200000,1257900000,10783290000,49,37,97,183,311770000,-445910000,57900000,203840000,-127600000,0,3,8,6,17
4_350,3379490000,5562440000,415380000,744410000,240120000,10341840000,45,34,90,169,3412010000,5218390000,645160000,750490000,315790000,10341840000,47,34,103,184,32520000,-344050000,229780000,6080000,75670000,0,2,0,13,15
4_351,1767440000,7658310000,37390000,362300000,961600000,10787040000,35,36,83,154,1962680000,7396000000,94260000,508660000,825440000,10787040000,31,22,82,135,195240000,-262310000,56870000,146360000,-136160000,0,-4,-14,-1,-19
4_352,1657140000,681500000,163070000,65220000,2493150000,5060080000,25,28,75,128,1634760000,690630000,173130000,59260000,2502300000,5060080000,30,33,94,157,-22380000,9130000,10060000,-5960000,9150000,0,5,5,19,29
4_353,3388660000,4834000000,882020000,1143990000,719810000,10968480000,29,32,87,148,3561040000,3853560000,986800000,1934540000,632540000,10968480000,29,26,90,145,172380000,-980440000,104780000,790550000,-87270000,0,0,-6,3,-3
4_354,1129980000,7678290000,794060000,319140000,420890000,10342360000,41,37,108,186,1231690000,7496000000,877580000,299090000,438000000,10342360000,48,35,83,166,101710000,-182290000,83520000,-20050000,17110000,0,7,-2,-25,-20
4_355,3119680000,3126950000,448820000,1001470000,2745590000,10442510000,40,34,100,174,3326710000,2999320000,567920000,1007210000,2541350000,10442510000,11,25,59,95,207030000,-127630000,119100000,5740000,-204240000,0,-29,-9,-41,-79
4_356,1871540000,399270000,17360000,0,6290880000,8579050000,29,39,90,158,1919720000,389890000,18160000,0,6251280000,8579050000,46,31,79,156,48180000,-9380000,800000,0,-39600000,0,17,-8,-11,-2
4_357,3475130000,3483930000,112370000,626320000,257520000,7955270000,42,39,89,170,3799150000,3180080000,143430000,515680000,316930000,7955270000,33,35,88,156,324020000,-303850000,31060000,-110640000,59410000,0,-9,-4,-1,-14
4_358,5120550000,97980000,20100000,970000,3966790000,9206390000,39,35,92,166,6429830000,80810000,14160000,0,2681590000,9206390000,36,35,99,170,1309280000,-17170000,-5940000,-970000,-1285200000,0,-3,0,7,4
4_359,3581240000,5795320000,165670000,694340000,486620000,10723190000,42,38,89,169,3762060000,5104330000,377440000,780790000,698570000,10723190000,49,29,87,165,180820000,-690990000,211770000,86450000,211950000,0,7,-9,-2,-4
4_360,3867720000,4553920000,231510000,1457400000,345820000,10456370000,35,36,89,160,3922790000,4554140000,289430000,1399800000,290210000,10456370000,36,44,113,193,55070000,220000,57920000,-57600000,-55610000,0,1,8,24,33
4_361,6151360000,6630680000,793830000,1374460000,167620000,15117950000,43,36,95,174,6308990000,5180830000,1019950000,2478310000,129870000,15117950000,45,35,91,171,157630000,-1449850000,226120000,1103850000,-37750000,0,2,-1,-4,-3
4_362,267380000,2823630000,169590000,80870000,1788400000,5129870000,50,31,93,174,269900000,2765650000,221510000,63310000,1809500000,5129870000,46,38,93,177,2520000,-57980000,51920000,-17560000,21100000,0,-4,7,0,3
4_363,3960070000,10189960000,741830000,2280130000,1495680000,18667670000,35,34,102,171,4114430000,9090160000,763680000,3149680000,1549720000,18667670000,48,33,94,175,154360000,-1099800000,21850000,869550000,54040000,0,13,-1,-8,4
4_364,3138210000,5575320000,792830000,430810000,143930000,10081100000,50,43,107,200,3159710000,5080140000,897990000,763410000,179850000,10081100000,39,46,96,181,21500000,-495180000,105160000,332600000,35920000,0,-11,3,-11,-19
4_365,673410000,38650000,11030000,862330000,7956950000,9542370000,40,37,86,163,716440000,12660000,33450000,1156170000,7623650000,9542370000,36,37,94,167,43030000,-25990000,22420000,293840000,-333300000,0,-4,0,8,4
4_366,6943510000,3161510000,337420000,94720000,2129880000,12667040000,41,19,78,138,6959020000,3175990000,387600000,93200000,2051230000,12667040000,34,34,93,161,15510000,14480000,50180000,-1520000,-78650000,0,-7,15,15,23
4_367,2676530000,1673620000,68420000,464950000,8969560000,13853080000,22,34,79,135,2819700000,1296370000,72340000,798220000,8866450000,13853080000,47,28,95,170,143170000,-377250000,3920000,333270000,-103110000,0,25,-6,16,35
4_368,7077150000,798290000,143360000,0,3085270000,11104070000,45,37,88,170,7355050000,654900000,149320000,0,2944800000,11104070000,44,45,106,195,277900000,-143390000,5960000,0,-140470000,0,-1,8,18,25
4_369,1493290000,3616210000,734630000,101460000,3226280000,9171870000,31,37,89,157,1357470000,3493790000,797970000,177860000,3344780000,9171870000,32,21,74,127,-135820000,-122420000,63340000,76400000,118500000,0,1,-16,-15,-30
4_370,1569550000,2188380000,107670000,505660000,545060000,4916320000,49,40,114,203,1592170000,1856350000,118160000,607080000,699680000,4873440000,31,37,101,169,22620000,-332030000,10490000,101420000,154620000,-42880000,-18,-3,-13,-34
4_371,2703710000,7027830000,766920000,222390000,221440000,10942290000,38,47,113,198,2722320000,6829560000,837340000,311470000,241600000,10942290000,49,36,88,173,18610000,-198270000,70420000,89080000,20160000,0,11,-11,-25,-25
4_372,6359650000,3012230000,942540000,129120000,6452800000,16896340000,40,38,99,177,6489700000,2973540000,1110340000,122870000,6199890000,16896340000,49,35,105,189,130050000,-38690000,167800000,-6250000,-252910000,0,9,-3,6,12
4_373,5186410000,48940000,3550000,84380000,5049280000,10372560000,33,26,76,135,5729150000,49490000,3550000,84380000,4505990000,10372560000,25,29,84,138,542740000,550000,0,0,-543290000,0,-8,3,8,3
4_374,1966510000,6172650000,346030000,301240000,184800000,8971230000,39,32,85,156,1968710000,6123490000,394080000,263120000,221830000,8971230000,33,20,74,127,2200000,-49160000,48050000,-38120000,37030000,0,-6,-12,-11,-29
4_375,5521130000,1148530000,154370000,631970000,2876550000,10332550000,34,33,96,163,5536000000,1207590000,185250000,563430000,2840280000,10332550000,47,41,95,183,14870000,59060000,30880000,-68540000,-36270000,0,13,8,-1,20
4_376,3623050000,4707870000,214630000,935850000,1251840000,10733240000,39,42,100,181,3205760000,4764860000,259730000,688940000,1813950000,10733240000,37,37,99,173,-417290000,56990000,45100000,-246910000,562110000,0,-2,-5,-1,-8
4_377,1769890000,4026310000,555020000,482480000,2121870000,8955570000,40,23,72,135,1803450000,3913300000,703360000,469680000,2065780000,8955570000,50,33,93,176,33560000,-113010000,148340000,-12800000,-56090000,0,10,10,21,41
4_378,6700560000,5551940000,189340000,1077210000,578480000,14097530000,45,30,84,159,6907650000,4972430000,373480000,1121490000,722480000,14097530000,31,28,85,144,207090000,-579510000,184140000,44280000,144000000,0,-14,-2,1,-15
4_379,3085800000,2858030000,232860000,447460000,3645730000,10269880000,42,39,88,169,3056400000,2781260000,244070000,483620000,3704530000,10269880000,38,39,106,183,-29400000,-76770000,11210000,36160000,58800000,0,-4,0,18,14
4_380,485740000,3933110000,450220000,2155850000,5531940000,12556860000,45,45,100,190,538130000,4013100000,551870000,1927000000,5526760000,12556860000,32,31,94,157,52390000,79990000,101650000,-228850000,-5180000,0,-13,-14,-6,-33
