"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_1_429",835800000,1209310000,168580000,47690000,238620000,2.5e+09,38,37,85,160,835800000,1209310000,168580000,47690000,238620000,2.5e+09,24,19,62,105,0.5,-14,-18,-23
"size_1_430",330160000,666530000,420650000,208060000,874600000,2.5e+09,38,31,77,146,330160000,666530000,420650000,208060000,874600000,2.5e+09,31,23,79,133,0.5,-7,-8,2
"size_1_431",1241600000,546590000,115960000,455220000,140630000,2.5e+09,39,32,73,144,1241600000,546590000,115960000,455220000,140630000,2.5e+09,22,20,63,105,0.5,-17,-12,-10
"size_1_432",998590000,845720000,159300000,210790000,285600000,2.5e+09,38,32,75,145,998590000,845720000,159300000,210790000,285600000,2.5e+09,23,18,65,106,0.5,-15,-14,-10
"size_1_433",1133300000,848930000,99860000,243320000,174590000,2.5e+09,35,40,82,157,1133300000,848930000,99860000,243320000,174590000,2.5e+09,25,20,74,119,0.5,-10,-20,-8
"size_1_434",1144530000,867030000,32360000,113580000,342500000,2.5e+09,35,35,74,144,1144530000,867030000,32360000,113580000,342500000,2.5e+09,23,18,63,104,0.5,-12,-17,-11
"size_1_435",414870000,871720000,472680000,689460000,51270000,2.5e+09,39,35,72,146,414870000,871720000,472680000,689460000,51270000,2.5e+09,22,23,79,124,0.5,-17,-12,7
"size_1_436",849420000,788760000,301210000,475610000,8.5e+07,2.5e+09,35,31,65,131,849420000,788760000,301210000,475610000,8.5e+07,2.5e+09,20,19,65,104,0.5,-15,-12,0
"size_1_437",612710000,1217910000,329110000,187590000,152680000,2.5e+09,42,41,85,168,612710000,1217910000,329110000,187590000,152680000,2.5e+09,26,25,90,141,0.5,-16,-16,5
"size_1_438",691430000,1321580000,158210000,300820000,27960000,2.5e+09,37,34,71,142,691430000,1321580000,158210000,300820000,27960000,2.5e+09,22,19,73,114,0.5,-15,-15,2
"size_1_439",593710000,706560000,182470000,963130000,54130000,2.5e+09,39,32,74,145,593710000,706560000,182470000,963130000,54130000,2.5e+09,21,23,75,119,0.5,-18,-9,1
"size_1_440",668950000,804020000,142250000,849070000,35710000,2.5e+09,37,31,64,132,668950000,804020000,142250000,849070000,35710000,2.5e+09,21,23,77,121,0.5,-16,-8,13
"size_1_441",583440000,1240690000,122670000,512350000,40850000,2.5e+09,39,34,78,151,583440000,1240690000,122670000,512350000,40850000,2.5e+09,22,20,73,115,0.5,-17,-14,-5
"size_1_442",693850000,1020110000,133240000,554020000,98780000,2.5e+09,38,37,79,154,693850000,1020110000,133240000,554020000,98780000,2.5e+09,25,25,86,136,0.5,-13,-12,7
"size_1_443",1069750000,1034570000,34500000,341980000,19200000,2.5e+09,35,29,64,128,1069750000,1034570000,34500000,341980000,19200000,2.5e+09,15,16,58,89,0.5,-20,-13,-6
"size_1_444",790170000,780640000,79390000,810400000,39400000,2.5e+09,36,30,66,132,790170000,780640000,79390000,810400000,39400000,2.5e+09,18,18,66,102,0.5,-18,-12,0
"size_1_445",873390000,1148750000,75230000,374210000,28420000,2.5e+09,37,29,64,130,873390000,1148750000,75230000,374210000,28420000,2.5e+09,19,19,64,102,0.5,-18,-10,0
"size_1_446",712680000,1262280000,228100000,206680000,90260000,2.5e+09,37,30,68,135,712680000,1262280000,228100000,206680000,90260000,2.5e+09,21,24,78,123,0.5,-16,-6,10
"size_1_447",94730000,35600000,161550000,1330000,1879030000,2172240000,31,25,64,120,94730000,35600000,161550000,1330000,1879030000,2172240000,21,13,54,88,0.5,-10,-12,-10
"size_1_448",1120260000,799420000,69410000,131350000,379560000,2.5e+09,37,42,83,162,1120260000,799420000,69410000,131350000,379560000,2.5e+09,25,18,64,107,0.5,-12,-24,-19
"size_1_449",1151500000,661670000,224980000,13800000,448050000,2.5e+09,35,33,82,150,1151500000,661670000,224980000,13800000,448050000,2.5e+09,24,19,70,113,0.5,-11,-14,-12
"size_1_450",1195970000,261440000,51140000,544690000,446760000,2.5e+09,35,40,74,149,1195970000,261440000,51140000,544690000,446760000,2.5e+09,23,18,63,104,0.5,-12,-22,-11
"size_1_451",1156930000,546160000,22260000,216690000,557960000,2.5e+09,33,40,76,149,1156930000,546160000,22260000,216690000,557960000,2.5e+09,25,19,63,107,0.5,-8,-21,-13
"size_1_452",1087380000,762680000,182130000,344700000,123110000,2.5e+09,40,39,78,157,1087380000,762680000,182130000,344700000,123110000,2.5e+09,21,23,75,119,0.5,-19,-16,-3
"size_1_453",1126870000,563680000,261680000,367010000,180760000,2.5e+09,38,40,75,153,1126870000,563680000,261680000,367010000,180760000,2.5e+09,24,17,65,106,0.5,-14,-23,-10
"size_1_454",1324310000,398270000,77300000,594570000,105550000,2.5e+09,39,36,76,151,1324310000,398270000,77300000,594570000,105550000,2.5e+09,21,22,74,117,0.5,-18,-14,-2
"size_1_455",1097080000,576280000,288350000,396830000,141460000,2.5e+09,38,32,78,148,1097080000,576280000,288350000,396830000,141460000,2.5e+09,24,22,74,120,0.5,-14,-10,-4
"size_1_456",973480000,914980000,83370000,478040000,50130000,2.5e+09,38,29,69,136,973480000,914980000,83370000,478040000,50130000,2.5e+09,20,18,69,107,0.5,-18,-11,0
"size_1_457",1092550000,743160000,164050000,464870000,35370000,2.5e+09,37,32,68,137,1092550000,743160000,164050000,464870000,35370000,2.5e+09,22,22,74,118,0.5,-15,-10,6
"size_1_458",418530000,1222930000,52240000,795260000,11040000,2.5e+09,37,29,62,128,418530000,1222930000,52240000,795260000,11040000,2.5e+09,14,17,58,89,0.5,-23,-12,-4
"size_1_459",403310000,1364070000,75570000,647620000,9430000,2.5e+09,37,30,60,127,403310000,1364070000,75570000,647620000,9430000,2.5e+09,19,18,62,99,0.5,-18,-12,2
"size_1_460",345260000,1926680000,149140000,64620000,14300000,2.5e+09,37,30,59,126,345260000,1926680000,149140000,64620000,14300000,2.5e+09,17,18,57,92,0.5,-20,-12,-2
"size_1_461",252770000,2112530000,57450000,61410000,15840000,2.5e+09,34,28,59,121,252770000,2112530000,57450000,61410000,15840000,2.5e+09,17,20,58,95,0.5,-17,-8,-1
"size_1_462",357620000,1020320000,222460000,752980000,146620000,2.5e+09,43,32,80,155,357620000,1020320000,222460000,752980000,146620000,2.5e+09,20,23,73,116,0.5,-23,-9,-7
"size_1_463",431130000,980800000,73890000,1004750000,9430000,2.5e+09,34,29,57,120,431130000,980800000,73890000,1004750000,9430000,2.5e+09,14,16,53,83,0.5,-20,-13,-4
"size_1_464",584670000,1194500000,301440000,348670000,70720000,2.5e+09,37,31,65,133,584670000,1194500000,301440000,348670000,70720000,2.5e+09,18,23,67,108,0.5,-19,-8,2
"size_1_465",527480000,1634260000,225940000,86990000,25330000,2.5e+09,34,28,56,118,527480000,1634260000,225940000,86990000,25330000,2.5e+09,14,17,59,90,0.5,-20,-11,3
"size_1_466",63180000,705630000,69390000,118430000,1342250000,2298880000,32,20,52,104,63180000,705630000,69390000,118430000,1342250000,2298880000,13,13,54,80,0.5,-19,-7,2
"size_1_467",296090000,1129620000,121410000,467270000,485610000,2.5e+09,39,31,65,135,296090000,1129620000,121410000,467270000,485610000,2.5e+09,15,18,59,92,0.5,-24,-13,-6
"size_1_468",278910000,839480000,328920000,953930000,98760000,2.5e+09,40,26,70,136,278910000,839480000,328920000,953930000,98760000,2.5e+09,14,26,66,106,0.5,-26,0,-4
"size_1_469",88480000,202570000,104480000,443510000,1401870000,2240910000,41,28,70,139,88480000,202570000,104480000,443510000,1401870000,2240910000,13,19,64,96,0.5,-28,-9,-6
"size_1_470",99760000,787050000,194610000,233350000,1185230000,2.5e+09,41,27,70,138,99760000,787050000,194610000,233350000,1185230000,2.5e+09,15,23,66,104,0.5,-26,-4,-4
"size_1_471",60450000,1960910000,223660000,246460000,8520000,2.5e+09,40,27,66,133,60450000,1960910000,223660000,246460000,8520000,2.5e+09,12,26,67,105,0.5,-28,-1,1
"size_1_472",64570000,1210400000,603050000,351470000,270510000,2.5e+09,36,26,66,128,64570000,1210400000,603050000,351470000,270510000,2.5e+09,18,22,68,108,0.5,-18,-4,2
"size_1_473",61970000,782360000,93820000,146590000,1377970000,2462710000,44,32,73,149,61970000,782360000,93820000,146590000,1377970000,2462710000,17,28,69,114,0.5,-27,-4,-4
"size_1_474",9980000,298230000,50790000,54180000,2047130000,2460310000,32,18,50,100,9980000,298230000,50790000,54180000,2047130000,2460310000,12,20,57,89,0.5,-20,2,7
"size_1_475",191190000,1912840000,151360000,184050000,60560000,2.5e+09,43,31,74,148,191190000,1912840000,151360000,184050000,60560000,2.5e+09,20,28,73,121,0.5,-23,-3,-1
"size_1_476",60010000,615100000,48270000,85640000,1440740000,2249760000,40,27,71,138,60010000,615100000,48270000,85640000,1440740000,2249760000,16,29,62,107,0.5,-24,2,-9
"size_1_477",115500000,1807610000,182160000,358250000,36480000,2.5e+09,44,30,77,151,115500000,1807610000,182160000,358250000,36480000,2.5e+09,15,24,64,103,0.5,-29,-6,-13
"size_1_478",582400000,1559040000,297910000,43070000,17580000,2.5e+09,36,31,56,123,582400000,1559040000,297910000,43070000,17580000,2.5e+09,24,21,64,109,0.5,-12,-10,8
"size_1_479",426660000,1762880000,206660000,51250000,52550000,2.5e+09,37,29,65,131,426660000,1762880000,206660000,51250000,52550000,2.5e+09,18,21,69,108,0.5,-19,-8,4
"size_1_480",795090000,1102670000,501170000,22570000,78500000,2.5e+09,39,32,65,136,795090000,1102670000,501170000,22570000,78500000,2.5e+09,23,23,72,118,0.5,-16,-9,7
"size_1_481",437150000,1800920000,132030000,100340000,29560000,2.5e+09,39,29,66,134,437150000,1800920000,132030000,100340000,29560000,2.5e+09,18,21,66,105,0.5,-21,-8,0
"size_1_482",349980000,1591790000,153390000,389160000,15680000,2.5e+09,35,28,55,118,349980000,1591790000,153390000,389160000,15680000,2.5e+09,17,20,50,87,0.5,-18,-8,-5
"size_1_483",641890000,1501060000,250300000,46530000,60220000,2.5e+09,39,30,69,138,641890000,1501060000,250300000,46530000,60220000,2.5e+09,20,19,69,108,0.5,-19,-11,0
"size_1_484",137940000,831840000,114180000,214490000,1197640000,2496090000,45,34,86,165,137940000,831840000,114180000,214490000,1197640000,2496090000,25,24,78,127,0.5,-20,-10,-8
"size_1_485",300600000,1767600000,136370000,262550000,32880000,2.5e+09,38,29,68,135,300600000,1767600000,136370000,262550000,32880000,2.5e+09,15,17,61,93,0.5,-23,-12,-7
"size_1_486",109600000,1778680000,394730000,178820000,38170000,2.5e+09,35,28,60,123,109600000,1778680000,394730000,178820000,38170000,2.5e+09,16,17,61,94,0.5,-19,-11,1
"size_1_487",145330000,2086380000,170160000,30730000,67400000,2.5e+09,38,29,61,128,145330000,2086380000,170160000,30730000,67400000,2.5e+09,19,19,67,105,0.5,-19,-10,6
"size_1_488",58510000,793100000,122480000,102120000,1409740000,2485950000,41,33,75,149,58510000,793100000,122480000,102120000,1409740000,2485950000,23,23,72,118,0.5,-18,-10,-3
"size_1_489",64990000,2020230000,250500000,150850000,13430000,2.5e+09,38,31,65,134,64990000,2020230000,250500000,150850000,13430000,2.5e+09,25,24,71,120,0.5,-13,-7,6
"size_1_490",24440000,345990000,77900000,167070000,1370400000,1985800000,34,23,62,119,24440000,345990000,77900000,167070000,1370400000,1985800000,14,24,61,99,0.5,-20,1,-1
"size_1_491",406470000,1901560000,95170000,21530000,75270000,2.5e+09,38,29,61,128,406470000,1901560000,95170000,21530000,75270000,2.5e+09,21,23,69,113,0.5,-17,-6,8
"size_1_492",649260000,1655660000,117780000,35440000,41860000,2.5e+09,42,30,76,148,649260000,1655660000,117780000,35440000,41860000,2.5e+09,19,22,65,106,0.5,-23,-8,-11
"size_1_493",217830000,2061840000,113840000,23440000,83050000,2.5e+09,40,30,61,131,217830000,2061840000,113840000,23440000,83050000,2.5e+09,21,20,61,102,0.5,-19,-10,0
"size_1_494",788380000,1402180000,101930000,170120000,37390000,2.5e+09,38,29,64,131,788380000,1402180000,101930000,170120000,37390000,2.5e+09,20,22,66,108,0.5,-18,-7,2
"size_1_495",743540000,1417980000,171080000,119040000,48360000,2.5e+09,42,30,74,146,743540000,1417980000,171080000,119040000,48360000,2.5e+09,20,23,69,112,0.5,-22,-7,-5
"size_1_496",552540000,1692020000,109960000,126930000,18550000,2.5e+09,33,23,55,111,552540000,1692020000,109960000,126930000,18550000,2.5e+09,15,20,58,93,0.5,-18,-3,3
"size_1_497",324070000,1895270000,145500000,86890000,48270000,2.5e+09,43,32,70,145,324070000,1895270000,145500000,86890000,48270000,2.5e+09,21,21,62,104,0.5,-22,-11,-8
"size_1_498",504120000,1791320000,110050000,41860000,52650000,2.5e+09,41,32,65,138,504120000,1791320000,110050000,41860000,52650000,2.5e+09,18,20,61,99,0.5,-23,-12,-4
"size_1_499",216930000,1508320000,482570000,227120000,65060000,2.5e+09,41,30,67,138,216930000,1508320000,482570000,227120000,65060000,2.5e+09,24,22,69,115,0.5,-17,-8,2
"size_1_500",142190000,2024170000,173970000,140250000,19420000,2.5e+09,36,29,61,126,142190000,2024170000,173970000,140250000,19420000,2.5e+09,19,20,65,104,0.5,-17,-9,4
"size_1_501",388770000,1069500000,437660000,548740000,55330000,2.5e+09,38,25,63,126,388770000,1069500000,437660000,548740000,55330000,2.5e+09,18,21,69,108,0.5,-20,-4,6
"size_1_502",478330000,952950000,119250000,934730000,14740000,2.5e+09,40,28,66,134,478330000,952950000,119250000,934730000,14740000,2.5e+09,18,21,71,110,0.5,-22,-7,5
"size_1_503",61750000,1315680000,375150000,207590000,539830000,2.5e+09,43,26,76,145,61750000,1315680000,375150000,207590000,539830000,2.5e+09,26,29,77,132,0.5,-17,3,1
"size_1_504",51660000,1524720000,744210000,155830000,23580000,2.5e+09,35,25,60,120,51660000,1524720000,744210000,155830000,23580000,2.5e+09,20,22,67,109,0.5,-15,-3,7
"size_1_505",97840000,1262810000,587530000,123480000,428340000,2.5e+09,44,26,79,149,97840000,1262810000,587530000,123480000,428340000,2.5e+09,26,29,85,140,0.5,-18,3,6
"size_1_506",26330000,102840000,329390000,1.42e+08,1593690000,2194250000,44,27,70,141,26330000,102840000,329390000,1.42e+08,1593690000,2194250000,21,24,73,118,0.5,-23,-3,3
"size_1_507",49590000,1145740000,236940000,105950000,961780000,2.5e+09,45,29,76,150,49590000,1145740000,236940000,105950000,961780000,2.5e+09,23,33,86,142,0.5,-22,4,10
"size_1_508",701700000,1348660000,93470000,201250000,154920000,2.5e+09,41,32,72,145,701700000,1348660000,93470000,201250000,154920000,2.5e+09,21,26,74,121,0.5,-20,-6,2
"size_1_509",1110530000,1166090000,56740000,135010000,31630000,2.5e+09,39,29,58,126,1110530000,1166090000,56740000,135010000,31630000,2.5e+09,17,18,65,100,0.5,-22,-11,7
"size_1_510",1038580000,1035250000,54560000,316690000,54920000,2.5e+09,37,29,68,134,1038580000,1035250000,54560000,316690000,54920000,2.5e+09,19,16,61,96,0.5,-18,-13,-7
"size_1_511",884940000,840260000,74870000,674940000,24990000,2.5e+09,34,25,54,113,884940000,840260000,74870000,674940000,24990000,2.5e+09,15,15,56,86,0.5,-19,-10,2
"size_1_512",536950000,1263930000,46020000,590270000,62830000,2.5e+09,42,34,74,150,536950000,1263930000,46020000,590270000,62830000,2.5e+09,22,24,70,116,0.5,-20,-10,-4
"size_1_513",464810000,1630430000,76420000,195640000,132700000,2.5e+09,39,34,73,146,464810000,1630430000,76420000,195640000,132700000,2.5e+09,24,23,74,121,0.5,-15,-11,1
"size_1_514",743180000,1054930000,126090000,537940000,37860000,2.5e+09,41,29,76,146,743180000,1054930000,126090000,537940000,37860000,2.5e+09,20,24,69,113,0.5,-21,-5,-7
"size_1_515",885510000,1119740000,64180000,383510000,47060000,2.5e+09,40,32,74,146,885510000,1119740000,64180000,383510000,47060000,2.5e+09,21,24,72,117,0.5,-19,-8,-2
"size_1_516",629750000,1170110000,458800000,198600000,42740000,2.5e+09,33,23,58,114,629750000,1170110000,458800000,198600000,42740000,2.5e+09,15,20,64,99,0.5,-18,-3,6
"size_1_517",1359770000,402180000,152650000,524580000,60820000,2.5e+09,38,31,74,143,1359770000,402180000,152650000,524580000,60820000,2.5e+09,17,21,67,105,0.5,-21,-10,-7
"size_1_518",1115020000,673160000,193530000,463360000,54930000,2.5e+09,32,24,64,120,1115020000,673160000,193530000,463360000,54930000,2.5e+09,17,16,56,89,0.5,-15,-8,-8
"size_1_519",1155170000,692010000,123740000,479170000,49910000,2.5e+09,35,26,68,129,1155170000,692010000,123740000,479170000,49910000,2.5e+09,18,18,61,97,0.5,-17,-8,-7
"size_1_520",358030000,924580000,750240000,401400000,65750000,2.5e+09,40,24,68,132,358030000,924580000,750240000,401400000,65750000,2.5e+09,21,28,71,120,0.5,-19,4,3
"size_1_521",487090000,1186940000,478300000,144780000,202890000,2.5e+09,43,27,80,150,487090000,1186940000,478300000,144780000,202890000,2.5e+09,23,29,82,134,0.5,-20,2,2
"size_1_522",240360000,1247180000,765920000,169080000,77460000,2.5e+09,41,28,74,143,240360000,1247180000,765920000,169080000,77460000,2.5e+09,22,26,79,127,0.5,-19,-2,5
"size_1_523",40010000,337890000,654130000,1219840000,248130000,2.5e+09,44,29,78,151,40010000,337890000,654130000,1219840000,248130000,2.5e+09,27,34,82,143,0.5,-17,5,4
"size_1_524",210600000,1143490000,487180000,455170000,203560000,2.5e+09,43,33,82,158,210600000,1143490000,487180000,455170000,203560000,2.5e+09,24,31,84,139,0.5,-19,-2,2
"size_1_525",7e+08,525300000,385500000,660820000,228380000,2.5e+09,42,33,80,155,7e+08,525300000,385500000,660820000,228380000,2.5e+09,25,32,83,140,0.5,-17,-1,3
"size_1_526",282880000,1295390000,462510000,361410000,97810000,2.5e+09,45,28,78,151,282880000,1295390000,462510000,361410000,97810000,2.5e+09,21,34,81,136,0.5,-24,6,3
"size_1_527",14670000,355860000,55010000,117150000,1957310000,2.5e+09,40,25,75,140,14670000,355860000,55010000,117150000,1957310000,2.5e+09,21,26,72,119,0.5,-19,1,-3
"size_1_528",72780000,407990000,474650000,698610000,845970000,2.5e+09,43,31,77,151,72780000,407990000,474650000,698610000,845970000,2.5e+09,23,30,75,128,0.5,-20,-1,-2
"size_1_529",36720000,134710000,145610000,1339520000,843440000,2.5e+09,40,29,77,146,36720000,134710000,145610000,1339520000,843440000,2.5e+09,21,33,78,132,0.5,-19,4,1
"size_1_530",241260000,917970000,193010000,248650000,899110000,2.5e+09,45,38,89,172,241260000,917970000,193010000,248650000,899110000,2.5e+09,26,35,87,148,0.5,-19,-3,-2
"size_1_531",4460000,178220000,30180000,321230000,1964230000,2498320000,39,29,67,135,4460000,178220000,30180000,321230000,1964230000,2498320000,21,31,74,126,0.5,-18,2,7
"size_1_532",729790000,810290000,200180000,655390000,104350000,2.5e+09,41,30,68,139,729790000,810290000,200180000,655390000,104350000,2.5e+09,18,20,65,103,0.5,-23,-10,-3
"size_1_533",975380000,623670000,82780000,793140000,25030000,2.5e+09,37,26,64,127,975380000,623670000,82780000,793140000,25030000,2.5e+09,20,19,61,100,0.5,-17,-7,-3
"size_1_534",108100000,282300000,11920000,15120000,1965040000,2382480000,42,33,78,153,108100000,282300000,11920000,15120000,1965040000,2382480000,11,26,55,92,0.5,-31,-7,-23
"size_1_535",32610000,129250000,46130000,28900000,2191060000,2427950000,42,31,79,152,32610000,129250000,46130000,28900000,2191060000,2427950000,15,25,57,97,0.5,-27,-6,-22
"size_1_536",0,15670000,0,0,1463900000,1479570000,26,20,49,95,0,15670000,0,0,1463900000,1479570000,10,20,41,71,0.5,-16,0,-8
"size_1_537",759080000,261390000,8320000,37570000,1433640000,2.5e+09,38,31,79,148,759080000,261390000,8320000,37570000,1433640000,2.5e+09,13,28,60,101,0.5,-25,-3,-19
"size_1_538",349430000,587950000,130200000,95820000,1336600000,2.5e+09,41,39,90,170,349430000,587950000,130200000,95820000,1336600000,2.5e+09,18,35,71,124,0.5,-23,-4,-19
"size_1_539",660700000,138190000,105210000,2220000,1593680000,2.5e+09,39,27,68,134,660700000,138190000,105210000,2220000,1593680000,2.5e+09,14,27,57,98,0.5,-25,0,-11
"size_1_540",513630000,215760000,31280000,8910000,1730420000,2.5e+09,39,31,73,143,513630000,215760000,31280000,8910000,1730420000,2.5e+09,13,28,60,101,0.5,-26,-3,-13
"size_1_541",609610000,86340000,1100000,9690000,1793260000,2.5e+09,37,25,69,131,609610000,86340000,1100000,9690000,1793260000,2.5e+09,14,29,50,93,0.5,-23,4,-19
"size_1_542",1168520000,416040000,206470000,497780000,211190000,2.5e+09,36,34,73,143,1168520000,416040000,206470000,497780000,211190000,2.5e+09,24,19,60,103,0.5,-12,-15,-13
"size_1_543",695800000,269280000,79280000,4360000,1451280000,2.5e+09,35,27,68,130,695800000,269280000,79280000,4360000,1451280000,2.5e+09,12,29,62,103,0.5,-23,2,-6
"size_1_544",193230000,88850000,5670000,4240000,2208010000,2.5e+09,43,32,77,152,193230000,88850000,5670000,4240000,2208010000,2.5e+09,12,21,51,84,0.5,-31,-11,-26
"size_1_545",553710000,127030000,9510000,440000,1809310000,2.5e+09,38,27,73,138,553710000,127030000,9510000,440000,1809310000,2.5e+09,9,28,55,92,0.5,-29,1,-18
"size_1_546",640000,19720000,550000,2260000,1739640000,1762810000,42,33,78,153,640000,19720000,550000,2260000,1739640000,1762810000,13,24,49,86,0.5,-29,-9,-29
"size_1_547",414420000,238640000,149250000,4740000,1692950000,2.5e+09,32,26,63,121,414420000,238640000,149250000,4740000,1692950000,2.5e+09,23,19,62,104,0.5,-9,-7,-1
"size_1_548",1040180000,493340000,39320000,238870000,688290000,2.5e+09,39,39,80,158,1040180000,493340000,39320000,238870000,688290000,2.5e+09,29,17,67,113,0.5,-10,-22,-13
"size_1_549",1238490000,549960000,141510000,109440000,460600000,2.5e+09,37,29,74,140,1238490000,549960000,141510000,109440000,460600000,2.5e+09,23,16,58,97,0.5,-14,-13,-16
"size_1_550",425610000,90270000,14990000,576050000,1393080000,2.5e+09,31,37,66,134,425610000,90270000,14990000,576050000,1393080000,2.5e+09,17,14,51,82,0.5,-14,-23,-15
"size_1_551",907330000,440130000,42190000,414850000,695500000,2.5e+09,32,38,71,141,907330000,440130000,42190000,414850000,695500000,2.5e+09,25,19,59,103,0.5,-7,-19,-12
"size_1_552",1014620000,225930000,87220000,623310000,548920000,2.5e+09,29,32,62,123,1014620000,225930000,87220000,623310000,548920000,2.5e+09,24,17,61,102,0.5,-5,-15,-1
"size_1_553",1310080000,64310000,6170000,523360000,596080000,2.5e+09,34,35,69,138,1310080000,64310000,6170000,523360000,596080000,2.5e+09,20,19,52,91,0.5,-14,-16,-17
"size_1_554",751150000,186960000,352150000,154500000,1055240000,2.5e+09,34,35,72,141,751150000,186960000,352150000,154500000,1055240000,2.5e+09,23,17,62,102,0.5,-11,-18,-10
"size_1_555",1155640000,124580000,44390000,324250000,851140000,2.5e+09,32,36,68,136,1155640000,124580000,44390000,324250000,851140000,2.5e+09,18,17,53,88,0.5,-14,-19,-15
"size_1_556",69600000,25090000,147830000,11300000,1.646e+09,1899820000,30,21,49,100,69600000,25090000,147830000,11300000,1.646e+09,1899820000,21,16,52,89,0.5,-9,-5,3
"size_1_557",832480000,39240000,34400000,451850000,1142030000,2.5e+09,35,33,66,134,832480000,39240000,34400000,451850000,1142030000,2.5e+09,15,15,51,81,0.5,-20,-18,-15
"size_1_558",636190000,58860000,18780000,492570000,1293600000,2.5e+09,33,32,66,131,636190000,58860000,18780000,492570000,1293600000,2.5e+09,17,15,46,78,0.5,-16,-17,-20
"size_1_559",660220000,1211800000,305020000,63510000,259450000,2.5e+09,36,38,79,153,660220000,1211800000,305020000,63510000,259450000,2.5e+09,23,19,63,105,0.5,-13,-19,-16
"size_1_560",913430000,998440000,89230000,81010000,417890000,2.5e+09,33,34,63,130,913430000,998440000,89230000,81010000,417890000,2.5e+09,23,18,58,99,0.5,-10,-16,-5
"size_1_561",679890000,72440000,77770000,555090000,1114810000,2.5e+09,34,35,68,137,679890000,72440000,77770000,555090000,1114810000,2.5e+09,21,16,56,93,0.5,-13,-19,-12
"size_1_562",573650000,56500000,40870000,718080000,1110900000,2.5e+09,29,33,61,123,573650000,56500000,40870000,718080000,1110900000,2.5e+09,18,14,52,84,0.5,-11,-19,-9
"size_1_563",560470000,129780000,37640000,241310000,1530800000,2.5e+09,31,33,66,130,560470000,129780000,37640000,241310000,1530800000,2.5e+09,20,15,51,86,0.5,-11,-18,-15
"size_1_564",641600000,281420000,70710000,210930000,1295340000,2.5e+09,36,39,72,147,641600000,281420000,70710000,210930000,1295340000,2.5e+09,20,13,52,85,0.5,-16,-26,-20
"size_1_565",640210000,1210870000,210020000,209350000,229550000,2.5e+09,46,40,86,172,640210000,1210870000,210020000,209350000,229550000,2.5e+09,28,23,76,127,0.5,-18,-17,-10
"size_1_566",980110000,217910000,182550000,478370000,641060000,2.5e+09,41,39,85,165,980110000,217910000,182550000,478370000,641060000,2.5e+09,26,21,71,118,0.5,-15,-18,-14
"size_1_567",646080000,670430000,177910000,711180000,294400000,2.5e+09,38,36,77,151,646080000,670430000,177910000,711180000,294400000,2.5e+09,22,19,68,109,0.5,-16,-17,-9
"size_1_568",595110000,174580000,117290000,602870000,1010150000,2.5e+09,38,38,79,155,595110000,174580000,117290000,602870000,1010150000,2.5e+09,25,17,56,98,0.5,-13,-21,-23
"size_1_569",1209080000,606010000,236980000,396160000,51770000,2.5e+09,37,37,77,151,1209080000,606010000,236980000,396160000,51770000,2.5e+09,20,21,66,107,0.5,-17,-16,-11
"size_1_570",983190000,579200000,100330000,747040000,90240000,2.5e+09,42,36,76,154,983190000,579200000,100330000,747040000,90240000,2.5e+09,22,17,60,99,0.5,-20,-19,-16
"size_1_571",846320000,1118110000,377750000,104030000,53790000,2.5e+09,42,35,77,154,846320000,1118110000,377750000,104030000,53790000,2.5e+09,22,26,78,126,0.5,-20,-9,1
