"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_4_075",2996970000,3788070000,658240000,1307570000,165250000,8916100000,40,29,83,152,2996970000,3788070000,658240000,1307570000,165250000,8916100000,27,24,74,125,0.5,-13,-5,-9
"size_4_076",2197260000,1070340000,236100000,2545030000,8536380000,14585110000,45,28,81,154,2197260000,1070340000,236100000,2545030000,8536380000,14585110000,19,33,75,127,0.5,-26,5,-6
"size_4_077",4502050000,1183770000,162820000,273010000,6558450000,12680100000,46,38,95,179,4502050000,1183770000,162820000,273010000,6558450000,12680100000,25,42,80,147,0.5,-21,4,-15
"size_4_078",1558620000,266370000,71280000,1270000,6006640000,7904180000,39,39,91,169,1558620000,266370000,71280000,1270000,6006640000,7904180000,27,41,81,149,0.5,-12,2,-10
"size_4_079",6653700000,3924370000,434870000,4390000,4293570000,15310900000,49,44,103,196,6653700000,3924370000,434870000,4390000,4293570000,15310900000,29,46,91,166,0.5,-20,2,-12
"size_4_080",6142280000,501620000,57440000,0,4025510000,10726850000,44,39,89,172,6142280000,501620000,57440000,0,4025510000,10726850000,24,43,78,145,0.5,-20,4,-11
"size_4_081",2479810000,3950330000,841030000,1378560000,266180000,8915910000,42,35,88,165,2479810000,3950330000,841030000,1378560000,266180000,8915910000,23,31,78,132,0.5,-19,-4,-10
"size_4_082",5763140000,26440000,31920000,2510000,3491650000,9315660000,39,29,82,150,5763140000,26440000,31920000,2510000,3491650000,9315660000,20,27,59,106,0.5,-19,-2,-23
"size_4_083",1143180000,5745570000,290360000,318560000,211530000,7709200000,35,32,70,137,1143180000,5745570000,290360000,318560000,211530000,7709200000,22,17,69,108,0.5,-13,-15,-1
"size_4_084",2604410000,10345020000,1388990000,2440160000,551850000,17330430000,49,43,96,188,2604410000,10345020000,1388990000,2440160000,551850000,17330430000,24,28,82,134,0.5,-25,-15,-14
"size_4_085",2462710000,4207400000,368960000,1657060000,197140000,8893270000,46,35,93,174,2462710000,4207400000,368960000,1657060000,197140000,8893270000,23,33,78,134,0.5,-23,-2,-15
"size_4_086",2182770000,1590730000,129250000,1277450000,180470000,5360670000,44,36,92,172,2182770000,1590730000,129250000,1277450000,180470000,5360670000,24,35,77,136,0.5,-20,-1,-15
"size_4_087",6948800000,2463380000,397260000,0,2275580000,12085020000,44,40,91,175,6948800000,2463380000,397260000,0,2275580000,12085020000,25,43,81,149,0.5,-19,3,-10
"size_4_088",4683830000,2069790000,185600000,592390000,962580000,8494190000,47,45,94,186,4683830000,2069790000,185600000,592390000,962580000,8494190000,26,24,87,137,0.5,-21,-21,-7
"size_4_089",5648170000,753090000,98950000,1346270000,2595600000,10442080000,36,42,80,158,5648170000,753090000,98950000,1346270000,2595600000,10442080000,26,18,73,117,0.5,-10,-24,-7
"size_4_090",1837420000,5194850000,258840000,2956610000,208660000,10456380000,43,35,83,161,1837420000,5194850000,258840000,2956610000,208660000,10456380000,24,24,85,133,0.5,-19,-11,2
"size_4_091",2259520000,2455960000,516500000,5.067e+09,153130000,10452110000,41,36,83,160,2259520000,2455960000,516500000,5.067e+09,153130000,10452110000,23,26,86,135,0.5,-18,-10,3
"size_4_092",5004970000,1323370000,923630000,2059320000,4526700000,13837990000,45,43,85,173,5004970000,1323370000,923630000,2059320000,4526700000,13837990000,31,26,80,137,0.5,-14,-17,-5
"size_4_093",3437460000,2277220000,171250000,501990000,4569170000,10957090000,50,50,119,219,3437460000,2277220000,171250000,501990000,4569170000,10957090000,35,25,95,155,0.5,-15,-25,-24
"size_4_094",1331510000,6379570000,677470000,957830000,4456300000,13802680000,44,32,86,162,1331510000,6379570000,677470000,957830000,4456300000,13802680000,23,22,77,122,0.5,-21,-10,-9
"size_4_095",2665180000,143650000,231990000,2650990000,4384330000,10076140000,37,35,77,149,2665180000,143650000,231990000,2650990000,4384330000,10076140000,24,17,64,105,0.5,-13,-18,-13
"size_4_096",1211250000,254720000,67780000,183060000,5990400000,7707210000,43,44,101,188,1211250000,254720000,67780000,183060000,5990400000,7707210000,28,44,85,157,0.5,-15,0,-16
"size_4_097",531600000,3790510000,1804860000,766090000,1067870000,7960930000,46,30,86,162,531600000,3790510000,1804860000,766090000,1067870000,7960930000,30,32,86,148,0.5,-16,2,0
"size_4_098",1630670000,1750820000,88060000,513570000,1422660000,5405780000,39,39,89,167,1630670000,1750820000,88060000,513570000,1422660000,5405780000,26,19,74,119,0.5,-13,-20,-15
"size_4_099",2454320000,7650460000,934310000,460390000,1041060000,12540540000,42,42,97,181,2454320000,7650460000,934310000,460390000,1041060000,12540540000,33,28,82,143,0.5,-9,-14,-15
"size_4_100",832700000,4169580000,642030000,1459460000,2982420000,10086190000,49,33,92,174,832700000,4169580000,642030000,1459460000,2982420000,10086190000,24,33,85,142,0.5,-25,0,-7
"size_4_101",7829460000,104420000,69470000,6610000,3011910000,11021870000,37,27,75,139,7829460000,104420000,69470000,6610000,3011910000,11021870000,21,33,72,126,0.5,-16,6,-3
"size_4_102",444240000,4431440000,508080000,2228120000,4944960000,12556840000,47,36,93,176,444240000,4431440000,508080000,2228120000,4944960000,12556840000,23,35,87,145,0.5,-24,-1,-6
"size_4_103",3908830000,4921920000,617410000,907750000,351750000,10707660000,46,39,99,184,3908830000,4921920000,617410000,907750000,351750000,10707660000,26,37,79,142,0.5,-20,-2,-20
"size_4_104",11447750000,1792430000,130930000,0,3429540000,16800650000,43,40,96,179,11447750000,1792430000,130930000,0,3429540000,16800650000,25,41,80,146,0.5,-18,1,-16
"size_4_105",2901810000,6703450000,509530000,434380000,810930000,11360100000,44,38,96,178,2901810000,6703450000,509530000,434380000,810930000,11360100000,30,38,82,150,0.5,-14,0,-14
"size_4_106",6240460000,3125900000,328430000,138980000,2401680000,12235450000,43,36,86,165,6240460000,3125900000,328430000,138980000,2401680000,12235450000,25,37,80,142,0.5,-18,1,-6
"size_4_107",1869340000,780450000,252200000,10460000,5088730000,8001180000,34,26,56,116,1869340000,780450000,252200000,10460000,5088730000,8001180000,21,20,66,107,0.5,-13,-6,10
"size_4_108",2030260000,397280000,25570000,640000,7242720000,9696470000,41,30,73,144,2030260000,397280000,25570000,640000,7242720000,9696470000,19,31,66,116,0.5,-22,1,-7
"size_4_109",661320000,4.041e+09,245860000,368940000,3714180000,9031300000,36,36,73,145,661320000,4.041e+09,245860000,368940000,3714180000,9031300000,25,23,72,120,0.5,-11,-13,-1
"size_4_110",1272610000,3149950000,214700000,545450000,71840000,5254550000,50,39,105,194,1272610000,3149950000,214700000,545450000,71840000,5254550000,29,35,82,146,0.5,-21,-4,-23
"size_4_111",1907130000,2479750000,960640000,422160000,6077770000,11847450000,45,39,109,193,1907130000,2479750000,960640000,422160000,6077770000,11847450000,35,29,95,159,0.5,-10,-10,-14
"size_4_112",3730800000,11656550000,1865870000,1788380000,1883210000,20924810000,45,37,101,183,3730800000,11656550000,1865870000,1788380000,1883210000,20924810000,26,32,94,152,0.5,-19,-5,-7
"size_4_113",3101160000,6703380000,784960000,1344550000,135960000,12070010000,44,34,86,164,3101160000,6703380000,784960000,1344550000,135960000,12070010000,21,30,80,131,0.5,-23,-4,-6
"size_4_114",3866280000,3577940000,181550000,758910000,896320000,9.281e+09,48,43,98,189,3866280000,3577940000,181550000,758910000,896320000,9.281e+09,31,39,89,159,0.5,-17,-4,-9
"size_4_115",3155490000,4250440000,404790000,200960000,2053430000,10065110000,34,29,76,139,3155490000,4250440000,404790000,200960000,2053430000,10065110000,27,19,64,110,0.5,-7,-10,-12
"size_4_116",1863920000,7497260000,725080000,4197810000,139070000,14423140000,42,32,79,153,1863920000,7497260000,725080000,4197810000,139070000,14423140000,24,25,85,134,0.5,-18,-7,6
"size_4_117",5666540000,8085350000,573350000,1487400000,4678180000,20490820000,36,40,75,151,5666540000,8085350000,573350000,1487400000,4678180000,20490820000,23,19,70,112,0.5,-13,-21,-5
"size_4_118",429770000,6516390000,624630000,1534370000,1686990000,10792150000,46,32,89,167,429770000,6516390000,624630000,1534370000,1686990000,10792150000,26,27,80,133,0.5,-20,-5,-9
"size_4_119",3355400000,11190000,2120000,73410000,9702160000,13144280000,31,29,66,126,3355400000,11190000,2120000,73410000,9702160000,13144280000,13,30,48,91,0.5,-18,1,-18
"size_4_120",3857960000,2943600000,121840000,1286640000,3017610000,11227650000,45,50,109,204,3857960000,2943600000,121840000,1286640000,3017610000,11227650000,27,31,91,149,0.5,-18,-19,-18
"size_4_121",200280000,1608600000,177540000,1054860000,6255810000,9297090000,39,26,62,127,200280000,1608600000,177540000,1054860000,6255810000,9297090000,14,21,61,96,0.5,-25,-5,-1
"size_4_122",10159270000,38300000,12300000,0,6465940000,16675810000,35,32,79,146,10159270000,38300000,12300000,0,6465940000,16675810000,21,36,67,124,0.5,-14,4,-12
"size_4_123",1754040000,7355190000,804730000,347170000,201610000,10462740000,44,33,79,156,1754040000,7355190000,804730000,347170000,201610000,10462740000,24,23,77,124,0.5,-20,-10,-2
"size_4_124",3762030000,7262440000,494130000,1577260000,233900000,13329760000,41,33,72,146,3762030000,7262440000,494130000,1577260000,233900000,13329760000,21,17,73,111,0.5,-20,-16,1
"size_4_125",797590000,9188140000,222930000,185450000,387940000,10782050000,39,37,81,157,797590000,9188140000,222930000,185450000,387940000,10782050000,26,23,80,129,0.5,-13,-14,-1
"size_4_126",4235340000,3082080000,997290000,1631740000,134880000,10081330000,39,34,76,149,4235340000,3082080000,997290000,1631740000,134880000,10081330000,21,22,66,109,0.5,-18,-12,-10
"size_4_127",4885620000,1754380000,211430000,2052080000,1544120000,10447630000,44,41,90,175,4885620000,1754380000,211430000,2052080000,1544120000,10447630000,23,18,80,121,0.5,-21,-23,-10
"size_4_128",2472810000,4244260000,538460000,1463380000,76630000,8795540000,41,31,82,154,2472810000,4244260000,538460000,1463380000,76630000,8795540000,20,27,74,121,0.5,-21,-4,-8
"size_4_129",1017130000,7415420000,1133200000,96940000,413890000,10076580000,40,36,87,163,1017130000,7415420000,1133200000,96940000,413890000,10076580000,28,27,82,137,0.5,-12,-9,-5
"size_4_130",3778620000,9214820000,1145210000,1446730000,470460000,16055840000,41,38,98,177,3778620000,9214820000,1145210000,1446730000,470460000,16055840000,26,34,78,138,0.5,-15,-4,-20
"size_4_131",1715330000,819400000,669700000,32700000,1937490000,5174620000,40,35,81,156,1715330000,819400000,669700000,32700000,1937490000,5174620000,29,20,75,124,0.5,-11,-15,-6
"size_4_132",1256520000,3501020000,1166300000,226050000,5622010000,11771900000,47,37,92,176,1256520000,3501020000,1166300000,226050000,5622010000,11771900000,24,35,78,137,0.5,-23,-2,-14
"size_4_133",4019950000,3730060000,113090000,2028020000,2926030000,12817150000,41,39,87,167,4019950000,3730060000,113090000,2028020000,2926030000,12817150000,24,21,80,125,0.5,-17,-18,-7
"size_4_134",702860000,326850000,30620000,123530000,3951220000,5135080000,44,45,98,187,702860000,326850000,30620000,123530000,3951220000,5135080000,32,40,87,159,0.5,-12,-5,-11
"size_4_135",3881770000,108120000,58820000,14510000,1122070000,5185290000,39,30,72,141,3881770000,108120000,58820000,14510000,1122070000,5185290000,19,33,69,121,0.5,-20,3,-3
"size_4_136",2033050000,5019320000,400580000,1619520000,891220000,9963690000,50,36,93,179,2033050000,5019320000,400580000,1619520000,891220000,9963690000,26,36,78,140,0.5,-24,0,-15
"size_4_137",2568510000,2803210000,481150000,560010000,3333980000,9746860000,45,41,96,182,2568510000,2803210000,481150000,560010000,3333980000,9746860000,26,34,78,138,0.5,-19,-7,-18
"size_4_138",5158620000,3705290000,268900000,876710000,332780000,10342300000,45,36,91,172,5158620000,3705290000,268900000,876710000,332780000,10342300000,25,32,75,132,0.5,-20,-4,-16
"size_4_139",3189480000,5215360000,599090000,282640000,794510000,10081080000,39,40,83,162,3189480000,5215360000,599090000,282640000,794510000,10081080000,27,22,70,119,0.5,-12,-18,-13
"size_4_140",1430910000,432400000,13230000,0,6924130000,8800670000,40,29,82,151,1430910000,432400000,13230000,0,6924130000,8800670000,22,33,67,122,0.5,-18,4,-15
"size_4_141",1223020000,2571100000,136220000,728480000,6003090000,10661910000,36,30,70,136,1223020000,2571100000,136220000,728480000,6003090000,10661910000,20,15,55,90,0.5,-16,-15,-15
"size_4_142",480440000,3605400000,326600000,312950000,3736500000,8461890000,38,28,72,138,480440000,3605400000,326600000,312950000,3736500000,8461890000,19,20,67,106,0.5,-19,-8,-5
"size_4_143",2689890000,2302100000,460170000,153130000,5463520000,11068810000,36,34,83,153,2689890000,2302100000,460170000,153130000,5463520000,11068810000,25,18,72,115,0.5,-11,-16,-11
"size_4_144",4291090000,2517390000,941420000,2202670000,129110000,10081680000,40,30,79,149,4291090000,2517390000,941420000,2202670000,129110000,10081680000,19,30,79,128,0.5,-21,0,0
"size_4_145",2939470000,63490000,281240000,1407790000,498370000,5190360000,37,33,69,139,2939470000,63490000,281240000,1407790000,498370000,5190360000,21,21,67,109,0.5,-16,-12,-2
"size_4_146",1005980000,1751420000,761830000,12186150000,15011030000,30716410000,39,24,71,134,1005980000,1751420000,761830000,12186150000,15011030000,30716410000,12,26,69,107,0.5,-27,2,-2
"size_4_147",2023580000,7271550000,760920000,66540000,214220000,10336810000,49,38,96,183,2023580000,7271550000,760920000,66540000,214220000,10336810000,29,32,88,149,0.5,-20,-6,-8
"size_4_148",7222350000,3118550000,328420000,0,5472340000,16141660000,45,44,108,197,7222350000,3118550000,328420000,0,5472340000,16141660000,29,48,89,166,0.5,-16,4,-19
"size_4_149",1840340000,1544570000,277460000,416060000,437660000,4516090000,43,40,96,179,1840340000,1544570000,277460000,416060000,437660000,4516090000,30,40,83,153,0.5,-13,0,-13
"size_4_150",3832570000,2531880000,475720000,767700000,2508850000,10116720000,42,42,95,179,3832570000,2531880000,475720000,767700000,2508850000,10116720000,24,40,80,144,0.5,-18,-2,-15
"size_4_151",7705700000,566700000,106070000,7420000,5773100000,14158990000,43,41,91,175,7705700000,566700000,106070000,7420000,5773100000,14158990000,22,39,73,134,0.5,-21,-2,-18
"size_4_152",7807530000,22440000,20800000,13420000,4472600000,12336790000,36,29,67,132,7807530000,22440000,20800000,13420000,4472600000,12336790000,20,33,57,110,0.5,-16,4,-10
"size_4_153",7920360000,3990000,13450000,0,3201370000,11139170000,35,37,80,152,7920360000,3990000,13450000,0,3201370000,11139170000,20,33,68,121,0.5,-15,-4,-12
"size_4_154",705900000,1383650000,103820000,4316730000,16674960000,23185060000,38,20,66,124,705900000,1383650000,103820000,4316730000,16674960000,23185060000,12,26,53,91,0.5,-26,6,-13
"size_4_155",938210000,3628690000,33330000,1672980000,2170050000,8443260000,36,38,85,159,938210000,3628690000,33330000,1672980000,2170050000,8443260000,27,22,74,123,0.5,-9,-16,-11
"size_4_156",6529850000,4923270000,225840000,1206390000,1196260000,14081610000,36,34,87,157,6529850000,4923270000,225840000,1206390000,1196260000,14081610000,25,28,82,135,0.5,-11,-6,-5
"size_4_157",90080000,785020000,539880000,817570000,3002860000,5235410000,44,32,82,158,90080000,785020000,539880000,817570000,3002860000,5235410000,27,32,81,140,0.5,-17,0,-1
"size_4_158",3063390000,3252040000,411150000,64560000,4267700000,11058840000,32,34,76,142,3063390000,3252040000,411150000,64560000,4267700000,11058840000,26,20,68,114,0.5,-6,-14,-8
"size_4_159",3236630000,7006470000,644270000,1919460000,412950000,13219780000,49,44,107,200,3236630000,7006470000,644270000,1919460000,412950000,13219780000,32,37,84,153,0.5,-17,-7,-23
"size_4_160",5073290000,2719060000,339630000,1043300000,1908160000,11083440000,47,46,98,191,5073290000,2719060000,339630000,1043300000,1908160000,11083440000,27,40,83,150,0.5,-20,-6,-15
"size_4_161",4839900000,8832140000,623040000,321910000,3873590000,18490580000,42,40,99,181,4839900000,8832140000,623040000,321910000,3873590000,18490580000,34,26,89,149,0.5,-8,-14,-10
"size_4_162",2203990000,3943360000,337380000,1554300000,519250000,8558280000,35,38,73,146,2203990000,3943360000,337380000,1554300000,519250000,8558280000,21,17,75,113,0.5,-14,-21,2
"size_4_163",3228210000,4764020000,292730000,177480000,613800000,9076240000,32,33,75,140,3228210000,4764020000,292730000,177480000,613800000,9076240000,21,21,65,107,0.5,-11,-12,-10
"size_4_164",1962650000,10094490000,1156380000,623160000,819040000,14655720000,46,44,106,196,1962650000,10094490000,1156380000,623160000,819040000,14655720000,30,31,89,150,0.5,-16,-13,-17
"size_4_165",5769810000,4959040000,180310000,129120000,3687060000,14725340000,34,27,59,120,5769810000,4959040000,180310000,129120000,3687060000,14725340000,18,15,58,91,0.5,-16,-12,-1
"size_4_166",2271780000,1641620000,64280000,381850000,1161460000,5520990000,38,38,82,158,2271780000,1641620000,64280000,381850000,1161460000,5520990000,24,34,76,134,0.5,-14,-4,-6
"size_4_167",2582610000,12609430000,1299630000,3003900000,1160450000,20656020000,43,37,101,181,2582610000,12609430000,1299630000,3003900000,1160450000,20656020000,26,33,96,155,0.5,-17,-4,-5
"size_4_168",3871280000,3879640000,826100000,1962500000,225290000,10764810000,42,35,82,159,3871280000,3879640000,826100000,1962500000,225290000,10764810000,23,28,79,130,0.5,-19,-7,-3
"size_4_169",7532130000,637320000,192350000,0,2742120000,11103920000,42,37,94,173,7532130000,637320000,192350000,0,2742120000,11103920000,25,38,75,138,0.5,-17,1,-19
"size_4_170",5803460000,4829670000,512520000,1306830000,1378380000,13830860000,40,49,105,194,5803460000,4829670000,512520000,1306830000,1378380000,13830860000,29,27,87,143,0.5,-11,-22,-18
"size_4_171",668560000,2243170000,671050000,6132350000,3186700000,12901830000,38,25,63,126,668560000,2243170000,671050000,6132350000,3186700000,12901830000,16,24,57,97,0.5,-22,-1,-6
"size_4_172",1807220000,5822370000,1005010000,238420000,103150000,8976170000,38,32,66,136,1807220000,5822370000,1005010000,238420000,103150000,8976170000,24,21,71,116,0.5,-14,-11,5
"size_4_173",3059940000,3292610000,197650000,1017960000,1170650000,8738810000,47,40,96,183,3059940000,3292610000,197650000,1017960000,1170650000,8738810000,32,42,86,160,0.5,-15,2,-10
"size_4_174",3149400000,5016530000,536100000,790390000,843670000,10336090000,43,35,93,171,3149400000,5016530000,536100000,790390000,843670000,10336090000,22,32,85,139,0.5,-21,-3,-8
"size_4_175",1258290000,3244250000,225150000,293350000,334640000,5355680000,41,33,87,161,1258290000,3244250000,225150000,293350000,334640000,5355680000,25,31,74,130,0.5,-16,-2,-13
"size_4_176",769560000,3076360000,44370000,372100000,1138370000,5400760000,39,33,82,154,769560000,3076360000,44370000,372100000,1138370000,5400760000,27,23,74,124,0.5,-12,-10,-8
"size_4_177",1271220000,2662580000,188540000,978810000,264540000,5365690000,44,41,94,179,1271220000,2662580000,188540000,978810000,264540000,5365690000,25,38,80,143,0.5,-19,-3,-14
"size_4_178",2203670000,419030000,246600000,440550000,4455530000,7765380000,34,37,79,150,2203670000,419030000,246600000,440550000,4455530000,7765380000,26,22,63,111,0.5,-8,-15,-16
"size_4_179",3212210000,3638480000,375250000,1414980000,348610000,8989530000,47,42,105,194,3212210000,3638480000,375250000,1414980000,348610000,8989530000,30,37,80,147,0.5,-17,-5,-25
"size_4_180",4620020000,8200950000,605730000,815350000,1434560000,15676610000,41,35,92,168,4620020000,8200950000,605730000,815350000,1434560000,15676610000,24,24,83,131,0.5,-17,-11,-9
"size_4_181",3606500000,3439850000,790680000,1738390000,292130000,9867550000,39,31,86,156,3606500000,3439850000,790680000,1738390000,292130000,9867550000,23,30,80,133,0.5,-16,-1,-6
"size_4_182",3496070000,4907620000,256160000,1389550000,403200000,10452600000,38,36,76,150,3496070000,4907620000,256160000,1389550000,403200000,10452600000,23,18,74,115,0.5,-15,-18,-2
"size_4_183",2764600000,4600810000,664960000,1037700000,127880000,9195950000,40,34,82,156,2764600000,4600810000,664960000,1037700000,127880000,9195950000,23,31,79,133,0.5,-17,-3,-3
"size_4_184",1530740000,7646160000,444560000,687440000,403790000,10712690000,48,36,94,178,1530740000,7646160000,444560000,687440000,403790000,10712690000,22,33,80,135,0.5,-26,-3,-14
"size_4_185",5281510000,5592310000,280570000,644390000,644210000,12442990000,39,41,91,171,5281510000,5592310000,280570000,644390000,644210000,12442990000,29,26,76,131,0.5,-10,-15,-15
"size_4_186",2066200000,2190710000,164500000,393200000,355670000,5170280000,42,34,82,158,2066200000,2190710000,164500000,393200000,355670000,5170280000,22,33,72,127,0.5,-20,-1,-10
"size_4_187",3382260000,167450000,133160000,894020000,583310000,5160200000,34,33,63,130,3382260000,167450000,133160000,894020000,583310000,5160200000,20,18,62,100,0.5,-14,-15,-1
"size_4_188",7553960000,3148190000,304900000,249340000,2852310000,14108700000,44,37,85,166,7553960000,3148190000,304900000,249340000,2852310000,14108700000,23,35,78,136,0.5,-21,-2,-7
"size_4_189",582270000,9359110000,963960000,1419180000,6001710000,18326230000,46,33,87,166,582270000,9359110000,963960000,1419180000,6001710000,18326230000,24,36,81,141,0.5,-22,3,-6
"size_4_190",64700000,964260000,218880000,31470000,3355240000,4634550000,42,33,95,170,64700000,964260000,218880000,31470000,3355240000,4634550000,33,27,90,150,0.5,-9,-6,-5
"size_4_191",2218420000,4367110000,1722580000,938720000,195220000,9442050000,41,28,77,146,2218420000,4367110000,1722580000,938720000,195220000,9442050000,24,27,80,131,0.5,-17,-1,3
"size_4_192",6432620000,1990570000,290160000,125320000,5308380000,14147050000,45,38,89,172,6432620000,1990570000,290160000,125320000,5308380000,14147050000,26,37,80,143,0.5,-19,-1,-9
"size_4_193",1370270000,7808310000,242330000,907490000,4141180000,14469580000,42,36,80,158,1370270000,7808310000,242330000,907490000,4141180000,14469580000,29,20,79,128,0.5,-13,-16,-1
"size_4_194",2722070000,3565660000,350680000,585830000,1751810000,8976050000,42,44,96,182,2722070000,3565660000,350680000,585830000,1751810000,8976050000,35,24,86,145,0.5,-7,-20,-10
"size_4_195",1742160000,6273050000,472820000,5680860000,71680000,14240570000,38,31,71,140,1742160000,6273050000,472820000,5680860000,71680000,14240570000,18,20,70,108,0.5,-20,-11,-1
"size_4_196",2221470000,1205570000,55610000,788550000,1274850000,5546050000,41,35,81,157,2221470000,1205570000,55610000,788550000,1274850000,5546050000,24,34,72,130,0.5,-17,-1,-9
"size_4_197",1482240000,5521450000,3989540000,4182070000,8285150000,23460450000,46,30,83,159,1482240000,5521450000,3989540000,4182070000,8285150000,23460450000,21,28,83,132,0.5,-25,-2,0
"size_4_198",659880000,2881430000,576820000,3428860000,2534670000,10081660000,48,36,95,179,659880000,2881430000,576820000,3428860000,2534670000,10081660000,23,36,84,143,0.5,-25,0,-11
"size_4_199",4120020000,3430980000,672380000,2275070000,442500000,10940950000,44,43,94,181,4120020000,3430980000,672380000,2275070000,442500000,10940950000,32,26,94,152,0.5,-12,-17,0
"size_4_200",18490000,0,1290000,0,1174180000,1193960000,45,43,100,188,18490000,0,1290000,0,1174180000,1193960000,23,34,72,129,0.5,-22,-9,-28
"size_4_201",2357240000,4121910000,324450000,3465250000,188940000,10457790000,43,34,79,156,2357240000,4121910000,324450000,3465250000,188940000,10457790000,25,22,79,126,0.5,-18,-12,0
"size_4_202",3729740000,2843990000,417620000,2149600000,1586350000,10727300000,43,43,93,179,3729740000,2843990000,417620000,2149600000,1586350000,10727300000,26,25,86,137,0.5,-17,-18,-7
"size_4_203",3591230000,2307950000,56040000,1140230000,3175120000,10270570000,42,47,100,189,3591230000,2307950000,56040000,1140230000,3175120000,10270570000,31,20,83,134,0.5,-11,-27,-17
"size_4_204",5619360000,3445360000,787340000,886400000,1337510000,12075970000,42,43,91,176,5619360000,3445360000,787340000,886400000,1337510000,12075970000,29,22,73,124,0.5,-13,-21,-18
"size_4_205",6276040000,4245800000,332870000,7393780000,711710000,18960200000,41,37,83,161,6276040000,4245800000,332870000,7393780000,711710000,18960200000,21,22,75,118,0.5,-20,-15,-8
"size_4_206",535500000,1989300000,734880000,90960000,4796790000,8147430000,32,30,75,137,535500000,1989300000,734880000,90960000,4796790000,8147430000,25,17,70,112,0.5,-7,-13,-5
"size_4_207",2415840000,106370000,73490000,22390000,2767640000,5385730000,38,35,83,156,2415840000,106370000,73490000,22390000,2767640000,5385730000,24,36,70,130,0.5,-14,1,-13
"size_4_208",3839230000,4227590000,822450000,984830000,468230000,10342330000,42,40,95,177,3839230000,4227590000,822450000,984830000,468230000,10342330000,27,31,77,135,0.5,-15,-9,-18
