"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_4_209",1702910000,8697880000,1553190000,1619150000,264110000,13837240000,43,33,84,160,1702910000,8697880000,1553190000,1619150000,264110000,13837240000,23,33,84,140,0.5,-20,0,0
"size_4_210",9690300000,99130000,14190000,0,5074600000,14878220000,39,37,80,156,9690300000,99130000,14190000,0,5074600000,14878220000,23,38,72,133,0.5,-16,1,-8
"size_4_211",4252210000,2268840000,337210000,3244980000,353860000,10457100000,41,34,75,150,4252210000,2268840000,337210000,3244980000,353860000,10457100000,20,18,67,105,0.5,-21,-16,-8
"size_4_212",2795270000,662060000,36430000,65680000,6502440000,10061880000,43,34,86,163,2795270000,662060000,36430000,65680000,6502440000,10061880000,23,34,75,132,0.5,-20,0,-11
"size_4_213",4121960000,370310000,112580000,520000,4832390000,9437760000,45,41,96,182,4121960000,370310000,112580000,520000,4832390000,9437760000,21,36,75,132,0.5,-24,-5,-21
"size_4_214",3556240000,3301540000,432210000,2629860000,323370000,10243220000,37,41,83,161,3556240000,3301540000,432210000,2629860000,323370000,10243220000,25,26,75,126,0.5,-12,-15,-8
"size_4_215",908760000,5405590000,155660000,126350000,898600000,7494960000,36,29,65,130,908760000,5405590000,155660000,126350000,898600000,7494960000,21,17,68,106,0.5,-15,-12,3
"size_4_216",4625400000,214890000,106200000,0,4765950000,9712440000,47,36,87,170,4625400000,214890000,106200000,0,4765950000,9712440000,20,35,70,125,0.5,-27,-1,-17
"size_4_217",950520000,3067300000,31040000,505610000,856330000,5410800000,35,28,61,124,950520000,3067300000,31040000,505610000,856330000,5410800000,21,19,68,108,0.5,-14,-9,7
"size_4_218",5709350000,8300000,3570000,20000,5116230000,10837470000,34,31,68,133,5709350000,8300000,3570000,20000,5116230000,10837470000,20,30,62,112,0.5,-14,-1,-6
"size_4_219",2435200000,1799110000,133080000,322930000,414870000,5105190000,43,35,88,166,2435200000,1799110000,133080000,322930000,414870000,5105190000,20,32,73,125,0.5,-23,-3,-15
"size_4_220",5435990000,661070000,130790000,6310000,4394470000,10628630000,43,37,93,173,5435990000,661070000,130790000,6310000,4394470000,10628630000,22,34,77,133,0.5,-21,-3,-16
"size_4_221",2838910000,3997210000,615990000,228810000,1229300000,8910220000,44,42,95,181,2838910000,3997210000,615990000,228810000,1229300000,8910220000,33,26,89,148,0.5,-11,-16,-6
"size_4_222",2706580000,2935150000,103750000,995820000,5499310000,12240610000,45,41,102,188,2706580000,2935150000,103750000,995820000,5499310000,12240610000,33,26,87,146,0.5,-12,-15,-15
"size_4_223",4163420000,1525370000,104300000,1477270000,5666110000,12936470000,39,45,83,167,4163420000,1525370000,104300000,1477270000,5666110000,12936470000,24,20,72,116,0.5,-15,-25,-11
"size_4_224",511320000,4271180000,525270000,452620000,5040840000,10801230000,41,33,80,154,511320000,4271180000,525270000,452620000,5040840000,10801230000,21,21,70,112,0.5,-20,-12,-10
"size_4_225",4243320000,3404430000,645560000,1512380000,541270000,10346960000,47,28,90,165,4243320000,3404430000,645560000,1512380000,541270000,10346960000,27,33,80,140,0.5,-20,5,-10
"size_4_226",3121490000,580160000,106930000,15210000,8762960000,12586750000,44,32,82,158,3121490000,580160000,106930000,15210000,8762960000,12586750000,19,33,66,118,0.5,-25,1,-16
"size_4_227",1737940000,4808460000,119030000,533520000,1977780000,9176730000,33,32,73,138,1737940000,4808460000,119030000,533520000,1977780000,9176730000,25,20,73,118,0.5,-8,-12,0
"size_4_228",8166370000,383340000,106970000,16680000,7266800000,15940160000,44,41,97,182,8166370000,383340000,106970000,16680000,7266800000,15940160000,28,43,82,153,0.5,-16,2,-15
"size_4_229",6238750000,511490000,136860000,10930000,3790700000,10688730000,44,35,90,169,6238750000,511490000,136860000,10930000,3790700000,10688730000,25,39,75,139,0.5,-19,4,-15
"size_4_230",3122570000,747310000,404330000,2163340000,2.859e+09,9296550000,40,38,78,156,3122570000,747310000,404330000,2163340000,2.859e+09,9296550000,26,20,67,113,0.5,-14,-18,-11
"size_4_231",2007210000,0,0,0,3568920000,5576130000,34,28,72,134,2007210000,0,0,0,3568920000,5576130000,17,29,56,102,0.5,-17,1,-16
"size_4_232",2003940000,3023580000,220490000,1106990000,11126360000,17481360000,39,42,104,185,2003940000,3023580000,220490000,1106990000,11126360000,17481360000,27,22,81,130,0.5,-12,-20,-23
"size_4_233",4393140000,4046200000,990130000,2326320000,228740000,11984530000,42,35,79,156,4393140000,4046200000,990130000,2326320000,228740000,11984530000,23,27,71,121,0.5,-19,-8,-8
"size_4_234",4005600000,3320560000,967420000,1498860000,287850000,10080290000,46,41,88,175,4005600000,3320560000,967420000,1498860000,287850000,10080290000,30,28,86,144,0.5,-16,-13,-2
"size_4_235",1481860000,5605240000,2166960000,1326160000,579290000,11159510000,47,29,86,162,1481860000,5605240000,2166960000,1326160000,579290000,11159510000,29,35,90,154,0.5,-18,6,4
"size_4_236",623610000,696680000,436450000,5950910000,6615360000,14323010000,48,32,79,159,623610000,696680000,436450000,5950910000,6615360000,14323010000,25,33,81,139,0.5,-23,1,2
"size_4_237",3020460000,453100000,21710000,0,4986820000,8482090000,43,32,83,158,3020460000,453100000,21710000,0,4986820000,8482090000,21,30,65,116,0.5,-22,-2,-18
"size_4_238",2870550000,6428480000,490600000,531410000,398700000,10719740000,44,34,90,168,2870550000,6428480000,490600000,531410000,398700000,10719740000,24,34,75,133,0.5,-20,0,-15
"size_4_239",7223150000,100400000,26150000,4210000,3013680000,10367590000,41,32,77,150,7223150000,100400000,26150000,4210000,3013680000,10367590000,19,32,68,119,0.5,-22,0,-9
"size_4_240",2410960000,6966860000,187060000,868180000,5053580000,15486640000,40,39,85,164,2410960000,6966860000,187060000,868180000,5053580000,15486640000,34,22,88,144,0.5,-6,-17,3
"size_4_241",6382390000,14089400000,757290000,1011240000,9385380000,31625700000,37,38,75,150,6382390000,14089400000,757290000,1011240000,9385380000,31625700000,26,16,72,114,0.5,-11,-22,-3
"size_4_242",475430000,4922630000,274060000,219640000,3240050000,9131810000,37,34,84,155,475430000,4922630000,274060000,219640000,3240050000,9131810000,34,23,89,146,0.5,-3,-11,5
"size_4_243",2867280000,6068750000,296880000,569830000,675960000,10478700000,41,38,85,164,2867280000,6068750000,296880000,569830000,675960000,10478700000,26,34,74,134,0.5,-15,-4,-11
"size_4_244",1010900000,3325280000,90120000,545750000,11432730000,16404780000,35,31,67,133,1010900000,3325280000,90120000,545750000,11432730000,16404780000,18,13,59,90,0.5,-17,-18,-8
"size_4_245",5050090000,3474640000,602760000,2943920000,259590000,1.2331e+10,44,36,79,159,5050090000,3474640000,602760000,2943920000,259590000,1.2331e+10,23,27,79,129,0.5,-21,-9,0
"size_4_246",11343530000,804190000,129850000,0,4404570000,16682140000,43,38,93,174,11343530000,804190000,129850000,0,4404570000,16682140000,25,44,81,150,0.5,-18,6,-12
"size_4_247",1121700000,3028960000,621960000,361970000,226110000,5360700000,40,34,90,164,1121700000,3028960000,621960000,361970000,226110000,5360700000,24,34,77,135,0.5,-16,0,-13
"size_4_248",1031190000,2344910000,502860000,179290000,4206160000,8264410000,47,40,101,188,1031190000,2344910000,502860000,179290000,4206160000,8264410000,34,25,89,148,0.5,-13,-15,-12
"size_4_249",4804600000,2137470000,192120000,1525850000,2879250000,11539290000,44,47,96,187,4804600000,2137470000,192120000,1525850000,2879250000,11539290000,30,22,76,128,0.5,-14,-25,-20
"size_4_250",3012800000,4881540000,1077660000,1374730000,366410000,10713140000,44,37,95,176,3012800000,4881540000,1077660000,1374730000,366410000,10713140000,24,35,84,143,0.5,-20,-2,-11
"size_4_251",1495480000,58830000,3210000,0,7654200000,9211720000,28,26,66,120,1495480000,58830000,3210000,0,7654200000,9211720000,17,28,53,98,0.5,-11,2,-13
"size_4_252",7386790000,3450610000,698850000,176800000,5310500000,17023550000,44,37,92,173,7386790000,3450610000,698850000,176800000,5310500000,17023550000,25,38,76,139,0.5,-19,1,-16
"size_4_253",7951120000,60450000,43280000,0,3069270000,11124120000,33,32,77,142,7951120000,60450000,43280000,0,3069270000,11124120000,22,40,65,127,0.5,-11,8,-12
"size_4_254",3843870000,457900000,92650000,4170000,8163690000,12562280000,39,37,86,162,3843870000,457900000,92650000,4170000,8163690000,12562280000,21,29,66,116,0.5,-18,-8,-20
"size_4_255",2482020000,5680250000,419330000,244720000,154660000,8980980000,42,32,79,153,2482020000,5680250000,419330000,244720000,154660000,8980980000,23,23,76,122,0.5,-19,-9,-3
"size_4_256",2037570000,3808470000,310040000,517340000,8234820000,14908240000,39,33,72,144,2037570000,3808470000,310040000,517340000,8234820000,14908240000,23,17,71,111,0.5,-16,-16,-1
"size_4_257",2120320000,6848450000,703370000,619790000,296520000,10588450000,44,37,97,178,2120320000,6848450000,703370000,619790000,296520000,10588450000,22,34,76,132,0.5,-22,-3,-21
"size_4_258",2283790000,2907380000,272800000,688970000,2780320000,8933260000,44,37,89,170,2283790000,2907380000,272800000,688970000,2780320000,8933260000,21,33,73,127,0.5,-23,-4,-16
"size_4_259",4817040000,3841790000,576280000,1666890000,1910900000,12812900000,46,49,105,200,4817040000,3841790000,576280000,1666890000,1910900000,12812900000,29,29,89,147,0.5,-17,-20,-16
"size_4_260",1744580000,4477210000,109900000,1051500000,1697500000,9080690000,36,40,82,158,1744580000,4477210000,109900000,1051500000,1697500000,9080690000,33,24,82,139,0.5,-3,-16,0
"size_4_261",4883300000,2876510000,138450000,511970000,2668160000,11078390000,49,44,98,191,4883300000,2876510000,138450000,511970000,2668160000,11078390000,28,42,84,154,0.5,-21,-2,-14
"size_4_262",2558040000,4773680000,639990000,2073650000,290690000,10336050000,44,30,85,159,2558040000,4773680000,639990000,2073650000,290690000,10336050000,20,27,80,127,0.5,-24,-3,-5
"size_4_263",7194590000,3e+05,2490000,163180000,9878250000,17238810000,37,31,70,138,7194590000,3e+05,2490000,163180000,9878250000,17238810000,14,28,53,95,0.5,-23,-3,-17
"size_4_264",1058560000,3505980000,263730000,1232250000,4081770000,10142290000,50,37,95,182,1058560000,3505980000,263730000,1232250000,4081770000,10142290000,30,36,83,149,0.5,-20,-1,-12
"size_4_265",2046400000,5319900000,253910000,330990000,721660000,8672860000,41,37,89,167,2046400000,5319900000,253910000,330990000,721660000,8672860000,26,35,75,136,0.5,-15,-2,-14
"size_4_266",134320000,1516980000,262630000,1473220000,5952450000,9339600000,43,35,85,163,134320000,1516980000,262630000,1473220000,5952450000,9339600000,24,28,79,131,0.5,-19,-7,-6
"size_4_267",3164890000,3340770000,1293250000,8682440000,10664660000,27146010000,47,34,83,164,3164890000,3340770000,1293250000,8682440000,10664660000,27146010000,18,31,77,126,0.5,-29,-3,-6
"size_4_268",7525720000,1166060000,101960000,17440000,3417570000,12228750000,39,32,79,150,7525720000,1166060000,101960000,17440000,3417570000,12228750000,22,33,76,131,0.5,-17,1,-3
"size_4_269",3460990000,3562470000,1241750000,1728820000,82290000,10076320000,40,27,78,145,3460990000,3562470000,1241750000,1728820000,82290000,10076320000,19,26,79,124,0.5,-21,-1,1
"size_4_270",2655680000,717380000,127110000,1334520000,340630000,5175320000,42,39,94,175,2655680000,717380000,127110000,1334520000,340630000,5175320000,27,32,83,142,0.5,-15,-7,-11
"size_4_271",4903270000,6443220000,521430000,198650000,12905020000,24971590000,35,31,70,136,4903270000,6443220000,521430000,198650000,12905020000,24971590000,21,13,62,96,0.5,-14,-18,-8
"size_4_272",3902530000,392950000,52360000,83540000,16738510000,21169890000,39,33,82,154,3902530000,392950000,52360000,83540000,16738510000,21169890000,21,36,65,122,0.5,-18,3,-17
"size_4_273",155900000,30440000,3230000,35840000,2274590000,2.5e+09,35,29,65,129,155900000,30440000,3230000,35840000,2274590000,2.5e+09,18,34,68,120,0.5,-17,5,3
"size_4_274",2374620000,1884910000,228160000,529340000,158300000,5175330000,47,36,91,174,2374620000,1884910000,228160000,529340000,158300000,5175330000,25,34,81,140,0.5,-22,-2,-10
"size_4_275",807350000,3479760000,206820000,503630000,318030000,5315590000,39,33,85,157,807350000,3479760000,206820000,503630000,318030000,5315590000,19,32,77,128,0.5,-20,-1,-8
"size_4_276",559880000,7396490000,2276580000,4141350000,169440000,14543740000,38,24,63,125,559880000,7396490000,2276580000,4141350000,169440000,14543740000,18,27,71,116,0.5,-20,3,8
"size_4_277",2770900000,3.912e+09,463380000,5397010000,184500000,12727790000,44,38,86,168,2770900000,3.912e+09,463380000,5397010000,184500000,12727790000,23,24,79,126,0.5,-21,-14,-7
"size_4_278",1660330000,2366170000,792820000,33200000,4213230000,9065750000,32,28,63,123,1660330000,2366170000,792820000,33200000,4213230000,9065750000,25,16,60,101,0.5,-7,-12,-3
"size_4_279",4286720000,452210000,14900000,0,8019780000,12773610000,39,31,77,147,4286720000,452210000,14900000,0,8019780000,12773610000,22,31,66,119,0.5,-17,0,-11
"size_4_280",5854890000,2597600000,378930000,1019210000,847030000,10697660000,44,44,94,182,5854890000,2597600000,378930000,1019210000,847030000,10697660000,26,26,74,126,0.5,-18,-18,-20
"size_4_281",4140720000,3422370000,33840000,1500650000,1665670000,10763250000,39,31,74,144,4140720000,3422370000,33840000,1500650000,1665670000,10763250000,26,21,78,125,0.5,-13,-10,4
"size_4_282",5872640000,5723020000,411880000,2274460000,5058370000,19340370000,39,31,83,153,5872640000,5723020000,411880000,2274460000,5058370000,19340370000,31,20,77,128,0.5,-8,-11,-6
"size_4_283",2319210000,8646260000,879110000,152560000,549120000,12546260000,40,37,84,161,2319210000,8646260000,879110000,152560000,549120000,12546260000,28,24,80,132,0.5,-12,-13,-4
"size_4_284",2689180000,6362350000,424880000,836800000,144540000,10457750000,44,33,83,160,2689180000,6362350000,424880000,836800000,144540000,10457750000,23,22,84,129,0.5,-21,-11,1
"size_4_285",4069730000,9029300000,384760000,409410000,4000050000,17893250000,37,32,78,147,4069730000,9029300000,384760000,409410000,4000050000,17893250000,31,20,76,127,0.5,-6,-12,-2
"size_4_286",1710470000,4393540000,747950000,1556450000,4828480000,13236890000,40,35,94,169,1710470000,4393540000,747950000,1556450000,4828480000,13236890000,35,24,93,152,0.5,-5,-11,-1
"size_4_287",2412510000,1000630000,42370000,722340000,4690040000,8867890000,46,44,102,192,2412510000,1000630000,42370000,722340000,4690040000,8867890000,31,42,87,160,0.5,-15,-2,-15
"size_4_288",1573040000,1785670000,386600000,987720000,432170000,5165200000,39,33,87,159,1573040000,1785670000,386600000,987720000,432170000,5165200000,26,29,75,130,0.5,-13,-4,-12
"size_4_289",1488640000,1881630000,51220000,897170000,1197350000,5516010000,44,45,93,182,1488640000,1881630000,51220000,897170000,1197350000,5516010000,26,40,82,148,0.5,-18,-5,-11
"size_4_290",4596400000,4042690000,493960000,832750000,381600000,10347400000,45,37,95,177,4596400000,4042690000,493960000,832750000,381600000,10347400000,21,32,73,126,0.5,-24,-5,-22
"size_4_291",3050820000,2934550000,1404990000,1158960000,376790000,8926110000,46,35,90,171,3050820000,2934550000,1404990000,1158960000,376790000,8926110000,25,33,80,138,0.5,-21,-2,-10
"size_4_292",591460000,4199970000,828940000,2959870000,1501010000,10081250000,44,32,93,169,591460000,4199970000,828940000,2959870000,1501010000,10081250000,24,38,84,146,0.5,-20,6,-9
"size_4_293",2125480000,6286340000,702750000,1.151e+09,185810000,10451380000,37,43,74,154,2125480000,6286340000,702750000,1.151e+09,185810000,10451380000,27,20,79,126,0.5,-10,-23,5
"size_4_294",7210000,2710000,1740000,8320000,5220000,25200000,39,39,87,165,7210000,2710000,1740000,8320000,5220000,25200000,27,37,75,139,0.5,-12,-2,-12
"size_4_295",3220660000,5467330000,382760000,866180000,447160000,10384090000,45,39,89,173,3220660000,5467330000,382760000,866180000,447160000,10384090000,23,34,77,134,0.5,-22,-5,-12
"size_4_296",1061500000,7975370000,807820000,326910000,9086270000,19257870000,44,33,89,166,1061500000,7975370000,807820000,326910000,9086270000,19257870000,25,30,78,133,0.5,-19,-3,-11
"size_4_297",1111720000,3080000,960000,0,1384240000,2.5e+09,29,27,60,116,1111720000,3080000,960000,0,1384240000,2.5e+09,19,28,58,105,0.5,-10,1,-2
"size_4_298",967980000,6122330000,473950000,708600000,429380000,8702240000,38,31,74,143,967980000,6122330000,473950000,708600000,429380000,8702240000,23,29,82,134,0.5,-15,-2,8
"size_4_299",7929030000,2443400000,480770000,1017410000,786540000,12657150000,46,47,98,191,7929030000,2443400000,480770000,1017410000,786540000,12657150000,30,31,84,145,0.5,-16,-16,-14
"size_4_300",3491850000,5663180000,337710000,1282610000,429410000,11204760000,42,36,82,160,3491850000,5663180000,337710000,1282610000,429410000,11204760000,26,28,85,139,0.5,-16,-8,3
"size_4_301",6439060000,2222910000,315280000,54610000,5081650000,14113510000,43,33,83,159,6439060000,2222910000,315280000,54610000,5081650000,14113510000,23,38,78,139,0.5,-20,5,-5
"size_4_302",5980460000,6027380000,380640000,3080260000,210730000,15679470000,41,34,81,156,5980460000,6027380000,380640000,3080260000,210730000,15679470000,22,25,76,123,0.5,-19,-9,-5
"size_4_303",2105140000,82390000,116140000,1549950000,1301600000,5155220000,32,31,65,128,2105140000,82390000,116140000,1549950000,1301600000,5155220000,19,16,55,90,0.5,-13,-15,-10
"size_4_304",688210000,2373430000,123130000,791510000,1324240000,5300520000,35,38,75,148,688210000,2373430000,123130000,791510000,1324240000,5300520000,18,12,56,86,0.5,-17,-26,-19
"size_4_305",3083440000,6166090000,660850000,7.06e+08,392220000,11008600000,45,40,93,178,3083440000,6166090000,660850000,7.06e+08,392220000,11008600000,29,32,79,140,0.5,-16,-8,-14
"size_4_306",1468410000,5282420000,928680000,2124990000,277360000,10081860000,44,29,89,162,1468410000,5282420000,928680000,2124990000,277360000,10081860000,24,31,83,138,0.5,-20,2,-6
"size_4_307",8588420000,861990000,80240000,920000,2057250000,11588820000,38,36,83,157,8588420000,861990000,80240000,920000,2057250000,11588820000,26,38,82,146,0.5,-12,2,-1
"size_4_308",785560000,12222130000,3441210000,4937250000,1147930000,22534080000,46,35,81,162,785560000,12222130000,3441210000,4937250000,1147930000,22534080000,21,33,78,132,0.5,-25,-2,-3
"size_4_309",3799170000,2730590000,560970000,3038100000,318750000,10447580000,44,37,86,167,3799170000,2730590000,560970000,3038100000,318750000,10447580000,25,25,86,136,0.5,-19,-12,0
"size_4_310",2885440000,2293130000,694900000,2011510000,2200630000,10085610000,48,46,96,190,2885440000,2293130000,694900000,2011510000,2200630000,10085610000,31,24,85,140,0.5,-17,-22,-11
"size_4_311",338410000,3721850000,377630000,2384350000,2299010000,9121250000,41,33,84,158,338410000,3721850000,377630000,2384350000,2299010000,9121250000,19,22,73,114,0.5,-22,-11,-11
"size_4_312",3960780000,2547290000,1411200000,2469150000,354830000,10743250000,38,30,75,143,3960780000,2547290000,1411200000,2469150000,354830000,10743250000,25,21,75,121,0.5,-13,-9,0
"size_4_313",1306750000,3362770000,394810000,8040260000,3062590000,16167180000,45,28,72,145,1306750000,3362770000,394810000,8040260000,3062590000,16167180000,15,27,77,119,0.5,-30,-1,5
"size_4_314",3937020000,396310000,273260000,2256240000,3551730000,10414560000,39,34,78,151,3937020000,396310000,273260000,2256240000,3551730000,10414560000,24,19,63,106,0.5,-15,-15,-15
"size_4_315",2015180000,604830000,89200000,1980000,7172450000,9883640000,44,35,86,165,2015180000,604830000,89200000,1980000,7172450000,9883640000,19,32,66,117,0.5,-25,-3,-20
"size_4_316",1556240000,1195420000,33970000,757010000,939590000,4482230000,46,42,91,179,1556240000,1195420000,33970000,757010000,939590000,4482230000,30,41,86,157,0.5,-16,-1,-5
"size_4_317",830930000,5222580000,87910000,404500000,4516690000,11062610000,36,31,82,149,830930000,5222580000,87910000,404500000,4516690000,11062610000,23,16,68,107,0.5,-13,-15,-14
"size_4_318",9891620000,1410340000,63960000,870000,3409520000,14776310000,41,41,91,173,9891620000,1410340000,63960000,870000,3409520000,14776310000,25,40,78,143,0.5,-16,-1,-13
"size_4_319",3246360000,2407120000,156450000,1183020000,3534460000,10527410000,39,42,87,168,3246360000,2407120000,156450000,1183020000,3534460000,10527410000,26,20,80,126,0.5,-13,-22,-7
"size_4_320",4099910000,3341530000,1350380000,1105080000,184850000,10081750000,42,32,84,158,4099910000,3341530000,1350380000,1105080000,184850000,10081750000,24,26,79,129,0.5,-18,-6,-5
"size_4_321",13086950000,179590000,29120000,0,5238370000,18534030000,39,37,88,164,13086950000,179590000,29120000,0,5238370000,18534030000,23,39,78,140,0.5,-16,2,-10
"size_4_322",6393130000,69550000,18300000,4430000,3470030000,9955440000,37,30,69,136,6393130000,69550000,18300000,4430000,3470030000,9955440000,18,32,59,109,0.5,-19,2,-10
"size_4_323",593660000,1850980000,132170000,87030000,2137710000,4801550000,45,36,97,178,593660000,1850980000,132170000,87030000,2137710000,4801550000,23,34,76,133,0.5,-22,-2,-21
"size_4_324",236400000,4351200000,849840000,1495990000,5283870000,12217300000,44,34,85,163,236400000,4351200000,849840000,1495990000,5283870000,12217300000,31,29,90,150,0.5,-13,-5,5
"size_4_325",3800370000,4339190000,656590000,433730000,1211480000,10441360000,40,41,93,174,3800370000,4339190000,656590000,433730000,1211480000,10441360000,28,22,76,126,0.5,-12,-19,-17
"size_4_326",1199870000,3067620000,171940000,804990000,106230000,5350650000,37,34,79,150,1199870000,3067620000,171940000,804990000,106230000,5350650000,21,34,70,125,0.5,-16,0,-9
"size_4_327",154830000,5729010000,676820000,3210000,3621210000,10185080000,40,29,71,140,154830000,5729010000,676820000,3210000,3621210000,10185080000,28,24,71,123,0.5,-12,-5,0
"size_4_328",4657630000,86670000,33470000,50650000,3032730000,7861150000,36,28,79,143,4657630000,86670000,33470000,50650000,3032730000,7861150000,21,30,61,112,0.5,-15,2,-18
"size_4_329",2788540000,4788330000,482680000,2205270000,192280000,10457100000,43,38,85,166,2788540000,4788330000,482680000,2205270000,192280000,10457100000,24,26,82,132,0.5,-19,-12,-3
"size_4_330",3246560000,5517320000,610510000,882040000,456780000,10713210000,40,38,94,172,3246560000,5517320000,610510000,882040000,456780000,10713210000,22,34,75,131,0.5,-18,-4,-19
"size_4_331",2107330000,4417370000,244620000,510290000,642370000,7921980000,45,42,103,190,2107330000,4417370000,244620000,510290000,642370000,7921980000,26,33,82,141,0.5,-19,-9,-21
"size_4_332",2369900000,6590760000,5.26e+08,798640000,171050000,10456350000,43,32,79,154,2369900000,6590760000,5.26e+08,798640000,171050000,10456350000,25,23,80,128,0.5,-18,-9,1
"size_4_333",3188840000,4825390000,530160000,1710430000,2422470000,12677290000,50,41,95,186,3188840000,4825390000,530160000,1710430000,2422470000,12677290000,26,34,80,140,0.5,-24,-7,-15
"size_4_334",2740990000,389090000,768120000,4334610000,14253800000,22486610000,43,34,80,157,2740990000,389090000,768120000,4334610000,14253800000,22486610000,18,36,71,125,0.5,-25,2,-9
"size_4_335",2366050000,714620000,141310000,35210000,2078430000,5335620000,44,34,85,163,2366050000,714620000,141310000,35210000,2078430000,5335620000,25,36,76,137,0.5,-19,2,-9
"size_4_336",4195360000,4152890000,1487430000,990670000,538070000,11364420000,43,38,95,176,4195360000,4152890000,1487430000,990670000,538070000,11364420000,24,34,79,137,0.5,-19,-4,-16
"size_4_337",1487540000,11042810000,729690000,1759520000,1011260000,16030820000,44,33,90,167,1487540000,11042810000,729690000,1759520000,1011260000,16030820000,25,31,89,145,0.5,-19,-2,-1
"size_4_338",2493510000,651100000,63770000,9920000,11080580000,14298880000,49,37,90,176,2493510000,651100000,63770000,9920000,11080580000,14298880000,14,33,64,111,0.5,-35,-4,-26
"size_4_339",1183310000,3311230000,117870000,193930000,308860000,5115200000,36,32,79,147,1183310000,3311230000,117870000,193930000,308860000,5115200000,24,31,73,128,0.5,-12,-1,-6
"size_4_340",1615040000,2744810000,139080000,544050000,327720000,5370700000,44,38,94,176,1615040000,2744810000,139080000,544050000,327720000,5370700000,23,31,72,126,0.5,-21,-7,-22
"size_4_341",1386120000,242750000,6460000,3e+05,3399420000,5035050000,41,29,82,152,1386120000,242750000,6460000,3e+05,3399420000,5035050000,18,33,64,115,0.5,-23,4,-18
"size_4_342",8500560000,7264380000,1047700000,1310420000,414410000,18537470000,44,44,103,191,8500560000,7264380000,1047700000,1310420000,414410000,18537470000,27,31,74,132,0.5,-17,-13,-29
