"cell50x50","lon","lat"
"31TFJ3",3934128.73464991,2334390.25927053
"31TFJ4",3929790.22988996,2284689.41799465
"31TFK1",3893011.61728339,2438408.32010266
"31TFK2",3888607.72096478,2388672.61740548
"31TFK3",3942883.60502151,2433824.57303206
"31TFK4",3938493.0854204,2384102.46913675
"31TFL1",3901896.03927939,2537908.36414212
"31TFL2",3897441.23820823,2488153.80913525
"31TFL3",3951743.04239372,2533298.0536099
"31TFL4",3947300.21908724,2483556.91856971
"31TFM1",3910880.53503447,2637441.05519587
"31TFM2",3906375.89624089,2587670.93287906
"31TFM3",3960705.42180877,2632804.03787138
"31TFM4",3956211.58694262,2583047.10489089
"31TFN1",3919964.63626712,2736999.91156557
"31TFN2",3915410.08230872,2687217.58554034
"31TFN3",3969770.93938188,2732336.27187192
"31TFN4",3965225.37982906,2682567.12257361
"31TGH1",3947526.42610437,2232939.24542453
"31TGJ1",3979309.01772639,2330110.52407741
"31TGJ2",3975890.01161311,2280351.57131779
"31TGK1",3986207.20621616,2429661.03513678
"31TGK2",3982748.2399667,2379880.37067276
"31TGL1",3993184.55663126,2529250.48280719
"31TGL2",3989685.83994551,2479451.59893591
"31TGM1",4014916.8253193,2628078.81298361
"31TGM2",4012330.06416035,2578215.3574151
"31TGN1",4020129.5494548,2727820.96964287
"31TGN2",4017516.60291257,2677947.50036504
"31UCP1",3630529.304938,2865086.49812548
"31UCP2",3625884.6358333,2815260.95392301
"31UCP3",3680265.54305432,2860294.31283515
"31UCP4",3675626.9490238,2810468.5019756
"31UCQ1",3631008.59524179,2965458.87584368
"31UCQ2",3625143.36247066,2915745.62444995
"31UCQ3",3689604.90237199,2959957.44602134
"31UCQ4",3684924.78528235,2910124.30659189
"31UCR2",3636900.04565513,3015173.33306431
"31UCR4",3694305.52779215,3009793.01083723
"31UCS1",3654011.7050077,3164418.962931
"31UCS2",3648237.21858362,3114684.01976857
"31UCS3",3708530.70279335,3159305.7387083
"31UCS4",3703768.51204812,3109467.72017637
"31UCT1",3665638.09073295,3263883.12761901
"31UCT2",3659811.94124339,3214152.23426141
"31UCT3",3742983.84619853,3256580.46967065
"31UCT4",3713312.95654331,3209142.95316376
"31UCU1",3677367.11880855,3363334.66925048
"31UCU2",3671489.83477822,3313610.93509668
"31UCU3",3727781.5350397,3358643.02930783
"31UCU4",3722938.55144845,3308812.4626305
"31UCV2",3683269.7131781,3413053.70382197
"31UDP1",3730020.24306709,2855518.31965845
"31UDP2",3725387.95224682,2805694.55076053
"31UDP3",3779789.55708578,2850758.55614746
"31UDP4",3775164.21049051,2800939.26615304
"31UDQ1",3739348.92665039,2955176.87944845
"31UDQ2",3734673.84780262,2905346.05827323
"31UDQ3",3789107.32456017,2950407.70022474
"31UDQ4",3784437.52071883,2900581.759913
"31UDR1",3723898.11909596,3057236.86978633
"31UDR2",3744045.3868764,3005009.825862
"31UDR3",3798513.46268454,3050065.68812063
"31UDR4",3793799.39984146,3000236.0103
"31UDS2",3755882.43942996,3129597.04706777
"31UDS3",3808007.82874497,3149726.40188031
"31UDS4",3803249.72848847,3099895.94226188
"31UDU1",3777513.43644623,3353841.08968202
"31UDU2",3772669.40370327,3304013.48011016
"31UEP1",3829570.03305295,2846015.28325691
"31UEP2",3824951.55016442,2796202.78543032
"31UEP3",3879357.32842416,2841288.9097916
"31UEP4",3874746.20676598,2791485.46106993
"31UEQ1",3838875.94718422,2945650.67498366
"31UEQ2",3834211.32100767,2895831.68065497
"31UEQ3",3888651.5180808,2940906.11318928
"31UEQ4",3883992.54327869,2891096.07445635
"31UER1",3848273.79175081,3045294.58141866
"31UER2",3843563.41010496,2995471.98774099
"31UER3",3898040.3887425,3040531.3959427
"31UER4",3893334.15572888,2990718.06745496
"31UES1",3857762.49598474,3144940.96876887
"31UES2",3853006.72518528,3095117.71980828
"31UES3",3907523.31910021,3140158.68840483
"31UES4",3902769.87642,3090345.04730124
"31UET2",3862540.9998154,3194763.54442197
"31UET3",3917100.02377874,3239782.68999473
"31UET4",3912299.97895982,3189971.4868388
"31UFP1",3929147.99868279,2836579.8218426
"31UFP2",3924544.0495236,2786787.9342499
"31UFP3",3978938.24836914,2831888.69987592
"31UFP4",3974341.84314079,2782110.60618904
"31UFQ1",3938429.81463685,2936174.04126154
"31UFQ2",3933776.72935544,2886375.51669666
"31UFQ3",3997147.34633444,2930483.2669775
"31UFQ4",3993518.91300974,2880609.72774294
"31UFR1",3947809.37184361,3035776.26923029
"31UFR2",3943107.47116219,2985974.61663893
"31UFR3",4004380.21721569,3030249.69037644
"31UFR4",4000794.23419031,2980359.41082718
"31UFS1",3957285.9422654,3135380.30889631
"31UFS2",3952535.56532283,3085578.32157802
"31UFS3",4011829.62456122,3130003.9880351
"31UFS4",4008095.45046859,3080126.55992578
"31UFT1",3966859.27123073,3234980.25605824
"31UFT2",3962060.69197085,3185181.08240992
"31UFT3",4019353.66408616,3229757.05318554
"31UFT4",4015582.46206743,3179881.03916158
"31UFU1",3976528.44804155,3334569.74883896
"31UFU2",3971681.93622025,3284776.68735773
"31UFU3",4026951.38962665,3329502.79291251
"31UFU4",4023143.2327064,3279631.23206134
"31UFV4",4030778.2077594,3379370.75845064
"31UGP1",4025393.34746434,2827573.21338581
"31UGP2",4022755.18027566,2777696.90936094
"31VFE3",4087153.91257808,3926487.3122778
"31VFF1",4038447.7325814,4026854.72257401
"31VFF2",4037768.42268762,3976959.66450778
"31VFF3",4088537.11841119,4026305.13298032
"31VFF4",4087845.3659368,3976402.08796228
"31VFG1",4064868.87940899,4126338.07958193
"31VFG2",4064184.00444922,4076465.82522733
"31VFH1",4066238.93767825,4226038.58563716
"32TKR3",4026328.37172264,2527467.91458808
"31VFH2",4065554.01325702,4176196.10148435
"31VFJ1",4067608.2359146,4325674.77707042
"31VFJ2",4066923.82429604,4275864.9264085
"31VFK2",4068292.91897481,4375467.15694223
"32TKN3",4016696.23665212,2228250.54586767
"32TKP3",4019879.55520629,2327942.35821158
"32TKP4",4018284.32035912,2278089.83678125
"32TKQ3",4023090.35565656,2427683.9191219
"32TKQ4",4021481.56518135,2377807.08912655
"32TKR4",4024706.07847467,2477571.09295748
"32TLN1",4063904.37035126,2227626.43961494
"32TLP1",4065254.54442281,2327382.79499462
"32TLP2",4064579.31305507,2277497.94582231
"32TLP3",4115360.16555437,2326595.29585047
"32TLP4",4114698.47218488,2276703.98521486
"32TLQ1",4066607.26813261,2427191.88104948
"32TLQ2",4065930.50558984,2377281.24590841
"32TLQ3",4116688.29120157,2426416.53602868
"32TLQ4",4116023.34945856,2376499.73403266
"32TLR1",4067962.02202403,2527047.63227239
"32TLR2",4067284.61228116,2477114.20941582
"32TLR3",4118021.44025529,2526284.66045167
"32TLR4",4117354.16982159,2476345.10112516
"32TLS1",4069319.87700777,2626944.41083483
"32TLS2",4068640.43791381,2576991.24444481
"32TLS3",4119360.38171377,2626193.11841117
"32TLS4",4118690.10636383,2576234.16005068
"32TLT1",4070679.7761036,2726875.16134252
"32TLT2",4069999.4269786,2676905.78587926
"32TLT3",4120704.82321134,2726135.4591873
"32TLT4",4120032.01104983,2676160.4156999
"32TMP1",4165477.16951,2325847.03932001
"32TMP3",4215601.65992924,2325138.66013349
"32TMQ1",4166780.04568945,2425675.92459713
"32TMQ2",4166127.49180113,2375755.25561234
"32TMQ3",4216879.17377192,2424970.67105557
"32TMQ4",4216239.0204049,2375048.58851586
"32TMR1",4168091.73376184,2525551.42387362
"32TMR2",4167434.64138434,2475608.20897215
"32TMR3",4218168.99158227,2524848.25033806
"32TMR4",4217522.70856026,2474903.91840691
"32TMS1",4169411.96790261,2625467.11206679
"32TMS2",4168750.67939545,2575504.78519666
"32TMS3",4219470.56148685,2624766.89758704
"32TMS4",4218818.41979105,2574802.97609057
"32TMT1",4170740.51018268,2725417.31742207
"32TMT2",4170075.28281257,2675438.12959979
"32TMT3",4220783.43103213,2724719.93495325
"32TMT4",4220125.45691103,2674739.51937185
"32TNP1",4265729.16188816,2324469.8525741
"32TNP3",4315856.79041305,2323840.65347306
"32TNQ1",4266982.3611472,2424300.05992794
"32TNQ2",4266353.80497866,2374378.8861167
"32TNQ3",4317084.50682802,2423664.15804786
"32TNQ4",4316468.40796899,2373746.19280906
"32TNR1",4268249.98935718,2524175.81129634
"32TNR2",4267614.21333546,2474232.40072401
"32TNR3",4318330.16822597,2523534.16667633
"32TNR4",4317705.25203625,2473593.70688523
"32TNS1",4269532.45819483,2624092.59274135
"32TNS2",4268889.2716515,2574129.61173624
"32TNS3",4319593.85105162,2623444.24772307
"32TNS4",4318959.87546289,2573484.73612386
"32TNT1",4270830.02619094,2724043.71614622
"32TNT2",4270179.49331817,2674064.26002928
"32TNT3",4320875.62510442,2723388.72324438
"32TNT4",4320232.40157732,2673412.41793629
"32TPM3",4413813.90946455,2123272.76336217
"32TPN1",4364798.59208673,2223491.82890773
"32TPN2",4364216.17798668,2173633.74670871
"32TPN3",4414942.10107564,2222958.02806617
"32TPN4",4414375.06358176,2173107.76204106
"32TPP1",4365980.07918699,2323251.4844866
"32TPP2",4365386.67893584,2273364.59012242
"32TPP3",4416095.20348005,2322702.08512422
"32TPP4",4415515.43171281,2272823.14490313
"32TPQ1",4367182.31524357,2423063.76639797
"32TPQ2",4366578.72136118,2373151.46214087
"32TPQ3",4417272.41276398,2422498.34789265
"32TPQ4",4416680.71541886,2372594.2989613
"32TPR1",4368406.28706938,2522922.72933057
"32TPR2",4367791.66305253,2472987.77440125
"32TPR3",4418474.32856835,2522341.5555622
"32TPR4",4417870.20523469,2472414.57765845
"32TPS1",4369651.03347638,2622821.84245327
"32TPS2",4369026.15347285,2572867.57734688
"32TPS3",4419699.91850019,2622224.97898369
"32TPS4",4419084.37232288,2572278.3773504
"32TPT1",4370916.65826498,2722754.64648934
"32TPT2",4370281.15063966,2672784.39801459
"32TPT3",4420949.9310287,2722142.44344954
"32TPT4",4420321.93998825,2672179.70891941
"32TQM1",4462839.6751113,2122660.21604245
"32TQN1",4462158.31385363,2222326.33413649
"32TQN2",4462498.94836584,2172485.59081229
"32TQP1",4461476.49182658,2322050.78366094
"32TQP2",4461817.6140836,2272181.57229964
"32TQQ1",4460794.27414928,2421825.43014013
"32TQQ2",4461135.52956788,2371932.1063388
"32TQR1",4460111.44358274,2521643.7887285
"32TQR2",4460452.7300196,2471729.83670916
"32TQS1",4474122.77808297,2621893.49489654
"32TQS2",4475416.58555296,2571987.56752242
"32TQT1",4471515.81468028,2721721.90567682
"32TQT2",4472822.45529508,2671805.08592989
"32ULA1",4067924.87354346,3026778.37011454
"32ULA2",4066348.80002866,2976799.80283423
"32ULA3",4124769.63745199,3026108.78397475
"32ULA4",4124088.83956954,2976102.79662898
"32ULB1",4071321.25899636,3126744.00414494
"32ULB2",4069619.76300481,3076760.39845025
"32ULB3",4126135.10971395,3126127.31877857
"32ULB4",4125451.70920432,3076117.11422539
"32ULC1",4074744.80974817,3226712.38984838
"32ULC2",4073029.53354789,3176728.22994444
"32ULC3",4127505.44658457,3226149.56583646
"32ULC4",4126819.52344098,3176138.28192031
"32ULD1",4078195.61984949,3326677.3459887
"32ULD2",4076466.82911968,3276695.75650544
"32ULD3",4128880.84576979,3326169.14524595
"32ULD4",4128192.49794026,3276160.06844447
"32ULE2",4079931.00504494,3376656.51949953
"32ULE4",4129570.24680091,3376176.13461271
"32ULU1",4072041.89203965,2826834.26087296
"32ULU2",4071360.70001134,2776851.90915413
"32ULU3",4122054.4990339,2826106.60763322
"32ULU4",4121378.94547024,2776118.13995456
"32ULV1",4064698.36150022,2926822.50211716
"32ULV2",4063055.36254022,2876848.74012255
"32ULV3",4123409.44101206,2926099.81493928
"32ULV4",4122731.22619948,2876100.83682611
"32UMA1",4174777.27981697,3025412.08040014
"32UMA2",4174099.30382125,2975402.47532007
"32UMA3",4224791.85562355,3024722.49823033
"32UMA4",4224116.77639995,2974711.69440402
"32UMB1",4176139.40979248,3125437.50656571
"32UMB2",4175457.56050745,3075423.84086112
"32UMB3",4226150.77812267,3124750.61321767
"32UMB4",4225469.96773661,3074735.60335099
"32UMC1",4177509.48641879,3225467.11922267
"32UMC2",4176823.46864453,3175452.17435657
"32UMC3",4227520.56881056,3224782.70612042
"32UMC4",4226834.30327111,3174766.74141048
"32UMD1",4178887.96549299,3325493.83710474
"32UMD2",4178197.8904675,3275481.28489342
"32UMD3",4228901.89548209,3324812.04489023
"32UMD4",4228209.89642386,3274797.93627522
"32UME1",4180274.30353208,3425511.70456688
"32UME2",4179580.06186311,3375504.33422952
"32UME3",4230294.09353369,3424832.01371228
"32UME4",4229596.45336579,3374823.57595721
"32UMF3",4231697.35540114,3524837.52715243
"32UMF4",4230994.30070422,3474837.01873781
"32UMG1",4183070.4077842,3625496.48098182
"32UMG3",4233111.3622317,3624821.7131941
"32UMG4",4232402.93207944,3574832.79622186
"32UMU1",4172077.875001,2825395.63735627
"32UMU2",4171408.00754858,2775403.37081658
"32UMU3",4222108.17577066,2824701.07869558
"32UMU4",4221444.44352676,2774707.49279192
"32UMV1",4173423.4110495,2925396.10297165
"32UMV2",4172749.59764261,2875393.50412954
"32UMV3",4223444.44818247,2924703.95955546
"32UMV4",4222775.06922284,2874700.31187253
"32UNA1",4274809.4906467,3024040.32103434
"32UNA2",4274137.07585274,2974030.53868579
"32UNA3",4324826.38260562,3023365.600373
"32UNA4",4324156.92385332,2973359.05242472
"32UNB1",4276164.80263885,3124066.37024406
"32UNB2",4275485.29193201,3074052.40008694
"32UNB3",4326178.35844859,3123384.82031173
"32UNB4",4325499.95137669,3073374.27980727
"32UNC1",4277534.77618001,3224096.34587068
"32UNC2",4276847.98442762,3174081.44574072
"32UNC3",4327547.92029987,3223408.09605248
"32UNC4",4326860.93795385,3173396.33634058
"32UND1",4278918.5571396,3324123.53607936
"32UND2",4278224.84050635,3274110.50853142
"32UND3",4328934.41625977,3323428.35963027
"32UND4",4328238.84905821,3273419.05509316
"32UNE1",4280316.62744812,3424141.30868395
"32UNE2",4279615.9985706,3374133.96987239
"32UNE3",4330338.2256073,3423439.64078156
"32UNE4",4329634.25956906,3373435.5775569
"32UNF1",4281728.65677446,3524144.58477859
"32UNF2",4281020.95001429,3474145.19891996
"32UNF3",4331759.29971938,3523436.01662848
"32UNF4",4331046.57479397,3473439.99292014
"32UNG1",4283154.77752568,3624126.48545981
"32UNG2",4282440.05320482,3574138.71469645
"32UNG3",4333197.26922691,3623410.84567992
"32UNU1",4272141.93565849,2824022.91510888
"32UNU2",4271484.07790844,2774030.30866082
"32UNU3",4322174.79070322,2823361.20508222
"32UNU4",4321523.12788485,2773371.86885454
"32UNV1",4273468.3509293,2924023.81283069
"32UNV2",4272803.14632271,2874021.16673193
"32UNV3",4323491.82654972,2923355.70708295
"32UNV4",4322831.11030854,2873356.10505603
"32UPA1",4374838.65046396,3022698.15790523
"32UPA2",4374172.13767017,2972697.26396229
"32UPA3",4431687.99176877,3021817.12099794
"32UPA4",4431901.53353981,2971814.50793095
"32UPB1",4376187.04187644,3122706.35230973
"32UPB2",4375510.30799491,3072701.34314014
"32UPB3",4431004.36260419,3121823.19549872
"32UPB4",4431346.28174157,3071819.27954723
"32UPC1",4377556.08390634,3222718.04506659
"32UPC2",4376869.13664884,3172712.061122
"32UPC3",4430319.05901959,3221832.76431587
"32UPC4",4430662.03579142,3171827.91689179
"32UPD1",4378945.40170994,3322726.86085513
"32UPD2",4378248.23424633,3272723.19166494
"32UPD3",4429631.6471152,3321839.70189278
"32UPD4",4429975.50077177,3271836.94560376
"32UPE1",4380355.10965646,3422726.93751941
"32UPE2",4379647.81131628,3372728.3841504
"32UPE3",4428942.73424165,3421837.11336955
"32UPE4",4429287.65155525,3371840.06841021
"32UPF2",4381067.27120803,3472721.48812843
"32UPF4",4428597.55702409,3471829.96825936
"32UPU1",4372203.2763018,2822716.05774365
"32UPU2",4371557.42408495,2772732.48196356
"32UPU3",4422223.55578653,2822087.84717238
"32UPU4",4421583.71103524,2772112.2904319
"32UPV1",4373510.66302883,2922699.32763983
"32UPV2",4372854.47011893,2872705.34099097
"32UPV3",4432268.98785714,2921817.96480981
"32UPV4",4432635.58485392,2871825.15041507
"32UQU1",4468882.73530494,2821562.09600882
"32UQU2",4470202.5647412,2771641.61233551
"32VLK3",4137233.09053761,3925887.84947976
"32VLK4",4136530.72363955,3875955.88437467
"32VLL3",4138640.67709341,4025716.91221124
"32VLL4",4137936.3771146,3975808.33882095
"32VLM3",4140052.74765311,4125494.69606692
"32VLM4",4139346.07614663,4075612.67776556
"32VLN3",4141469.1184847,4225213.9023981
"32VLN4",4140760.52313249,4175361.92637466
"32VLP3",4142889.28515683,4324869.68430679
"32VLP4",4142178.63956727,4275050.07867501
"32VLQ3",4144313.6395725,4424454.84691161
"32VLQ4",4143600.98296404,4374671.33411655
"32VMH1",4184479.92309868,3725451.15901497
"32VMH2",4183774.62062872,3675477.58480554
"32VMH3",4234536.17073771,3724778.56950869
"32VMH4",4233822.3325849,3674804.02846766
"32VMK1",4187322.38201381,3925253.78061324
"32VMK2",4186608.90359673,3875318.64421054
"32VMK3",4237418.02453027,3924585.50067976
"32VMK4",4236693.47082424,3874649.2170248
"32VML1",4188754.39641631,4025089.98701507
"32VML2",4188037.68542048,3975177.97268797
"32VML3",4238874.67364499,4024423.95376721
"32VML4",4238144.94044345,3974511.02097724
"32VMM1",4190194.10006353,4124873.93115693
"32VMM2",4189473.40351943,4074988.74681393
"32VMM3",4240341.85156871,4124210.21001913
"32VMM4",4239606.86048796,4074323.82464509
"32VMN1",4191641.34160401,4224600.00220165
"32VMN2",4190916.81891951,4174744.71728206
"32VMN3",4241819.45744667,4223938.26460792
"32VMN4",4241079.40266422,4174081.89436352
"32VMP1",4193095.28594965,4324262.51148216
"32VMP2",4192367.38002367,4274439.60267277
"32VMP3",4243307.29447489,4323602.61397327
"32VMP4",4242562.13275923,4273778.66323514
"32VMQ1",4194556.53076377,4423854.40318395
"32VMQ2",4193824.9838443,4374067.56206008
"32VMQ3",4244805.3827209,4423196.62207675
"32VMQ4",4244055.15350182,4373408.76001346
"32VMR4",4245558.33972068,4472965.35749352
"32VNH1",4284594.77262517,3724081.01151674
"32VNH2",4283873.13715843,3674107.63874972
"32VNH3",4334652.42564007,3723358.53215372
"32VNH4",4333922.31744855,3673388.48227227
"32VNJ2",4285319.99054139,3774045.97396632
"32VNJ4",4335385.93242416,3773320.29719588
"32VNK1",4287515.89831333,3923883.14937624
"32VNL1",4288997.123749,4023719.13119479
"32VNL2",4288254.91105455,3973807.43722862
"32VNL3",4339118.39207118,4022975.56814455
"32VNL4",4338363.22317368,3973067.28443892
"32VNM1",4290491.8465091,4123502.8701245
"32VNM2",4289742.88886697,4073617.746722
"32VNM3",4340640.44103716,4122751.9647531
"32VNM4",4339877.26469061,4072870.57430517
"32VNN1",4292000.01503945,4223228.35998559
"32VNN2",4291244.20807512,4173373.27939666
"32VNN3",4342178.832506,4222470.34957496
"32VNN4",4341407.56731211,4172618.92616035
"32VNP1",4293521.69079422,4322890.09287994
"32VNP2",4292759.13470593,4273067.45781808
"32VNP3",4343734.26054623,4322125.01028096
"32VNP4",4342954.52290858,4272306.04332481
"32VNQ1",4295056.68602473,4422481.43505011
"32VNQ2",4294287.43562773,4372694.91479679
"32VNQ3",4345305.94726811,4421708.90854547
"32VNQ4",4344518.08976533,4371926.08194982
"32VNR1",4296604.80010434,4521996.029081
"32VNR2",4295829.06334764,4472248.82135921
"32VNR3",4346894.02755511,4521216.40704623
"32VNR4",4346098.02935333,4471472.83509872
"32VPH1",4384704.59938391,3722611.15929458
"32VPH2",4383967.06403957,3672646.7317068
"32VPK3",4413145.67505852,3922069.3663912
"32VPK4",4414609.99188508,3872156.49266805
"32VPL1",4389233.98592759,4022193.35565591
"32VPL2",4388466.73409682,3972290.97571329
"32VPL3",4435254.22219015,4021465.95214084
"32VPL4",4436724.14043134,3971626.68988521
"32VPM1",4398967.83048159,4121664.83747116
"32VPM2",4399459.85236251,4071775.7320847
"32VPN1",4398286.2375541,4221409.13516063
"32VPN2",4398644.83753561,4171550.99706489
"32VPP1",4397566.99806845,4321076.40124528
"32VPP2",4397926.7329966,4271251.16244682
"32VPQ1",4396844.45127852,4420672.39694642
"32VPQ2",4397205.99630265,4370883.69955823
"32VPR1",4396119.50320611,4520190.63470703
"32VPR2",4396482.5434252,4470441.8622768
"32WNS2",4297383.83879008,4571723.08868943
"32WNS3",4348498.5711243,4620641.87812078
"32WNS4",4347694.15097321,4570939.83960752
"32WPS1",4395459.186043,4619412.4105803
"32WPS2",4395755.9536832,4569918.0641355
"32WPT2",4394974.57603172,4669092.90514759
"33SWC3",4834275.3910027,1745916.75482761
"33SWC4",4838717.08034821,1671510.67082919
"33SWD3",4828293.78535004,1845204.26105478
"33SWD4",4831292.90086457,1795550.16782209
"33SWE2",4775127.88358972,1891512.44589487
"33SWE4",4825278.42129087,1894878.36697866
"33SXC1",4884476.51702056,1749344.87746612
"33SXC2",4887466.17032586,1699734.3539848
"33SXD1",4878450.41149642,1848631.04672901
"33SXD2",4881471.36249225,1798977.43864109
"33SXD3",4928588.08832971,1852120.06891164
"33SXD4",4931630.77817868,1802469.36928925
"33SXE2",4875414.02393033,1898304.50450559
"33SYE2",4978807.09043355,1905441.43805666
"33TTF3",4514897.06218416,2024417.29596478
"33TTG3",4510683.90911921,2123929.22421505
"33TTG4",4512797.22689336,2074164.94657705
"33TTH3",4506417.11275783,2223503.73037472
"33TTH4",4508557.22434762,2173708.90750519
"33TTJ3",4502096.40201144,2323134.79667641
"33TTJ4",4504263.28262074,2273312.80022205
"33TTK3",4522712.69512222,2424541.57780068
"33TTK4",4499916.1848823,2372968.67085943
"33TTL3",4493296.25890473,2522534.95633528
"33TTL4",4495516.1136069,2472669.9819173
"33TUF1",4565608.25937447,2027695.55079385
"33TUF3",4615719.6034849,2030850.8108533
"33TUG1",4559611.12722609,2127140.08200113
"33TUG2",4562619.4687937,2077409.64985782
"33TUG3",4609686.26824672,2130318.16947842
"33TUG4",4612712.52504975,2080576.53224479
"33TUH1",4553535.21199344,2226645.77039799
"33TUH2",4556583.03396982,2176885.65874489
"33TUH3",4603577.488763,2229846.21827064
"33TUH4",4606641.29059968,2180074.85206914
"33TUJ1",4547380.56767011,2326206.53912535
"33TUJ2",4550467.8362195,2276420.02813202
"33TUJ4",4600494.48883645,2279631.28392128
"33TUK3",4591133.39802595,2429061.62474202
"33TUL1",4534837.05225468,2525467.38364646
"33TUL2",4538002.3954837,2475636.59162657
"33TUL3",4584799.00107522,2528736.52173666
"33TUL4",4587975.48767717,2478894.08222746
"33TUM1",4528449.7870585,2625155.78807185
"33TUM2",4531652.82449737,2575307.32735368
"33TUM3",4578390.83995375,2628447.72251631
"33TUM4",4581604.03217959,2578587.89027478
"33TUN1",4521985.60243789,2724873.85116286
"33TUN2",4525227.14305888,2675011.34772665
"33TUN3",4571909.19067575,2728188.75220767
"33TUN4",4575159.26508305,2678314.87894943
"33TVE1",4671827.50541132,1934643.76731451
"33TVE3",4721975.8064296,1937894.80608662
"33TVF1",4665831.65759316,2034060.6916849
"33TVF2",4668838.92643029,1984343.25922291
"33TVF3",4715941.12836986,2037324.62501405
"33TVF4",4718967.19534222,1987601.0582697
"33TVG1",4659762.96826304,2133545.88271986
"33TVG2",4662806.35603466,2083795.20076411
"33TVG3",4709836.65600904,2136822.65305971
"33TVG4",4712897.71418988,2087065.58001081
"33TVH1",4653621.01517218,2233091.53271054
"33TVH2",4656701.0165074,2183311.31676326
"33TVK1",4641120.58952086,2432343.01920401
"33TVK3",4691106.01473583,2435660.32637943
"33TVK4",4694271.07401977,2385822.59075669
"33TVL1",4634763.09707241,2532036.24377424
"33TVL2",4637950.58039251,2482184.63085999
"33TVL3",4684725.41391401,2535366.56927521
"33TVL4",4687924.33313577,2485508.36326147
"33TVM1",4628334.58103374,2631765.82697873
"33TVM2",4631557.56800976,2581897.0224707
"33TVM3",4678276.90722404,2635110.28316497
"33TVM4",4681509.71504557,2585234.28621054
"33TVN1",4621835.31019742,2731526.07862853
"33TVN2",4625093.85035837,2681642.3557479
"33TVN3",4671760.62650351,2734884.76118912
"33TVN4",4675027.07707225,2684994.06784708
"33TWE1",4772116.53493247,1941204.18340119
"33TWE3",4822246.92372877,1944571.72914466
"33TWF1",4766044.00445384,2040642.24973622
"33TWF2",4769088.74220326,1990914.54651484
"33TWF3",4816136.10287159,2044013.30032482
"33TWF4",4819199.41022612,1994283.4610298
"33TWG1",4759903.89171257,2140148.64016552
"33TWG2",4762982.2296463,2090387.35388324
"33TWG4",4813056.47957587,2093760.30632025
"33TWJ1",4747424.49935952,2339339.37006271
"33TWJ3",4797420.85861842,2342722.23141725
"33TWJ4",4800579.47234438,2292901.99722205
"33TWK1",4741086.42294151,2439012.57566729
"33TWK2",4744263.55055516,2389170.31728687
"33TWK3",4791056.72496451,2442399.43305858
"33TWK4",4794246.60872148,2392555.01477283
"33TWL1",4734682.6843519,2538727.91587428
"33TWL2",4737892.58668622,2488865.12428518
"33TWL3",4784630.36017196,2542119.98408962
"33TWL4",4787851.44632016,2492254.65926511
"33TWM1",4728214.11603618,2638480.91583157
"33TWM2",4731456.36137432,2588600.23798765
"33TWM3",4778142.40945184,2641877.47416389
"33TWM4",4781394.15524222,2591994.65799155
"33TWN1",4721681.5587407,2738264.91998859
"33TWN2",4724955.93923525,2688369.45124757
"33TWN3",4771593.44765854,2741666.24398645
"33TWN4",4774875.45840323,2691768.17430626
"33TXE1",4872362.49235261,1947997.20650793
"33TXE3",4922459.4475987,1951480.1984962
"33TXF1",4866213.40235551,2047437.62899256
"33TXF2",4869295.59855436,1997708.58860805
"33TXF3",4916272.5706899,2050915.38850603
"33TXF4",4919372.99462557,2001188.91678315
"33TXH3",4903726.6225973,2249984.43769475
